ip_mean	ip_sd	ip_kurt	ip_skew	snr_mean	snr_sd	snr_kurt	snr_skew	pulsar
149.7969	49.5119	-0.2246	-0.1356	3.8319	21.0908	7.369	62.1629	0
120.4375	52.4285	-0.0981	-0.3864	3.3796	17.1834	7.6638	76.4439	0
142.8672	49.3182	-0.3258	-0.0455	5.7517	29.9319	5.5708	31.5841	0
115.8359	56.128	0.081	-0.6428	4.1179	26.4644	7.0004	50.6564	0
100.1328	49.6971	0.3741	0.2609	3.4875	18.4142	7.8655	78.6539	0
126.6797	36.8996	-0.005	1.0739	3.2408	20.2341	7.8358	70.1019	0
109.1953	44.0435	0.3981	0.6726	3.1296	18.9358	6.9368	54.9864	0
116.4062	51.4888	0.1764	-0.3019	4.7124	24.1982	6.8648	52.6863	0
79.2578	42.2125	0.6552	1.3407	5.7993	29.5914	5.2354	26.9222	0
77.3125	39.0794	0.6705	2.1581	1.786	12.4579	11.0504	168.2536	0
102.5547	34.9723	0.5576	2.6492	9.4047	36.2751	4.2283	17.4198	0
123.1172	47.0866	0.2674	0.2794	2.5953	21.5738	9.0286	84.8245	0
99.3438	47.0238	0.3952	0.5125	1.8286	15.3436	9.9031	113.3051	0
34.5547	32.8029	4.8491	27.6163	59.4423	74.5852	1.0523	-0.1319	1
120.6953	45.9855	-0.0705	-0.1931	5.2542	28.5791	5.9988	37.2955	0
108.625	52.9947	0.2605	-0.3872	2.8788	16.3567	8.0312	80.9844	0
108.5781	37.189	0.063	1.2911	4.2124	20.2216	6.0427	42.5831	0
121.875	51.2534	-0.236	-0.3532	103.7324	101.7413	0.0841	-1.8598	0
128.5391	46.6943	0.1037	0.5269	1.2868	11.8992	12.9218	212.8901	0
112.7188	51.1902	0.1837	-0.0256	2.1338	15.4647	9.6671	114.0248	0
117.6562	50.2076	0.2747	0.0729	1.2834	10.4221	14.9892	310.0087	0
79.9844	37.2892	1.0495	2.7134	2.3043	17.7487	8.8683	87.0263	0
133.7734	50.4665	-0.1231	-0.3968	1.8804	14.534	9.8369	117.4608	0
112.9219	38.455	0.436	1.5409	2.4766	15.4113	8.6302	94.3471	0
97.3281	47.5659	0.5299	0.87	2.0318	14.9724	10.4338	135.607	0
119.3828	47.9811	0.1338	0.1133	6.4172	29.7676	5.2663	28.2998	0
121.7266	45.7986	0.3955	0.4699	1.3763	12.7895	11.9639	176.7908	0
90.2656	36.0378	0.5056	2.2391	2.4064	14.8407	8.7687	100.7643	0
26.2109	43.7523	4.022	16.0338	111.4398	76.7719	0.0116	-0.9566	1
76.4766	36.0236	0.9151	3.2572	1.2132	13.844	13.3729	193.8749	0
123.9375	48.7855	-0.0662	-0.3611	1.1446	13.9937	14.5473	227.3391	0
140.4766	47.2306	0.0334	0.3235	6.1346	30.5706	5.2226	27.2434	0
109.6172	37.0059	0.3759	1.3531	1.5485	12.678	12.1058	183.2667	0
87.9609	46.0186	1.0031	1.8099	2.4824	16.3855	8.926	95.7568	0
114.5703	47.1707	0.5082	0.5438	1.5619	16.0861	11.2177	132.6892	1
111.5547	52.4808	0.3902	-0.1765	0.5309	10.2327	21.4007	479.7438	0
115.1719	49.57	0.0106	-0.3762	0.714	11.5751	17.5425	325.634	0
7.9219	33.0796	5.8319	34.3814	172.796	62.6461	-0.7719	-0.3035	1
103.7188	65.7181	0.3188	-1.1387	148.413	98.3476	-0.5729	-1.4631	0
101.2422	91.8086	0.2901	-1.7819	195.796	63.624	-1.8526	2.545	0
107.3125	48.0585	0.2344	-0.3562	14.4515	48.5269	3.2635	9.2119	0
129.9922	50.4772	-0.0166	-0.1682	2.99	22.7118	8.7313	79.9609	0
131.8516	45.8929	-0.0815	0.2176	3.0401	18.1875	7.7499	70.873	0
110.8828	54.3	0.159	-0.5446	3.7283	24.1819	7.0432	51.6473	0
132.7344	52.7837	-0.1702	-0.3646	72.995	93.57	0.6061	-1.4941	0
112.5469	47.3438	0.4205	0.2187	1.898	12.2484	11.4314	181.7338	0
126.7578	49.7784	0.1011	-0.0903	0.7818	11.1563	16.6551	309.4236	0
130.7656	49.3548	0.0429	0.2487	2.8478	19.3874	8.4779	79.5445	0
98.4844	43.7821	0.3488	0.5568	2.7717	17.1473	8.2833	80.9546	0
78.3047	38.0872	0.71	2.2919	4.1672	25.2973	6.8673	49.5655	0
121.5	43.9001	0.1312	0.2422	1.6237	14.874	11.1825	143.1162	0
144.4141	52.6341	-0.3182	-0.0473	3.4264	18.3672	6.6878	54.3381	0
118.3438	45.7204	0.283	0.159	2.2475	13.6984	9.2952	120.4941	0
131.5234	41.8433	0.0383	0.6676	2.903	16.085	7.9961	82.2385	0
105.7734	42.763	0.6672	0.9772	5.5794	30.1924	5.712	33.0416	0
34.5859	63.0949	2.4162	4.1951	185.4298	77.8127	-1.0911	-0.4376	0
7.6328	29.4623	7.2884	53.757	164.8662	74.2022	-0.6686	-0.7369	1
105.625	75.8742	0.2619	-1.3695	136.8988	56.9018	0.4467	-0.1529	0
111.5547	49.0467	0.2069	-0.4127	107.7734	71.101	-0.2283	-0.675	0
118.4766	51.0654	0.2129	-0.3077	2.1731	13.2247	9.9455	138.6854	0
137.0078	41.4259	-0.1151	0.4591	1.4298	11.3011	13.0215	234.0776	0
109.7031	52.1036	0.1942	-0.4154	4.3988	20.6257	5.972	43.3452	0
104.2422	52.379	0.2063	-0.2571	2.4674	17.4941	8.2837	78.0667	0
113.6562	52.0067	0.2405	-0.1832	5.9022	30.2393	5.4531	30.1132	0
112.8984	54.2369	0.2898	-0.2129	18.2324	47.5456	2.734	6.6205	0
121.7891	47.6263	0.2201	-0.1595	4.301	24.1597	6.187	40.8267	0
127.5859	58.7491	0.0796	-0.5226	9.9875	39.6516	4.1602	16.9227	0
151.875	42.1869	-0.3527	0.8307	6.8261	29.5209	4.6475	22.203	0
103.6406	45.1035	0.2508	0.6559	2.158	16.2776	9.1668	96.51	0
94.1172	41.5263	1.222	3.351	9.5635	39.1488	4.3726	18.7071	1
23.3438	36.1104	5.2348	28.0879	70.3495	59.3544	1.1123	1.1099	1
94.1484	46.5213	0.5425	0.8497	2.9005	18.88	7.8701	70.1605	0
91.9219	46.1283	0.359	0.1122	3.3169	22.2553	7.5571	61.9036	0
118.6016	50.4208	0.3424	-0.2022	2.7132	15.117	8.1883	90.6657	0
123.2031	52.1869	0.0071	-0.3333	2.4666	14.4588	9.4642	117.281	0
123.8203	48.2557	0.1823	-0.1933	5.4933	26.7578	5.6115	33.7245	0
114.8438	49.0321	0.2565	0.0529	1.158	11.5369	14.7757	260.6284	0
86.9453	39.8688	0.3905	1.5606	4.2885	25.3513	6.6691	46.8672	0
90.3828	35.3202	0.8078	2.9241	0.8135	10.3837	17.146	349.2386	0
130.7812	48.8245	0.1392	-0.3233	0.4281	8.3863	25.7411	734.1532	0
111.3594	39.2631	0.3744	0.903	2.1095	14.0937	9.4247	116.2592	0
137.75	51.5673	-0.2048	-0.1225	111.0276	77.8925	-0.3638	-1.3486	0
94.2266	48.7864	0.6525	1.1528	2.5911	17.453	8.8368	88.6967	0
104.7422	37.0345	0.3346	1.6399	2.5167	18.6975	9.1812	92.9396	0
104.0078	49.2683	0.0954	-0.1021	2.7358	17.9555	8.8524	90.2523	0
107.1094	46.9852	0.1861	0.2102	1.9674	15.7052	11.0702	144.8518	0
117.8438	50.6229	-0.0168	-0.2195	31.5736	66.4074	1.7926	1.5225	0
114.2734	42.1976	-0.0802	0.6904	3.0059	22.6499	8.1404	68.6274	0
87.1562	38.1495	0.6669	1.8454	9.4691	34.9757	4.1151	17.3041	0
136.7969	50.2118	0.2423	-0.4181	2.449	19.128	9.1869	91.7051	0
111.0391	50.4592	0.6626	0.5375	8.7492	38.0063	4.5661	20.393	0
132.9531	42.5799	0.0481	0.3282	3.3896	17.8008	7.5598	70.5159	0
112.8047	41.189	0.3888	0.7615	5.4557	26.0575	5.5108	32.9347	0
113.4609	38.4614	0.1451	0.876	1.6396	16.8564	11.206	131.409	0
98.7422	44.6852	0.3298	0.4145	1.6129	12.5918	12.7234	207.8162	0
15.4141	43.6935	4.3835	18.5971	134.454	73.1932	-0.1321	-1.1879	1
122	58.3347	0.0423	-0.7145	3.2667	18.4579	8.0198	77.7793	0
132.2109	52.4787	-0.078	-0.2694	5.0201	25.9111	6.2748	42.7281	0
74.9609	32.014	1.1072	6.5764	1.7533	12.1264	11.5351	185.2705	0
120.3672	46.0963	0.1594	0.1412	3.7241	22.0984	7.4259	61.4949	0
81.3203	39.9529	0.7862	1.7341	1.862	15.5879	10.0638	116.1649	0
129.5469	52.6751	0.0895	-0.5206	2.1196	13.8165	10.5084	143.2583	0
122.4297	52.1395	0.2951	0.013	15.74	45.0466	2.9135	7.746	0
135.75	51.4976	-0.237	-0.1008	1.9532	15.8243	10.7871	134.4973	0
91.8047	38.6557	0.5616	1.6025	1.6931	13.3109	10.9623	150.7064	0
127.7344	45.8608	-0.2034	-0.1769	1.6564	15.3824	11.6137	146.5745	0
75.1484	32.6537	1.8278	8.7032	8.4749	33.7489	4.5375	20.9839	1
20.9062	31.2659	5.469	33.1122	66.1413	72.6905	0.9563	-0.0309	1
123.2812	55.9814	0.1738	-0.5892	2.4331	18.9523	9.5733	101.8495	0
138.5781	51.5078	-0.0526	-0.6609	1.8403	16.1633	11.046	138.3328	0
123.2031	57.8478	0.1841	-0.7495	30.6187	61.8098	1.7857	1.774	0
100.5391	49.5924	0.5306	0.4911	2.6246	17.4577	8.319	79.8519	0
150.8828	50.4108	-0.4362	-0.0429	8.158	34.657	4.7685	22.8178	0
119.1484	35.3794	0.0037	1.5749	2.2709	18.5788	9.3323	92.9862	0
98.0781	44.4859	0.5341	0.6843	1.3127	11.7254	14.4406	254.4935	0
96.4062	44.8218	0.2586	0.2469	3.7542	24.2941	7.0424	51.4959	0
124.3438	46.6076	0.0212	0.0189	1.6672	15.1836	10.9622	136.3829	0
115.1094	55.4834	0.0721	-0.3696	3.5477	24.0156	7.5642	61.0067	0
57.5	35.2746	2.9337	13.2332	43.061	77.7115	1.5471	0.7908	1
149.3672	52.6404	-0.3992	-0.5348	92.5644	103.2771	0.5323	-1.5294	0
112.9844	55.8279	0.3009	-0.2515	2.1747	13.503	9.6766	129.5436	0
107.6094	46.9109	0.229	-0.0096	2.3211	17.2667	9.1259	93.6123	0
79.0938	35.606	0.9684	3.7917	21.4783	56.9937	2.4889	4.721	0
130.9375	56.3331	-0.0725	-0.7044	4.4724	28.1747	6.531	42.6545	0
110.8281	35.7845	0.4478	2.01	1.7709	15.0095	11.2441	145.7791	0
85.9453	40.7587	0.6323	1.1095	2.4875	14.368	9.2078	115.2338	0
131.6328	47.6522	0.1437	-0.0316	2.2692	14.7237	9.6947	118.8556	0
103.7656	42.253	0.41	0.6094	3.0711	22.7327	8.781	81.7483	0
135.5703	53.9966	-0.0488	-0.223	3.7191	21.1011	6.5064	46.8655	0
125.1719	44.4487	0.0305	0.1126	5.5025	23.7809	5.1616	29.7951	0
125.9141	48.3123	0.2681	0.0976	3.4565	19.1196	6.756	53.5035	0
118.5469	44.1584	0.2753	0.5537	1.1162	11.5774	14.4364	252.1947	0
131.0156	55.8045	-0.22	-0.4494	4.7232	21.0665	5.6369	37.6579	0
97.9062	45.8364	0.545	0.4086	0.9908	9.796	17.8134	402.9146	0
37.0547	35.9384	3.9925	18.9702	61.6045	75.6145	0.9838	-0.2113	1
113.8047	32.1668	0.2713	2.7003	4.4365	21.5145	6.3268	46.4928	0
128.7656	51.053	-0.0267	-0.3266	1.01	12.3703	14.6515	240.2847	0
108.0156	31.3284	0.4957	3.4904	2.6564	16.3697	8.6132	91.178	0
116.0312	43.2138	0.6635	0.4331	0.7851	11.6281	17.0552	312.2043	0
118.2656	52.4602	0.2177	-0.4126	3.0669	19.5655	8.3957	81.0379	0
132.1484	43.1877	0.0879	0.4069	2.1664	15.8751	9.8656	116.94	0
108.8125	43.1755	0.523	0.8108	1.0234	13.2977	14.1629	213.9703	0
107.9375	42.0778	0.1949	0.4881	2.2324	13.2443	9.4404	129.4175	0
124.5469	45.6578	-0.1709	-0.1788	0.9808	13.1075	14.7841	232.5089	0
103.1797	45.1706	0.3053	0.3104	2.6747	21.2294	8.5635	76.8208	0
28.0156	36.9104	4.4516	20.313	61.2676	65.1581	1.2265	0.7226	1
117.1484	52.0964	0.2697	0.0183	0.9256	10.5629	15.9277	315.5269	0
132.3594	45.3989	-0.0356	0.3433	2.4632	16.2283	8.9833	98.004	0
130.4141	48.3828	0.1538	0.0201	1.7149	15.0826	12.0114	163.8214	0
158.4297	50.0802	-0.2834	-0.2616	4.9197	27.8547	5.9424	35.4127	0
133.2578	50.598	0.1796	-0.3148	0.7952	10.2543	17.9785	381.7236	0
116.7812	50.089	0.2666	0.1709	2.694	17.1485	8.4594	86.6744	0
134.4688	41.9818	-0.2286	0.7679	2.6848	21.346	8.7339	78.8111	0
113.9922	55.2707	0.3621	-0.2058	14.6865	45.513	2.9527	7.315	0
138.0234	47.0006	-0.0034	-0.124	2.8018	19.4534	8.2176	74.704	0
125.3828	37.6362	0.1081	1.3445	1.5936	16.9351	11.8863	148.8079	0
21.9375	33.2163	5.3658	29.9969	120.5803	82.7609	-0.0764	-1.1447	1
105.1328	52.4919	0.1634	-0.0965	1.388	15.0261	12.3453	162.7132	0
71.3984	40.6791	2.2622	6.2994	31.6555	64.2259	1.966	2.7145	1
100.1719	51.7558	0.4285	0.0813	3.2408	23.767	8.0977	68.1814	0
113.9766	55.0276	0.1541	-0.5763	2.7174	17.9975	8.4064	82.4969	0
118.9141	56.1423	0.07	-0.7611	43.0769	81.734	1.4945	0.4508	0
135.3594	46.2192	0.0105	0.195	3.6881	19.3448	6.8016	55.8774	0
132.1484	56.0034	-0.1056	-0.6688	2.3972	18.6893	9.0611	87.9084	0
120.1562	41.6474	0.254	0.3392	3.3729	23.9039	7.916	65.5648	0
123.6172	44.4389	0.1978	0.3483	1.939	17.1396	9.9354	106.2136	0
56.9531	37.819	2.4226	9.2746	10.1764	40.8958	4.1677	16.6868	0
115.9062	42.0217	0.1874	0.2203	2.163	16.9797	9.5121	101.1696	0
10.8047	38.625	5.3206	27.7989	115.0878	67.6357	0.2719	-1.0586	1
39.3672	34.794	4.2486	20.3877	63.6212	70.9001	0.8933	-0.0457	1
110.8203	48.2452	0.0567	-0.5383	2.9306	15.6393	8.195	89.6578	0
119.9531	48.086	0.2272	0.1481	0.699	9.6348	19.6076	450.9907	0
118.6094	53.1965	0.3865	-0.3915	6.8804	31.4528	4.7261	22.1327	0
120.1719	54.3918	0.1271	-0.6424	1.3487	12.4407	13.4014	217.4031	0
133.9141	41.0267	-0.0792	0.3087	6.2124	30.4282	5.8281	34.9925	0
119.5234	50.3927	-0.039	0.1279	4.4883	24.8978	6.5141	45.4669	0
100.7344	48.4375	0.5162	0.2577	2.5343	14.5717	8.8438	106.248	0
107.2188	54.2791	0.2447	-0.3636	2.0418	18.6712	9.8669	101.8906	0
141.5859	52.1525	-0.1461	-0.3367	1.4406	13.3168	12.2192	175.4697	0
40.4688	33.4269	4.129	20.7508	81.0485	92.0539	0.6089	-1.2175	0
106.3516	50.0084	0.1439	-0.1857	2.9649	23.0702	8.4339	73.0788	0
114.1016	46.0874	0.1953	0.0871	4.806	23.8678	6.4744	47.2465	0
123	46.4766	0.0253	0.1783	1.3253	13.1983	11.8635	165.3769	0
116.9766	49.474	0.2096	-0.2247	3.3219	19.6316	7.0251	56.0052	0
80.2109	36.6561	1.0371	3.3247	1.8445	12.3404	11.2251	174.8025	0
81.6719	75.289	1.0179	-0.6244	133.0744	65.3976	-0.6832	-0.3295	0
79.9375	75.64	1.0645	-0.5439	170.8052	73.2067	-0.9866	-0.1827	1
105.8203	50.684	0.1578	-0.4272	6.0652	34.0085	5.8821	34.1468	0
133.1406	44.3941	-0.0844	0.3603	1.4239	13.7005	11.9625	163.7714	0
27.6406	32.0309	5.9053	37.5499	41.0293	61.3822	1.6718	2.1921	1
138.875	58.9864	-0.0704	-0.3892	1.5125	11.5758	12.8751	223.3216	0
63.1953	33.1538	2.1772	9.1193	9.2617	40.5395	4.3443	17.5449	1
24.1094	30.3972	5.6054	34.1973	30.0217	53.4003	2.1358	4.4289	1
34.2109	30.2422	4.7005	27.6889	14.4273	44.2413	3.6218	13.1741	1
119.125	41.3342	0.067	0.0811	2.5092	18.9638	9.3544	95.9306	0
98.0078	43.6052	0.5506	1.2945	4.0535	26.421	7.0444	50.9769	0
76.3047	40.3176	1.5868	5.1876	9.0803	35.2122	4.562	21.3303	1
27.5625	29.3273	5.3756	33.9281	20.0828	50.2017	2.9972	8.5912	1
120.4453	54.4518	0.0461	-0.5663	4.9749	24.6567	5.5576	33.3641	0
40.9297	30.2009	4.7606	27.311	22.9799	52.0814	2.7197	7.064	1
76.1172	35.0423	1.5544	6.3954	3.4657	23.7414	8.1094	69.6244	1
74.8516	34.8353	2.0497	8.1197	5.1421	27.7132	6.0526	38.3956	1
29.5859	28.154	5.3507	35.2765	22.7333	49.3078	2.7161	7.5469	1
81.0234	34.7528	0.7162	3.6067	2.2057	17.1376	9.541	103.0912	0
116.2656	51.1179	0.1551	-0.3406	3.5284	18.2618	7.0123	61.8624	0
124.6094	55.0792	-0.2009	-0.5192	1.5268	11.2977	13.236	239.1608	0
45.7109	28.839	4.1932	25.5448	10.1279	36.079	4.2662	19.1891	1
14.5625	30.4107	5.7481	36.1048	31.6003	56.3348	1.9463	3.3371	1
120.2031	47.1595	0.1836	0.1436	1.6012	12.2235	13.1475	217.4408	0
126.3438	52.1081	0.1001	-0.4004	1.5828	13.5111	12.3991	185.019	0
120.3047	47.3396	0.1461	-0.0823	11.3671	42.8882	3.8422	13.7092	0
34.9531	30.4554	5.8598	38.8027	55.3445	76.4007	1.31	0.4383	1
151.8125	45.2228	-0.352	0.2716	3.138	17.9018	8.0978	79.2034	0
30.8594	39.6833	3.8979	15.7203	70.2717	64.2904	1.1032	0.5641	1
120.8438	51.0927	0.211	-0.1512	4.1513	20.5947	6.9595	59.0623	0
126.0078	44.9492	-0.0181	0.1328	3.9824	21.7135	7.1326	57.8299	0
139.8828	42.1427	0.0013	0.5389	4.9532	24.1194	6.4158	47.1931	0
132.7031	54.9021	-0.0867	-0.5307	2.0201	16.2212	11.0466	134.9916	0
129.8984	50.7025	0.2295	-0.0033	5.7207	30.695	5.653	31.8948	0
115.7109	46.421	0.3486	0.3857	3.0644	20.7282	8.2746	74.0185	0
125.4766	46.4065	0.225	0.117	2.2935	15.4671	10.0355	123.5803	0
72.1875	44.7864	1.3045	1.8686	51.7241	77.9045	1.1734	-0.1402	1
142.4609	52.1077	0.0838	-0.3334	3.0385	21.0501	7.6118	62.8236	0
77.8594	45.0744	1.7308	3.9789	1.337	12.1426	15.4136	267.4617	1
128.625	58.5859	-0.0186	-0.6977	3.4147	19.4105	7.2212	60.9213	0
126.5938	45.3642	0.0243	-0.0799	7.796	32.5024	4.5265	20.5555	0
14.8516	35.149	5.379	29.0045	83.1656	74.95	0.3631	-0.9131	1
127.6406	54.7725	0.0843	-0.3202	3.1003	18.3743	7.939	74.1389	0
113.5469	38.4008	0.3989	1.3465	1.653	16.4014	11.818	150.5309	0
109.7188	50.2996	0.353	0.1589	3.5251	17.5887	6.5518	56.1589	0
29.0312	29.25	6.3131	43.8075	34.3788	58.764	1.9947	3.4311	1
129.9141	53.2482	-0.0684	-0.3618	2.9423	17.9021	7.9033	73.8871	0
75.5312	38.6707	1.8039	5.4743	21.5184	54.8452	2.6946	6.3625	1
124.0781	53.7866	0.2347	-0.3868	8.8813	35.1999	4.4974	20.5043	0
28.1953	39.2138	4.2696	18.1543	103.806	85.6472	0.0954	-1.3582	1
135.8047	48.6138	-0.1986	-0.0179	2.3043	17.1595	10.5034	127.2553	0
88.3984	39.9887	1.393	2.9402	43.1396	73.7264	1.4457	0.6394	1
126.3125	44.0362	0.1973	0.5415	0.4599	8.9314	23.2158	597.2427	0
106.125	46.9328	0.2993	0.3875	2.4373	17.0202	8.319	80.634	0
106.0312	43.0412	0.3303	0.7355	2.4181	13.3696	9.6914	134.8686	0
144.1641	56.612	-0.2731	-0.3446	1.7584	13.2851	11.4423	163.3349	0
17.0312	28.3675	7.1726	53.1934	132.9749	81.5652	-0.2413	-1.1532	1
126.2656	41.983	0.1303	0.3561	3.2659	21.9295	7.4443	59.2781	0
65.4453	38.9043	2.1749	7.0209	36.6012	69.3953	1.6395	1.1906	1
124.0938	55.7529	0.0235	-0.5852	5.2015	27.562	5.6953	33.4602	0
149.6484	44.0766	-0.045	0.4762	7.3219	34.798	5.0131	25.0729	0
105.0938	50.128	0.0668	-0.0841	1.5251	14.9435	12.1969	167.3618	0
144.0312	49.8095	-0.0302	-0.3634	2.439	19.4516	9.4913	99.0261	0
120.0156	52.4217	0.1178	-0.2641	1.3838	11.7799	13.2963	226.1338	0
70.9922	35.9267	1.0588	3.9839	1.8328	14.5108	9.7876	117.2545	0
136.3047	48.8936	-0.1057	-0.3779	6.7901	31.4701	5.3639	29.8165	0
119.5781	37.9028	0.1511	1.6788	2.4875	18.2787	9.2988	98.9318	0
117.6094	53.5635	0.1989	-0.3414	1.7592	18.3597	11.5696	138.562	0
91.6094	38.6978	0.4604	1.3798	2.8788	16.2709	7.7349	76.7988	0
103.7344	61.9149	0.8429	0.0411	3.342	27.1483	8.0663	63.5935	0
100.1172	50.3444	0.618	0.3574	58.0569	81.1749	0.8758	-0.8967	0
30.9141	37.9689	4.1624	18.5378	59.638	66.7333	1.0254	0.2895	1
101.7422	44.6369	0.3107	0.5916	2.7935	18.1139	8.8427	89.8457	0
149.5156	50.4759	-0.2611	-0.2652	3.0719	18.46	8.1049	78.761	0
135.3672	47.4796	-0.071	-0.1042	19.0067	53.1192	2.6465	5.5595	0
124.3828	45.568	0.3421	0.2258	10.3169	37.3973	3.7477	13.4814	0
110.9141	52.6845	0.3163	-0.4521	3.439	19.4927	8.3109	81.9421	0
101.4766	39.2006	0.7084	1.8722	3.0393	23.8218	8.1702	67.4187	0
105.0703	46.3545	0.4253	0.182	3.6973	19.6382	6.7477	54.422	0
114.3516	42.432	0.3563	0.5434	3.286	19.2903	7.8567	71.7888	0
109.8594	54.434	0.1442	-0.1547	2.26	15.4555	9.1885	102.8833	0
118.1641	42.6649	-0.044	0.1135	3.439	24.9678	7.8225	62.855	0
24.7578	30.2362	6.4656	45.3243	113.709	85.2896	0.0275	-1.3264	1
104.5391	44.0184	1.1985	2.2803	30.0627	63.0705	2.0061	2.841	1
90.6797	41.1345	0.8115	2.1742	1.4958	10.5218	14.2047	292.8219	0
117.7656	50.3152	0.2	-0.2867	8.1463	34.4294	4.3738	18.5801	0
72.5547	43.5827	1.1958	2.4733	6.7274	34.6642	5.4138	29.1291	1
127.4609	56.1012	-0.1243	-0.2461	2.0619	18.0813	9.9462	104.9676	0
142.5547	56.7548	-0.2639	-0.8734	52.3043	81.7894	1.0395	-0.7172	0
81.6328	38.8229	0.6068	1.8985	0.8963	11.501	15.4623	273.1602	0
131.6641	48.2505	-0.1364	-0.0771	1.0176	12.9842	15.3933	257.7484	0
117.9219	55.1635	0.0486	-0.5003	1.9164	17.0475	10.3297	117.9921	0
104.3125	56.1173	0.4372	-0.3414	4.3645	22.9545	6.2091	41.9758	0
53.2734	32.414	3.7733	17.974	44.4181	74.4942	1.5708	1.119	1
111.875	34.2826	0.5372	2.0365	2.546	14.4854	8.5575	101.0516	0
131.2031	49.5986	0.326	-0.1776	3.8921	26.1182	7.255	54.0468	0
60.4844	32.0261	2.9658	14.3558	68.5092	73.323	0.8646	-0.2501	1
118.5781	57.4122	0.1136	-0.4106	2.0661	13.4527	10.3958	142.8421	0
119.7188	54.5458	-0.0255	-0.3044	5.2793	24.7874	5.1185	27.9025	0
140.5469	40.4013	-0.1946	0.491	2.4741	20.5424	9.0911	86.4957	0
124.9922	46.719	0.5554	0.0174	4.204	23.2262	7.0998	56.0188	0
133.8984	46.9298	0.0388	-0.0927	2.6714	19.5615	8.5744	80.7955	0
104.1094	33.1981	0.3559	2.9722	3.4381	19.3184	7.4706	67.6837	0
158.1797	42.1433	-0.1327	0.9796	5.6104	30.1465	5.9412	36.4127	0
125.7891	45.627	-0.0525	0.0172	6.8579	33.9816	5.1035	25.5366	0
103.2656	40.906	0.4559	0.7351	1.5067	14.0532	11.5776	154.273	0
113.4688	41.9419	0.1794	0.5558	1.4172	13.0774	11.6957	165.2596	0
20.8203	41.0216	4.3526	18.5768	121.9482	58.3881	0.1338	-0.1853	1
39.6797	27.8116	4.9354	31.8693	42.7609	69.8552	1.6611	1.6363	1
130.0859	52.5412	-0.0957	-0.6918	4.459	24.9431	6.4166	44.4234	0
85.6094	38.9451	0.7222	2.2751	3.9139	18.3865	6.1944	49.2993	0
115.1797	46.4032	0.1503	-0.0222	3.2015	17.5238	7.2391	64.5722	0
57.9844	34.234	2.8554	12.6575	57.0301	69.4752	0.7606	-0.7645	1
130.8203	53.4207	0.0186	-0.3087	2.7224	18.0769	8.5533	84.9723	0
119.0938	45.5677	0.2148	-0.0069	2.3152	14.144	9.0625	112.0907	0
47.75	32.259	3.4319	17.4669	11.7709	43.1248	3.9883	15.5016	1
76.2188	46.7757	1.1339	1.8584	50.6355	77.1064	1.1857	-0.1763	1
66.5234	34.4903	3.194	13.8447	14.1848	46.4502	3.6256	12.5684	1
130.5547	47.3997	0.0735	-0.1805	4.2032	25.1376	6.2622	39.6827	0
122.7734	54.6802	0.1686	-0.5159	6.0242	33.3777	5.8033	33.2833	0
80.1484	37.0949	0.6321	2.4087	2.4231	19.0099	8.966	87.6769	0
94.7422	47.3711	0.605	0.472	1.5418	13.2415	12.6356	190.553	0
91.7109	41.4433	0.6327	1.0946	11.9849	42.7903	3.5488	11.3385	0
64.4766	47.9609	2.4325	6.2685	55.1171	78.7169	1.0957	-0.2497	1
62.2578	32.0554	2.7258	13.7409	9.3052	40.8862	4.5584	19.8731	1
96.2891	39.3762	0.5054	1.4432	5.2258	24.0913	5.3351	31.3677	0
133.0391	55.6972	0.0494	-0.3601	14.1672	47.017	3.2664	9.352	0
68	34.7967	2.3926	10.1669	10.6212	34.3661	3.996	17.9341	1
100.9375	54.5634	0.4536	-0.4066	85.0008	88.0039	0.4513	-1.383	1
106.6641	61.2877	0.4687	-0.6573	72.0719	90.4248	0.6748	-1.2653	1
120.4141	50.6746	0.1831	-0.1609	3.1455	17.17	7.9197	78.1701	0
92.8672	43.2034	0.6342	0.8431	1.9289	12.5324	10.8305	164.3482	0
99.1328	51.8513	0.4103	-0.2646	2.6254	17.0605	9.15	98.6943	0
131.4922	43.5022	0.2107	0.3649	64.1605	84.4371	0.6638	-1.377	0
90.7109	41.3577	0.5497	1.343	2.7358	21.0354	8.5203	76.6119	0
105.9688	48.9619	0.4472	0.07	4.6304	22.6393	6.6714	52.3733	0
122.7109	50.1429	0.1284	-0.0835	3.9724	24.7073	6.635	45.2402	0
29.7891	37.3603	3.9321	17.3463	89.8286	65.4946	0.2984	-0.2079	1
111.0234	42.8149	0.6244	0.7846	1.4273	16.4445	12.3228	157.4194	0
145.4141	49.5304	-0.1185	-0.4084	6.8746	32.0591	4.9745	25.0113	0
111.7109	45.1013	0.4066	0.4267	1.2533	10.0316	16.4207	362.4838	0
122.1172	47.2716	0.0547	0.1162	35.5209	66.2355	1.5887	1.0351	0
118.4453	42.8031	-0.1381	0.4152	3.2768	21.5254	7.4617	60.659	0
97.1172	40.6791	0.3463	1.2918	2.7609	15.7221	9.2627	113.9219	0
111.4531	51.1225	0.3044	0.0349	3.3963	16.1577	6.9523	67.7338	0
124.5312	48.3267	0.1811	0.2269	6.7383	30.9696	4.9415	24.8751	0
108.8047	49.3125	-0.0331	-0.4309	13.3637	45.3831	3.2564	9.1454	0
