C1	C2	C3	C4
77.2900	134.0600	198.4100	225.8800
69.4700	56.9400	61.2400	580.7100
583.4100	571.2400	154.4700	297.6500
395.9400	574.0000	433.6500	179.5900
300.2400	481.8800	566.0000	426.4100
211.1200	550.1800	415.8800	392.5300
194.8800	46.5900	232.0600	178.5300
560.9400	341.7600	376.7600	335.6500
268.1200	197.7100	317.5900	526.6900
505.2500	668.6400	606.8800	330.0000
480.5300	245.8200	324.1800	433.5300
338.0000	546.2900	471.4700	235.6500
394.2900	376.4700	532.6500	333.8800
564.8200	306.0000	283.7500	669.1300
532.8200	622.7600	600.4700	527.0000
610.1200	632.1800	428.0000	581.5300
438.6500	368.2400	400.0600	416.4600
337.0000	500.4100	577.1800	621.5900
561.8700	518.6300	379.3500	208.5000
177.1800	113.6500	566.8000	466.1200
587.6500	448.8800	549.8800	548.7600
553.6500	486.8800	228.2900	539.1200
388.1800	563.0000	504.8200	546.2900
434.1200	526.4700	431.9400	241.4700
508.7600	234.5300	325.9400	235.4700
402.6500	526.0000	525.1800	540.5900
396.0000	425.2400	114.5300	449.0000
536.9400	438.5900	443.5900	420.0600
260.1800	367.3100	332.0600	196.8800
513.1800	404.4000	232.2400	367.4700
346.1800	463.2900	442.0600	107.1200
197.5300	47.7100	102.7100	419.1800
248.2900	217.4100	275.8000	308.2000
123.0000	223.7600	406.5300	315.4700
148.7100	226.9400	386.0600	337.4700
351.9400	377.7600	278.9400	384.5900
163.7600	196.8200	301.6500	338.6500
355.0000	336.3100	338.7500	320.3300
233.0000	179.9400	345.4100	331.0000
335.0000	292.4000	316.6900	309.0000
287.0000	193.7100	267.7100	317.8800
197.8800	264.5900	243.3500	166.8200
112.2400	151.1300	160.5300	150.2400
150.7600	50.3500	175.1200	21.6000
23.1000	25.1000	25.8000	25.9000
24.9000	24.4000	24.5000	25.5000
25.0000	26.0000	24.9000	25.0000
16.9000	18.7000	18.6000	13.6000
15.6000	13.0000	15.2000	15.2000
16.4000	20.9000	24.8000	20.3000
27.8000	28.4000	19.1000	14.5000
21.7000	26.0000	28.4000	25.7000
20.5000	24.1000	23.2000	17.7000
20.3000	21.8000	20.3000	17.0000
21.5000	24.2000	27.7000	29.9000
26.8000	25.4000	21.6000	23.8000
24.1000	22.7000	25.0000	25.0000
17.3000	13.5000	14.1000	18.1000
21.0000	23.9000	21.2000	25.1000
21.0000	21.3000	23.8000	21.8000
25.4000	25.3000	29.6000	32.9000
24.4000	24.6000	27.3000	28.1000
30.2000	28.7000	24.0000	24.6000
20.4000	16.8000	18.9000	14.1000
14.7000	18.7000	21.2000	21.4000
13.7000	14.6000	15.0000	20.9000
21.9000	20.6000	20.1000	23.6000
20.5000	18.0000	17.8000	14.7000
21.7000	24.7000	26.6000	24.1000
24.2000	21.2000	21.0000	16.1000
14.1000	16.5000	15.8000	14.0000
13.1000	14.0000	13.4000	15.4000
12.8000	14.6000	15.0000	15.9000
11.1000	12.0000	9.2000	8.8000
9.4000	9.0000	13.0000	13.5000
11.8000	10.5000	11.5000	13.1000
13.1000	14.9000	13.5000	20.5000
20.6000	19.0000	18.6000	18.2000
17.3000	17.3000	13.3000	12.4000
15.0000	13.1000	25.4500	15.6500
16.5300	16.3700	18.9800	15.2200
17.1700	13.9200	14.5800	12.7900
16.1300	16.6100	12.4900	14.2500
15.8900	18.9900	23.5300	20.4500
26.5700	17.2100	20.1800	16.1200
19.0200	18.3900	24.9300	29.6200
25.7100	23.7300	28.1500	27.3400
19.5100	19.8100	13.9700	19.2200
15.5900	15.4900	14.5200	18.2500
20.0200	15.1400	19.8500	24.8900
27.7400	22.7700	25.6500	26.9900
22.0100	18.2500	22.1200	26.0100
28.8700	27.6100	24.5600	22.5100
24.2800	26.3900	29.2300	32.3100
27.5800	26.9200	27.5700	30.5400
22.0600	19.2200	22.2900	24.8400
26.0800	26.9500	31.4300	25.8200
19.9200	24.8100	21.3100	19.3900
21.6700	22.0800	22.1900	17.2000
17.6300	22.9200	28.3200	25.1500
24.1300	26.8200	26.8100	27.0000
27.2400	15.2200	15.6200	18.4700
15.2600	19.2000	16.1500	18.6500
12.9500	14.5800	16.9300	14.2400
13.7500	15.1100	19.5100	20.8500
18.2400	17.1100	18.5000	15.6400
20.9000	15.2700	11.3300	13.9600
16.3700	13.1600	14.6500	14.3300
13.1700	15.6100	17.8600	19.6500
16.3700	16.7300	21.8100	11.8500
14.3800	18.8700	16.2800	10.9900
12.4600	13.3900	13.7900	20.0800
18.7200	20.5900	17.4200	16.7100
17.6200	16.1200	13.8000	11.8400
9.9100	10.9900	11.5900	13.9400
14.4400	11.3200	12.3700	8.4600
9.3900	11.2800	9.0600	10.1100
9.7100	9.9500	10.8600	13.9100
15.2600	15.9400	17.1800	18.5500
12.3000	12.2100	12.5100	11.6000
9.2300	10.4500	12.8400	15.1700
18.2100	21.1000	22.1900	13.8200
12.9000	15.3600	11.6200	18.6400
21.3900	20.9900	22.6800	24.6500
21.9600	21.9700	17.2700	13.6500
17.2100	14.6500	15.7900	16.0600
17.5200	18.6100	18.3800	23.3500
17.6000	17.1100	24.8400	15.6400
11.7200	15.0100	15.2700	11.7400
19.8600	27.0300	24.1100	21.1900
22.8500	21.8100	18.0200	13.7100
16.2900	29.8100	28.4300	27.4400
30.5200	30.8800	31.4600	28.5100
26.9400	29.9200	32.2100	30.8700
26.8600	18.9600	22.5200	23.2900
22.8900	21.8400	23.3900	20.0100
22.4100	25.2200	29.5800	19.4800
20.3300	19.3200	20.0900	25.7500
28.1100	29.1200	20.5400	18.6600
23.7700	25.4800	27.0300	29.1200
31.8500	33.7600	26.0300	22.5300
27.3900	30.0900	26.9800	26.0000
26.8000	27.1400	29.3600	25.5800
20.6600	20.6100	23.8300	27.1500
32.0500	22.4500	23.6600	23.4500
25.6200	25.3600	25.2200	22.8900
23.7400	26.2900	27.8800	26.1600
26.9600	28.0000	26.7900	18.6800
16.7600	20.4600	23.6500	26.0500
24.0400	22.1600	21.8800	23.0800
20.7000	23.4500	19.2400	15.3100
20.9900	25.3200	15.9700	14.0600
12.2200	14.6200	16.1200	16.5800
13.6600	16.5300	17.8500	18.1500
12.5200	15.0200	14.6000	15.2700
18.1100	16.0100	12.7600	12.3600
14.2400	14.4000	16.7100	10.2500
9.4900	8.2800	7.1900	6.6900
6.5400	7.1600	8.5100	9.9900
8.7600	8.6800	6.7100	7.1100
5.2600	6.5400	14.0000	9.6000
13.3000	15.9000	17.0000	20.0000
20.0000	20.5000	13.7000	15.0000
12.4000	18.3000	24.3000	29.1000
27.8000	27.4000	21.7000	22.1000
22.9000	23.9000	22.5000	23.7000
26.1000	24.3000	25.3000	23.0000
23.1000	26.1000	21.5000	24.5000
25.7000	24.6000	23.3000	18.1000
17.8000	14.6000	18.4000	19.7000
18.0000	17.5000	19.2000	21.1000
23.1000	24.3000	28.1000	27.2000
22.8000	22.0000	11.4000	17.9000
21.7000	24.7000	22.1000	22.5000
19.7000	21.4000	25.9000	27.0000
28.0000	28.9000	23.6000	26.0000
25.6000	17.9000	16.4000	16.9000
15.5000	21.6000	27.0000	19.5000
17.7000	18.1000	22.9000	22.3000
18.6000	26.4000	28.1000	28.3000
22.9000	29.1000	23.7000	27.8000
31.9000	29.6000	25.2000	24.4000
29.9000	32.5000	34.2000	34.6000
18.1000	22.8000	23.9000	16.1000
17.1000	19.5000	23.9000	24.2000
29.6000	30.3000	29.2000	25.8000
26.0000	20.2000	19.2000	29.0000
29.2000	28.3000	33.1000	23.0000
23.9000	14.1000	20.1000	17.5000
10.4000	12.1000	16.5000	20.4000
17.2000	19.4000	20.3000	23.6000
20.0000	21.7000	14.4000	19.2000
21.5000	22.6000	22.6000	16.7000
16.5000	23.0000	26.0000	18.0000
18.9000	19.6000	21.5000	24.5000
16.8000	14.2000	17.1000	17.7000
15.2000	14.9000	16.6000	17.1000
11.0000	13.5000	14.9000	13.9000
10.9000	12.3000	11.4000	10.7000
10.1000	10.0000	7.6000	3.9000
7.1000	9.8000	11.0000	9.0000
6.4000	7.2000	6.2000	7.6000
7.7000	6.9000	6.8000	9.6000
6.7000	4.9000	20.7200	17.7200
15.4600	16.3000	10.4500	9.2600
20.0400	23.6700	24.4100	25.3900
26.2600	21.4100	16.3700	16.1200
18.5700	18.5200	25.4600	26.0500
23.9400	25.3100	10.7800	19.4800
23.4600	26.1200	27.4800	29.1700
21.5900	15.8200	21.2200	20.1100
17.8200	23.2800	18.7800	17.3100
20.0700	27.4000	28.8100	27.6200
28.7200	30.8100	25.8600	17.5800
15.9500	15.1900	18.0100	15.8500
21.5600	18.9400	24.4400	28.6200
19.4900	21.1700	21.8800	18.7600
19.6500	19.1900	21.8800	19.3700
25.3000	27.1400	28.9300	28.7000
28.5200	29.7500	29.8100	17.6700
21.5500	23.1700	27.7900	15.9800
16.7100	15.8400	17.0100	14.6100
18.9000	26.7600	24.8800	24.1000
21.6400	18.4500	18.5200	16.4100
21.2200	26.0900	19.2400	19.0000
19.7600	17.3900	27.6500	31.8200
18.9000	23.9800	26.8500	28.0500
26.4600	25.9200	21.8200	24.3500
23.3500	22.7900	18.1800	21.6400
25.9100	23.3500	28.9400	26.9600
28.5800	26.0700	24.4700	25.9700
26.0800	28.7200	29.8900	13.5000
16.8500	19.3100	20.8900	19.0800
16.1900	19.5600	20.0300	16.4100
19.7100	19.0600	15.0900	12.1200
13.5700	18.3100	20.6100	20.3900
16.0100	19.0700	17.8400	18.1400
14.3800	18.7200	17.8900	16.3100
17.1900	18.9500	20.9300	23.8100
24.2000	23.2800	18.5900	18.2100
13.9900	13.8700	14.9400	14.8800
11.4200	16.2100	17.1700	11.2400
11.7100	14.8400	21.0100	15.8500
18.4600	13.1200	14.7700	14.3600
15.4300	14.0600	19.2000	11.3700
10.1400	6.5500	6.3600	7.2300
6.9000	5.2000	5.8900	6.1200
5.3300	6.6500	7.4600	8.2600
9.2300	6.6000	6.1000	5.5100
19.3900	18.6600	23.9600	12.6500
12.8200	16.4800	24.5900	22.4900
14.0600	15.4000	20.9500	23.7600
21.1900	20.4300	24.2600	25.4700
21.5100	18.5100	11.2900	16.1600
16.5300	22.8600	18.5400	23.1500
17.7200	17.3200	14.0400	17.2100
19.5300	16.9500	23.7900	28.1900
27.4800	20.9800	14.2800	12.6900
16.0500	20.4800	27.5500	15.8600
12.2800	15.4600	20.3600	23.4900
20.3400	23.2400	20.3700	21.9300
27.3700	27.1600	26.4300	25.3100
25.0800	25.6200	30.8400	30.3400
31.2400	31.0000	27.7000	27.9700
21.6800	20.8000	23.9000	27.3600
30.7600	32.3900	31.8100	28.1500
21.5000	20.9400	19.6600	32.1700
31.3200	33.3900	29.8900	32.2100
34.2700	34.7400	28.8200	25.8800
31.2200	25.4200	30.2300	32.5000
35.1000	34.1500	33.1600	27.5300
23.4500	28.5100	24.3800	22.3300
18.3500	20.2900	20.5400	21.9900
25.7100	24.7500	18.6500	15.5800
22.0700	27.5400	29.4700	27.6600
23.4100	19.0400	23.1800	23.1900
18.0400	21.1400	25.3900	21.6200
23.3300	22.6700	21.3100	22.5900
18.0800	20.0800	16.4100	15.8900
18.1600	16.4200	17.7200	21.0600
19.1600	17.8100	15.0100	15.8800
12.5000	10.8500	14.4800	18.2000
18.9800	19.9000	23.6600	20.7900
25.3400	20.1300	18.8700	18.7000
19.0800	14.9000	12.7600	9.1500
10.5800	9.7700	9.0700	13.9400
14.8300	16.7300	15.9600	16.6300
17.2500	18.1000	14.8600	10.5100
11.4900	9.1200	13.5900	12.2900
14.3000	15.0200	12.4200	14.5400
10.1100	14.2900	12.6800	15.3200
