Frequency	Attack	Chord	Velocity	Displacement	Pressure
500	7.2	0.1524	71.3	0.0075	132.043
630	7.2	0.1524	71.3	0.0075	134.853
800	7.2	0.1524	71.3	0.0075	136.023
1000	7.2	0.1524	71.3	0.0075	134.273
1250	7.2	0.1524	71.3	0.0075	132.513
1600	7.2	0.1524	71.3	0.0075	130.893
2000	7.2	0.1524	71.3	0.0075	128.643
2500	7.2	0.1524	71.3	0.0075	124.353
3150	7.2	0.1524	71.3	0.0075	116.783
4000	7.2	0.1524	71.3	0.0075	119.343
5000	7.2	0.1524	71.3	0.0075	118.343
6300	7.2	0.1524	71.3	0.0075	116.603
8000	7.2	0.1524	71.3	0.0075	113.333
10000	7.2	0.1524	71.3	0.0075	110.313
250	7.2	0.1524	39.6	0.0091	127.488
315	7.2	0.1524	39.6	0.0091	130.558
400	7.2	0.1524	39.6	0.0091	132.118
500	7.2	0.1524	39.6	0.0091	132.658
630	7.2	0.1524	39.6	0.0091	133.198
800	7.2	0.1524	39.6	0.0091	132.358
1000	7.2	0.1524	39.6	0.0091	128.338
1250	7.2	0.1524	39.6	0.0091	122.428
1600	7.2	0.1524	39.6	0.0091	120.058
2000	7.2	0.1524	39.6	0.0091	120.228
2500	7.2	0.1524	39.6	0.0091	117.478
3150	7.2	0.1524	39.6	0.0091	111.818
4000	7.2	0.1524	39.6	0.0091	114.258
5000	7.2	0.1524	39.6	0.0091	113.288
6300	7.2	0.1524	39.6	0.0091	112.688
8000	7.2	0.1524	39.6	0.0091	111.588
10000	7.2	0.1524	39.6	0.0091	110.868
200	9.9	0.1524	71.3	0.0193	134.319
250	9.9	0.1524	71.3	0.0193	135.329
315	9.9	0.1524	71.3	0.0193	135.459
400	9.9	0.1524	71.3	0.0193	135.079
500	9.9	0.1524	71.3	0.0193	131.279
630	9.9	0.1524	71.3	0.0193	129.889
800	9.9	0.1524	71.3	0.0193	128.879
1000	9.9	0.1524	71.3	0.0193	126.349
1250	9.9	0.1524	71.3	0.0193	122.679
1600	9.9	0.1524	71.3	0.0193	121.789
2000	9.9	0.1524	71.3	0.0193	120.779
2500	9.9	0.1524	71.3	0.0193	119.639
3150	9.9	0.1524	71.3	0.0193	116.849
4000	9.9	0.1524	71.3	0.0193	115.079
5000	9.9	0.1524	71.3	0.0193	114.569
6300	9.9	0.1524	71.3	0.0193	112.039
200	9.9	0.1524	55.5	0.0208	131.955
250	9.9	0.1524	55.5	0.0208	133.235
315	9.9	0.1524	55.5	0.0208	132.355
400	9.9	0.1524	55.5	0.0208	131.605
500	9.9	0.1524	55.5	0.0208	127.815
630	9.9	0.1524	55.5	0.0208	127.315
800	9.9	0.1524	55.5	0.0208	126.565
1000	9.9	0.1524	55.5	0.0208	124.665
1250	9.9	0.1524	55.5	0.0208	121.635
1600	9.9	0.1524	55.5	0.0208	119.875
2000	9.9	0.1524	55.5	0.0208	119.505
2500	9.9	0.1524	55.5	0.0208	118.365
3150	9.9	0.1524	55.5	0.0208	115.085
4000	9.9	0.1524	55.5	0.0208	112.945
5000	9.9	0.1524	55.5	0.0208	112.065
6300	9.9	0.1524	55.5	0.0208	110.555
200	9.9	0.1524	39.6	0.0233	127.315
250	9.9	0.1524	39.6	0.0233	128.335
315	9.9	0.1524	39.6	0.0233	128.595
400	9.9	0.1524	39.6	0.0233	128.345
500	9.9	0.1524	39.6	0.0233	126.835
630	9.9	0.1524	39.6	0.0233	126.465
800	9.9	0.1524	39.6	0.0233	126.345
1000	9.9	0.1524	39.6	0.0233	123.835
1250	9.9	0.1524	39.6	0.0233	120.555
1600	9.9	0.1524	39.6	0.0233	118.545
2000	9.9	0.1524	39.6	0.0233	117.925
2500	9.9	0.1524	39.6	0.0233	116.295
3150	9.9	0.1524	39.6	0.0233	113.525
4000	9.9	0.1524	39.6	0.0233	112.265
5000	9.9	0.1524	39.6	0.0233	111.135
6300	9.9	0.1524	39.6	0.0233	109.885
200	9.9	0.1524	31.7	0.0253	127.299
250	9.9	0.1524	31.7	0.0253	128.559
315	9.9	0.1524	31.7	0.0253	128.809
400	9.9	0.1524	31.7	0.0253	128.939
500	9.9	0.1524	31.7	0.0253	127.179
630	9.9	0.1524	31.7	0.0253	126.049
800	9.9	0.1524	31.7	0.0253	125.539
1000	9.9	0.1524	31.7	0.0253	122.149
1250	9.9	0.1524	31.7	0.0253	118.619
1600	9.9	0.1524	31.7	0.0253	117.119
2000	9.9	0.1524	31.7	0.0253	116.859
2500	9.9	0.1524	31.7	0.0253	114.729
3150	9.9	0.1524	31.7	0.0253	112.209
4000	9.9	0.1524	31.7	0.0253	111.459
5000	9.9	0.1524	31.7	0.0253	109.949
6300	9.9	0.1524	31.7	0.0253	108.689
200	12.6	0.1524	71.3	0.0483	128.354
250	12.6	0.1524	71.3	0.0483	129.744
315	12.6	0.1524	71.3	0.0483	128.484
400	12.6	0.1524	71.3	0.0483	127.094
500	12.6	0.1524	71.3	0.0483	121.664
630	12.6	0.1524	71.3	0.0483	123.304
800	12.6	0.1524	71.3	0.0483	123.054
1000	12.6	0.1524	71.3	0.0483	122.044
1250	12.6	0.1524	71.3	0.0483	120.154
1600	12.6	0.1524	71.3	0.0483	120.534
2000	12.6	0.1524	71.3	0.0483	117.504
2500	12.6	0.1524	71.3	0.0483	115.234
3150	12.6	0.1524	71.3	0.0483	113.334
4000	12.6	0.1524	71.3	0.0483	108.034
5000	12.6	0.1524	71.3	0.0483	108.034
6300	12.6	0.1524	71.3	0.0483	107.284
200	12.6	0.1524	39.6	0.0584	114.75
250	12.6	0.1524	39.6	0.0584	115.89
315	12.6	0.1524	39.6	0.0584	116.02
400	12.6	0.1524	39.6	0.0584	115.91
500	12.6	0.1524	39.6	0.0584	114.9
630	12.6	0.1524	39.6	0.0584	116.55
800	12.6	0.1524	39.6	0.0584	116.56
1000	12.6	0.1524	39.6	0.0584	114.67
1250	12.6	0.1524	39.6	0.0584	112.16
1600	12.6	0.1524	39.6	0.0584	110.78
2000	12.6	0.1524	39.6	0.0584	109.52
2500	12.6	0.1524	39.6	0.0584	106.88
3150	12.6	0.1524	39.6	0.0584	106.26
4000	12.6	0.1524	39.6	0.0584	104.5
5000	12.6	0.1524	39.6	0.0584	104.13
6300	12.6	0.1524	39.6	0.0584	103.38
800	0	0.0508	71.3	0.0007	130.96
1000	0	0.0508	71.3	0.0007	129.45
1250	0	0.0508	71.3	0.0007	128.56
1600	0	0.0508	71.3	0.0007	129.68
2000	0	0.0508	71.3	0.0007	131.06
2500	0	0.0508	71.3	0.0007	131.31
3150	0	0.0508	71.3	0.0007	135.07
4000	0	0.0508	71.3	0.0007	134.43
5000	0	0.0508	71.3	0.0007	134.43
6300	0	0.0508	71.3	0.0007	133.04
8000	0	0.0508	71.3	0.0007	130.89
10000	0	0.0508	71.3	0.0007	128.74
12500	0	0.0508	71.3	0.0007	125.22
800	0	0.0508	55.5	0.0008	124.336
1000	0	0.0508	55.5	0.0008	125.586
1250	0	0.0508	55.5	0.0008	127.076
1600	0	0.0508	55.5	0.0008	128.576
2000	0	0.0508	55.5	0.0008	131.456
2500	0	0.0508	55.5	0.0008	133.956
3150	0	0.0508	55.5	0.0008	134.826
4000	0	0.0508	55.5	0.0008	134.946
5000	0	0.0508	55.5	0.0008	134.556
6300	0	0.0508	55.5	0.0008	132.796
8000	0	0.0508	55.5	0.0008	130.156
10000	0	0.0508	55.5	0.0008	127.636
12500	0	0.0508	55.5	0.0008	125.376
800	0	0.0508	39.6	0.0008	126.508
1000	0	0.0508	39.6	0.0008	127.638
1250	0	0.0508	39.6	0.0008	129.148
1600	0	0.0508	39.6	0.0008	130.908
2000	0	0.0508	39.6	0.0008	132.918
2500	0	0.0508	39.6	0.0008	134.938
3150	0	0.0508	39.6	0.0008	135.938
4000	0	0.0508	39.6	0.0008	135.308
5000	0	0.0508	39.6	0.0008	134.308
6300	0	0.0508	39.6	0.0008	131.918
8000	0	0.0508	39.6	0.0008	128.518
10000	0	0.0508	39.6	0.0008	125.998
12500	0	0.0508	39.6	0.0008	123.988
800	0	0.0508	31.7	0.0008	122.79
1000	0	0.0508	31.7	0.0008	126.78
1250	0	0.0508	31.7	0.0008	129.27
1600	0	0.0508	31.7	0.0008	131.01
2000	0	0.0508	31.7	0.0008	133.01
2500	0	0.0508	31.7	0.0008	134.87
3150	0	0.0508	31.7	0.0008	135.49
4000	0	0.0508	31.7	0.0008	134.11
5000	0	0.0508	31.7	0.0008	133.23
6300	0	0.0508	31.7	0.0008	130.34
8000	0	0.0508	31.7	0.0008	126.59
10000	0	0.0508	31.7	0.0008	122.45
12500	0	0.0508	31.7	0.0008	119.07
1600	4.2	0.0508	71.3	0.0014	124.318
2000	4.2	0.0508	71.3	0.0014	129.848
2500	4.2	0.0508	71.3	0.0014	131.978
3150	4.2	0.0508	71.3	0.0014	133.728
4000	4.2	0.0508	71.3	0.0014	133.598
5000	4.2	0.0508	71.3	0.0014	132.828
6300	4.2	0.0508	71.3	0.0014	129.308
8000	4.2	0.0508	71.3	0.0014	125.268
10000	4.2	0.0508	71.3	0.0014	121.238
12500	4.2	0.0508	71.3	0.0014	117.328
1000	4.2	0.0508	39.6	0.0015	125.647
1250	4.2	0.0508	39.6	0.0015	128.427
1600	4.2	0.0508	39.6	0.0015	130.197
2000	4.2	0.0508	39.6	0.0015	132.587
2500	4.2	0.0508	39.6	0.0015	133.847
3150	4.2	0.0508	39.6	0.0015	133.587
4000	4.2	0.0508	39.6	0.0015	131.807
5000	4.2	0.0508	39.6	0.0015	129.777
6300	4.2	0.0508	39.6	0.0015	125.717
8000	4.2	0.0508	39.6	0.0015	120.397
10000	4.2	0.0508	39.6	0.0015	116.967
800	8.4	0.0508	71.3	0.0053	127.556
1000	8.4	0.0508	71.3	0.0053	129.946
1250	8.4	0.0508	71.3	0.0053	132.086
1600	8.4	0.0508	71.3	0.0053	133.846
2000	8.4	0.0508	71.3	0.0053	134.476
2500	8.4	0.0508	71.3	0.0053	134.226
3150	8.4	0.0508	71.3	0.0053	131.966
4000	8.4	0.0508	71.3	0.0053	126.926
5000	8.4	0.0508	71.3	0.0053	121.146
400	8.4	0.0508	55.5	0.0054	121.582
500	8.4	0.0508	55.5	0.0054	123.742
630	8.4	0.0508	55.5	0.0054	126.152
800	8.4	0.0508	55.5	0.0054	128.562
1000	8.4	0.0508	55.5	0.0054	130.722
1250	8.4	0.0508	55.5	0.0054	132.252
1600	8.4	0.0508	55.5	0.0054	133.032
2000	8.4	0.0508	55.5	0.0054	133.042
2500	8.4	0.0508	55.5	0.0054	131.542
3150	8.4	0.0508	55.5	0.0054	128.402
4000	8.4	0.0508	55.5	0.0054	122.612
5000	8.4	0.0508	55.5	0.0054	115.812
400	8.4	0.0508	39.6	0.0057	120.015
500	8.4	0.0508	39.6	0.0057	122.905
630	8.4	0.0508	39.6	0.0057	126.045
800	8.4	0.0508	39.6	0.0057	128.435
1000	8.4	0.0508	39.6	0.0057	130.195
1250	8.4	0.0508	39.6	0.0057	131.205
1600	8.4	0.0508	39.6	0.0057	130.965
2000	8.4	0.0508	39.6	0.0057	129.965
2500	8.4	0.0508	39.6	0.0057	127.465
3150	8.4	0.0508	39.6	0.0057	123.965
4000	8.4	0.0508	39.6	0.0057	118.955
400	8.4	0.0508	31.7	0.0058	120.076
500	8.4	0.0508	31.7	0.0058	122.966
630	8.4	0.0508	31.7	0.0058	125.856
800	8.4	0.0508	31.7	0.0058	128.246
1000	8.4	0.0508	31.7	0.0058	129.516
1250	8.4	0.0508	31.7	0.0058	130.156
1600	8.4	0.0508	31.7	0.0058	129.296
2000	8.4	0.0508	31.7	0.0058	127.686
2500	8.4	0.0508	31.7	0.0058	125.576
3150	8.4	0.0508	31.7	0.0058	122.086
4000	8.4	0.0508	31.7	0.0058	118.106
200	11.2	0.0508	71.3	0.0141	125.941
250	11.2	0.0508	71.3	0.0141	127.101
315	11.2	0.0508	71.3	0.0141	128.381
400	11.2	0.0508	71.3	0.0141	129.281
500	11.2	0.0508	71.3	0.0141	130.311
630	11.2	0.0508	71.3	0.0141	133.611
800	11.2	0.0508	71.3	0.0141	136.031
1000	11.2	0.0508	71.3	0.0141	136.941
1250	11.2	0.0508	71.3	0.0141	136.191
1600	11.2	0.0508	71.3	0.0141	135.191
2000	11.2	0.0508	71.3	0.0141	133.311
2500	11.2	0.0508	71.3	0.0141	130.541
3150	11.2	0.0508	71.3	0.0141	127.141
4000	11.2	0.0508	71.3	0.0141	122.471
200	11.2	0.0508	39.6	0.015	125.01
250	11.2	0.0508	39.6	0.015	126.43
315	11.2	0.0508	39.6	0.015	128.99
400	11.2	0.0508	39.6	0.015	130.67
500	11.2	0.0508	39.6	0.015	131.96
630	11.2	0.0508	39.6	0.015	133.13
800	11.2	0.0508	39.6	0.015	133.79
1000	11.2	0.0508	39.6	0.015	132.43
1250	11.2	0.0508	39.6	0.015	130.05
1600	11.2	0.0508	39.6	0.015	126.54
2000	11.2	0.0508	39.6	0.015	124.42
2500	11.2	0.0508	39.6	0.015	122.17
3150	11.2	0.0508	39.6	0.015	119.67
4000	11.2	0.0508	39.6	0.015	115.52
200	15.4	0.0508	71.3	0.0264	123.595
250	15.4	0.0508	71.3	0.0264	124.835
315	15.4	0.0508	71.3	0.0264	126.195
400	15.4	0.0508	71.3	0.0264	126.805
500	15.4	0.0508	71.3	0.0264	127.285
630	15.4	0.0508	71.3	0.0264	129.645
800	15.4	0.0508	71.3	0.0264	131.515
1000	15.4	0.0508	71.3	0.0264	131.865
1250	15.4	0.0508	71.3	0.0264	130.845
1600	15.4	0.0508	71.3	0.0264	130.065
2000	15.4	0.0508	71.3	0.0264	129.285
2500	15.4	0.0508	71.3	0.0264	127.625
3150	15.4	0.0508	71.3	0.0264	125.715
4000	15.4	0.0508	71.3	0.0264	122.675
5000	15.4	0.0508	71.3	0.0264	119.135
6300	15.4	0.0508	71.3	0.0264	115.215
8000	15.4	0.0508	71.3	0.0264	112.675
200	15.4	0.0508	55.5	0.0272	122.94
250	15.4	0.0508	55.5	0.0272	124.17
315	15.4	0.0508	55.5	0.0272	125.39
400	15.4	0.0508	55.5	0.0272	126.5
500	15.4	0.0508	55.5	0.0272	127.22
630	15.4	0.0508	55.5	0.0272	129.33
800	15.4	0.0508	55.5	0.0272	130.43
1000	15.4	0.0508	55.5	0.0272	130.4
1250	15.4	0.0508	55.5	0.0272	130
1600	15.4	0.0508	55.5	0.0272	128.2
2000	15.4	0.0508	55.5	0.0272	127.04
2500	15.4	0.0508	55.5	0.0272	125.63
3150	15.4	0.0508	55.5	0.0272	123.46
4000	15.4	0.0508	55.5	0.0272	120.92
5000	15.4	0.0508	55.5	0.0272	117.11
6300	15.4	0.0508	55.5	0.0272	112.93
200	15.4	0.0508	39.6	0.0283	121.783
250	15.4	0.0508	39.6	0.0283	122.893
315	15.4	0.0508	39.6	0.0283	124.493
400	15.4	0.0508	39.6	0.0283	125.353
500	15.4	0.0508	39.6	0.0283	125.963
630	15.4	0.0508	39.6	0.0283	127.443
800	15.4	0.0508	39.6	0.0283	128.423
1000	15.4	0.0508	39.6	0.0283	127.893
1250	15.4	0.0508	39.6	0.0283	126.743
1600	15.4	0.0508	39.6	0.0283	124.843
2000	15.4	0.0508	39.6	0.0283	123.443
2500	15.4	0.0508	39.6	0.0283	122.413
3150	15.4	0.0508	39.6	0.0283	120.513
4000	15.4	0.0508	39.6	0.0283	118.113
5000	15.4	0.0508	39.6	0.0283	114.453
6300	15.4	0.0508	39.6	0.0283	109.663
200	15.4	0.0508	31.7	0.029	119.975
250	15.4	0.0508	31.7	0.029	121.225
315	15.4	0.0508	31.7	0.029	122.845
400	15.4	0.0508	31.7	0.029	123.705
500	15.4	0.0508	31.7	0.029	123.695
630	15.4	0.0508	31.7	0.029	124.685
800	15.4	0.0508	31.7	0.029	125.555
1000	15.4	0.0508	31.7	0.029	124.525
1250	15.4	0.0508	31.7	0.029	123.255
1600	15.4	0.0508	31.7	0.029	121.485
2000	15.4	0.0508	31.7	0.029	120.835
2500	15.4	0.0508	31.7	0.029	119.945
3150	15.4	0.0508	31.7	0.029	118.045
4000	15.4	0.0508	31.7	0.029	115.635
5000	15.4	0.0508	31.7	0.029	112.355
6300	15.4	0.0508	31.7	0.029	108.185
200	19.7	0.0508	71.3	0.0341	118.005
250	19.7	0.0508	71.3	0.0341	119.115
315	19.7	0.0508	71.3	0.0341	121.235
400	19.7	0.0508	71.3	0.0341	123.865
500	19.7	0.0508	71.3	0.0341	126.995
630	19.7	0.0508	71.3	0.0341	128.365
800	19.7	0.0508	71.3	0.0341	124.555
1000	19.7	0.0508	71.3	0.0341	121.885
1250	19.7	0.0508	71.3	0.0341	121.485
1600	19.7	0.0508	71.3	0.0341	120.575
2000	19.7	0.0508	71.3	0.0341	120.055
2500	19.7	0.0508	71.3	0.0341	118.385
3150	19.7	0.0508	71.3	0.0341	116.225
4000	19.7	0.0508	71.3	0.0341	113.045
200	19.7	0.0508	39.6	0.0365	125.974
250	19.7	0.0508	39.6	0.0365	127.224
315	19.7	0.0508	39.6	0.0365	129.864
400	19.7	0.0508	39.6	0.0365	130.614
500	19.7	0.0508	39.6	0.0365	128.444
630	19.7	0.0508	39.6	0.0365	120.324
800	19.7	0.0508	39.6	0.0365	119.174
1000	19.7	0.0508	39.6	0.0365	118.904
1250	19.7	0.0508	39.6	0.0365	118.634
1600	19.7	0.0508	39.6	0.0365	117.604
2000	19.7	0.0508	39.6	0.0365	117.724
2500	19.7	0.0508	39.6	0.0365	116.184
3150	19.7	0.0508	39.6	0.0365	113.004
4000	19.7	0.0508	39.6	0.0365	108.684
2500	0	0.0254	71.3	0.0004	133.707
3150	0	0.0254	71.3	0.0004	137.007
4000	0	0.0254	71.3	0.0004	138.557
5000	0	0.0254	71.3	0.0004	136.837
6300	0	0.0254	71.3	0.0004	134.987
8000	0	0.0254	71.3	0.0004	129.867
10000	0	0.0254	71.3	0.0004	130.787
12500	0	0.0254	71.3	0.0004	133.207
16000	0	0.0254	71.3	0.0004	130.477
20000	0	0.0254	71.3	0.0004	123.217
2000	0	0.0254	55.5	0.0004	127.623
2500	0	0.0254	55.5	0.0004	130.073
3150	0	0.0254	55.5	0.0004	130.503
4000	0	0.0254	55.5	0.0004	133.223
5000	0	0.0254	55.5	0.0004	135.803
6300	0	0.0254	55.5	0.0004	136.103
8000	0	0.0254	55.5	0.0004	136.163
10000	0	0.0254	55.5	0.0004	134.563
12500	0	0.0254	55.5	0.0004	131.453
16000	0	0.0254	55.5	0.0004	125.683
20000	0	0.0254	55.5	0.0004	121.933
1600	0	0.0254	39.6	0.0004	124.156
2000	0	0.0254	39.6	0.0004	130.026
2500	0	0.0254	39.6	0.0004	131.836
3150	0	0.0254	39.6	0.0004	133.276
4000	0	0.0254	39.6	0.0004	135.346
5000	0	0.0254	39.6	0.0004	136.536
6300	0	0.0254	39.6	0.0004	136.826
8000	0	0.0254	39.6	0.0004	135.866
10000	0	0.0254	39.6	0.0004	133.376
12500	0	0.0254	39.6	0.0004	129.116
16000	0	0.0254	39.6	0.0004	124.986
1000	0	0.0254	31.7	0.0004	125.127
1250	0	0.0254	31.7	0.0004	127.947
1600	0	0.0254	31.7	0.0004	129.267
2000	0	0.0254	31.7	0.0004	130.697
2500	0	0.0254	31.7	0.0004	132.897
3150	0	0.0254	31.7	0.0004	135.227
4000	0	0.0254	31.7	0.0004	137.047
5000	0	0.0254	31.7	0.0004	138.607
6300	0	0.0254	31.7	0.0004	138.537
8000	0	0.0254	31.7	0.0004	137.207
10000	0	0.0254	31.7	0.0004	134.227
12500	0	0.0254	31.7	0.0004	128.977
16000	0	0.0254	31.7	0.0004	125.627
2000	4.8	0.0254	71.3	0.0008	128.398
2500	4.8	0.0254	71.3	0.0008	130.828
3150	4.8	0.0254	71.3	0.0008	133.378
4000	4.8	0.0254	71.3	0.0008	134.928
5000	4.8	0.0254	71.3	0.0008	135.468
6300	4.8	0.0254	71.3	0.0008	134.498
8000	4.8	0.0254	71.3	0.0008	131.518
10000	4.8	0.0254	71.3	0.0008	127.398
12500	4.8	0.0254	71.3	0.0008	127.688
16000	4.8	0.0254	71.3	0.0008	124.208
20000	4.8	0.0254	71.3	0.0008	119.708
1600	4.8	0.0254	55.5	0.0009	121.474
2000	4.8	0.0254	55.5	0.0009	125.054
2500	4.8	0.0254	55.5	0.0009	129.144
3150	4.8	0.0254	55.5	0.0009	132.354
4000	4.8	0.0254	55.5	0.0009	133.924
5000	4.8	0.0254	55.5	0.0009	135.484
6300	4.8	0.0254	55.5	0.0009	135.164
8000	4.8	0.0254	55.5	0.0009	132.184
10000	4.8	0.0254	55.5	0.0009	126.944
12500	4.8	0.0254	55.5	0.0009	125.094
16000	4.8	0.0254	55.5	0.0009	124.394
20000	4.8	0.0254	55.5	0.0009	121.284
500	4.8	0.0254	39.6	0.0009	116.366
630	4.8	0.0254	39.6	0.0009	118.696
800	4.8	0.0254	39.6	0.0009	120.766
1000	4.8	0.0254	39.6	0.0009	122.956
1250	4.8	0.0254	39.6	0.0009	125.026
1600	4.8	0.0254	39.6	0.0009	125.966
2000	4.8	0.0254	39.6	0.0009	128.916
2500	4.8	0.0254	39.6	0.0009	131.236
3150	4.8	0.0254	39.6	0.0009	133.436
4000	4.8	0.0254	39.6	0.0009	134.996
5000	4.8	0.0254	39.6	0.0009	135.426
6300	4.8	0.0254	39.6	0.0009	134.336
8000	4.8	0.0254	39.6	0.0009	131.346
10000	4.8	0.0254	39.6	0.0009	126.066
500	4.8	0.0254	31.7	0.0009	116.128
630	4.8	0.0254	31.7	0.0009	120.078
800	4.8	0.0254	31.7	0.0009	122.648
1000	4.8	0.0254	31.7	0.0009	125.348
1250	4.8	0.0254	31.7	0.0009	127.408
1600	4.8	0.0254	31.7	0.0009	128.718
2000	4.8	0.0254	31.7	0.0009	130.148
2500	4.8	0.0254	31.7	0.0009	132.588
3150	4.8	0.0254	31.7	0.0009	134.268
4000	4.8	0.0254	31.7	0.0009	135.328
5000	4.8	0.0254	31.7	0.0009	135.248
6300	4.8	0.0254	31.7	0.0009	132.898
8000	4.8	0.0254	31.7	0.0009	127.008
630	9.5	0.0254	71.3	0.0042	125.726
800	9.5	0.0254	71.3	0.0042	127.206
1000	9.5	0.0254	71.3	0.0042	129.556
1250	9.5	0.0254	71.3	0.0042	131.656
1600	9.5	0.0254	71.3	0.0042	133.756
2000	9.5	0.0254	71.3	0.0042	134.976
2500	9.5	0.0254	71.3	0.0042	135.956
3150	9.5	0.0254	71.3	0.0042	136.166
4000	9.5	0.0254	71.3	0.0042	134.236
5000	9.5	0.0254	71.3	0.0042	131.186
6300	9.5	0.0254	71.3	0.0042	127.246
400	9.5	0.0254	55.5	0.0043	120.952
500	9.5	0.0254	55.5	0.0043	123.082
630	9.5	0.0254	55.5	0.0043	125.452
800	9.5	0.0254	55.5	0.0043	128.082
1000	9.5	0.0254	55.5	0.0043	130.332
1250	9.5	0.0254	55.5	0.0043	132.202
1600	9.5	0.0254	55.5	0.0043	133.062
2000	9.5	0.0254	55.5	0.0043	134.052
2500	9.5	0.0254	55.5	0.0043	134.152
3150	9.5	0.0254	55.5	0.0043	133.252
4000	9.5	0.0254	55.5	0.0043	131.582
5000	9.5	0.0254	55.5	0.0043	128.412
6300	9.5	0.0254	55.5	0.0043	124.222
200	9.5	0.0254	39.6	0.0045	116.074
250	9.5	0.0254	39.6	0.0045	116.924
315	9.5	0.0254	39.6	0.0045	119.294
400	9.5	0.0254	39.6	0.0045	121.154
500	9.5	0.0254	39.6	0.0045	123.894
630	9.5	0.0254	39.6	0.0045	126.514
800	9.5	0.0254	39.6	0.0045	129.014
1000	9.5	0.0254	39.6	0.0045	130.374
1250	9.5	0.0254	39.6	0.0045	130.964
1600	9.5	0.0254	39.6	0.0045	131.184
2000	9.5	0.0254	39.6	0.0045	131.274
2500	9.5	0.0254	39.6	0.0045	131.234
3150	9.5	0.0254	39.6	0.0045	129.934
4000	9.5	0.0254	39.6	0.0045	127.864
5000	9.5	0.0254	39.6	0.0045	125.044
6300	9.5	0.0254	39.6	0.0045	120.324
200	9.5	0.0254	31.7	0.0046	119.146
250	9.5	0.0254	31.7	0.0046	120.136
315	9.5	0.0254	31.7	0.0046	122.766
400	9.5	0.0254	31.7	0.0046	124.756
500	9.5	0.0254	31.7	0.0046	126.886
630	9.5	0.0254	31.7	0.0046	129.006
800	9.5	0.0254	31.7	0.0046	130.746
1000	9.5	0.0254	31.7	0.0046	131.346
1250	9.5	0.0254	31.7	0.0046	131.446
1600	9.5	0.0254	31.7	0.0046	131.036
2000	9.5	0.0254	31.7	0.0046	130.496
2500	9.5	0.0254	31.7	0.0046	130.086
3150	9.5	0.0254	31.7	0.0046	128.536
4000	9.5	0.0254	31.7	0.0046	126.736
5000	9.5	0.0254	31.7	0.0046	124.426
6300	9.5	0.0254	31.7	0.0046	120.726
250	12.7	0.0254	71.3	0.0122	119.698
315	12.7	0.0254	71.3	0.0122	122.938
400	12.7	0.0254	71.3	0.0122	125.048
500	12.7	0.0254	71.3	0.0122	126.898
630	12.7	0.0254	71.3	0.0122	128.878
800	12.7	0.0254	71.3	0.0122	130.348
1000	12.7	0.0254	71.3	0.0122	131.698
1250	12.7	0.0254	71.3	0.0122	133.048
1600	12.7	0.0254	71.3	0.0122	134.528
2000	12.7	0.0254	71.3	0.0122	134.228
2500	12.7	0.0254	71.3	0.0122	134.058
3150	12.7	0.0254	71.3	0.0122	133.758
4000	12.7	0.0254	71.3	0.0122	131.808
5000	12.7	0.0254	71.3	0.0122	128.978
6300	12.7	0.0254	71.3	0.0122	125.398
8000	12.7	0.0254	71.3	0.0122	120.538
10000	12.7	0.0254	71.3	0.0122	114.418
250	12.7	0.0254	39.6	0.013	121.547
315	12.7	0.0254	39.6	0.013	123.537
400	12.7	0.0254	39.6	0.013	125.527
500	12.7	0.0254	39.6	0.013	127.127
630	12.7	0.0254	39.6	0.013	128.867
800	12.7	0.0254	39.6	0.013	130.217
1000	12.7	0.0254	39.6	0.013	130.947
1250	12.7	0.0254	39.6	0.013	130.777
1600	12.7	0.0254	39.6	0.013	129.977
2000	12.7	0.0254	39.6	0.013	129.567
2500	12.7	0.0254	39.6	0.013	129.027
3150	12.7	0.0254	39.6	0.013	127.847
4000	12.7	0.0254	39.6	0.013	126.537
5000	12.7	0.0254	39.6	0.013	125.107
6300	12.7	0.0254	39.6	0.013	123.177
8000	12.7	0.0254	39.6	0.013	120.607
10000	12.7	0.0254	39.6	0.013	116.017
200	17.4	0.0254	71.3	0.0161	112.506
250	17.4	0.0254	71.3	0.0161	113.796
315	17.4	0.0254	71.3	0.0161	115.846
400	17.4	0.0254	71.3	0.0161	117.396
500	17.4	0.0254	71.3	0.0161	119.806
630	17.4	0.0254	71.3	0.0161	122.606
800	17.4	0.0254	71.3	0.0161	124.276
1000	17.4	0.0254	71.3	0.0161	125.816
1250	17.4	0.0254	71.3	0.0161	126.356
1600	17.4	0.0254	71.3	0.0161	126.406
2000	17.4	0.0254	71.3	0.0161	126.826
2500	17.4	0.0254	71.3	0.0161	126.746
3150	17.4	0.0254	71.3	0.0161	126.536
4000	17.4	0.0254	71.3	0.0161	125.586
5000	17.4	0.0254	71.3	0.0161	123.126
6300	17.4	0.0254	71.3	0.0161	119.916
8000	17.4	0.0254	71.3	0.0161	115.466
200	17.4	0.0254	55.5	0.0166	109.951
250	17.4	0.0254	55.5	0.0166	110.491
315	17.4	0.0254	55.5	0.0166	111.911
400	17.4	0.0254	55.5	0.0166	115.461
500	17.4	0.0254	55.5	0.0166	119.621
630	17.4	0.0254	55.5	0.0166	122.411
800	17.4	0.0254	55.5	0.0166	123.091
1000	17.4	0.0254	55.5	0.0166	126.001
1250	17.4	0.0254	55.5	0.0166	129.301
