raf	mek	plc	pip2	pip3	erk	akt	pka	pkc	p38	jnk
4.4104	3.5891	2.6412	3.3844	4.0271	2.6790	3.3032	6.4998	3.1179	3.6350	3.3464
4.1092	3.4874	3.3142	4.8520	3.5381	3.4563	3.7424	5.7961	2.8582	3.5381	4.3399
4.9127	4.2312	5.1761	5.8319	4.8520	2.9560	3.4812	5.2627	2.6735	3.5807	4.6597
3.8111	3.3032	3.6028	4.2399	3.1442	2.6967	3.9834	6.6682	3.7910	4.0128	3.2696
3.5946	3.2581	3.3142	3.3464	3.0773	2.9140	3.3069	6.1115	2.9140	3.5752	4.7622
4.3795	3.9982	3.2734	5.2883	3.8044	3.9684	4.3399	7.0246	3.3707	4.0656	3.5639
3.5293	3.3032	3.3178	4.5870	3.2189	3.1179	3.6738	5.6836	3.3429	3.8898	3.1224
2.6993	3.1987	3.0350	5.3230	3.8898	3.4177	3.9040	5.2257	3.0445	3.4812	2.7651
4.2002	3.5293	2.9096	3.4177	3.7281	2.8622	3.4626	6.1549	2.6596	3.1442	4.2781
3.2347	3.5946	3.2734	4.1851	3.2308	3.2347	3.5553	6.1463	2.8736	3.3776	3.1864
4.0271	3.5115	3.0155	4.4272	3.1135	2.7357	3.1864	6.2710	3.2958	3.5946	3.3464
3.9318	3.3358	3.3429	4.4898	3.2347	3.3142	3.6402	5.9269	3.4874	3.7977	3.0540
3.9396	3.7013	3.1864	4.9127	3.6270	3.4144	3.9834	5.7366	3.1864	3.5496	3.4935
4.3241	3.7773	3.1001	3.1987	3.0057	3.1864	3.6481	5.4765	2.7357	3.6889	4.6511
4.2542	3.7842	2.3979	6.2166	3.9684	3.9396	4.3944	6.4739	3.6481	3.9627	3.3178
4.4659	3.4243	4.3241	4.1927	3.7773	3.4308	3.8177	6.0497	2.5665	3.1864	4.2850
4.3014	3.5175	2.3979	4.8520	3.0397	4.1174	4.7005	7.2034	3.4935	4.1698	3.3250
4.7362	3.8754	3.6402	3.6270	4.5706	3.1905	3.5115	6.1821	3.5496	3.6270	2.9821
4.3870	3.8898	3.8395	4.2781	3.3776	3.5381	3.9551	5.8833	2.6412	3.0397	3.3604
4.4739	4.4898	3.5293	3.4436	3.2958	3.2149	3.5639	5.6664	3.3604	3.9551	3.4243
4.4819	3.6533	3.2771	5.0752	4.1479	3.1091	3.5891	6.2265	3.7705	4.4344	3.6814
3.3945	3.8395	3.4372	3.6402	3.1905	3.3534	3.9040	5.6490	3.6136	3.8754	2.8100
4.1927	3.6082	3.4177	3.4500	3.0301	3.5381	3.8691	5.7869	2.6312	3.2068	4.4659
5.8051	5.4848	3.2189	6.1115	4.2932	4.0360	4.4104	5.6312	4.1255	4.6269	4.4898
4.0360	3.4436	3.3142	4.2002	3.8265	4.0271	4.4427	5.9108	3.5807	3.9040	3.2734
3.7705	3.4177	3.5496	3.3604	3.4012	3.3604	4.0128	6.6241	3.2149	3.5891	3.1864
4.6357	3.7705	3.1179	4.4739	3.6028	3.7353	3.9259	5.7170	3.6481	4.3320	3.9474
4.7958	4.0792	3.2465	3.0865	3.5639	3.1224	3.5639	5.5947	2.5975	3.1046	4.2850
3.7705	3.2958	3.7087	4.0431	4.3095	2.6115	3.3464	6.1026	3.6217	3.8177	3.4012
3.7635	3.6610	3.6028	3.4935	2.6851	3.3638	3.9474	6.2519	3.1485	3.4436	3.0634
4.0943	3.2465	3.7842	4.2399	4.5623	3.2347	3.6738	6.1291	3.1398	3.8044	4.4188
4.1400	3.4243	3.3604	3.4144	3.1442	2.4239	2.9221	5.8406	3.4243	3.8754	3.3178
4.6112	3.7705	3.1864	3.4500	4.2932	3.3069	3.8044	5.9454	3.0773	3.2958	3.1224
4.5706	3.2504	3.4243	4.7362	3.3844	3.4372	3.7353	5.4765	2.8582	3.8754	4.5951
3.9180	3.4812	3.2619	3.4078	3.5175	2.8898	3.4177	6.3767	3.4874	3.9759	3.0634
3.3604	3.0106	3.6687	5.6058	4.2697	3.8395	4.1320	5.7526	3.4995	3.8330	3.2229
3.1655	3.1739	3.3945	3.4308	3.2619	2.6906	3.2504	4.2932	3.7635	3.8459	2.4957
4.2542	4.5380	3.3142	3.2771	2.8854	2.7517	3.3604	3.8265	2.4069	3.3707	4.1255
4.3870	3.5175	2.4613	6.0162	4.0570	3.0350	3.6738	6.2785	4.0271	4.6112	4.2399
3.6350	2.6115	3.3844	3.5639	3.2734	3.5293	3.9040	5.8406	2.8285	3.2465	4.9200
4.0570	3.7209	3.2189	4.7536	3.7013	3.4995	3.6687	5.5722	2.4553	3.6533	4.1775
3.6738	3.5807	3.5946	3.8177	2.7819	3.4436	3.9396	6.4552	3.5056	4.1400	3.6687
4.5706	3.5381	3.3534	3.3250	3.1179	4.6191	5.2095	6.7662	2.9821	3.4012	3.2847
4.9127	4.7449	3.5115	4.3095	3.8330	2.8391	3.3464	6.0684	3.2884	3.5752	3.3464
4.1620	3.6082	3.2347	3.1570	2.5734	3.3464	3.8177	5.7961	3.0253	3.5056	3.2229
3.7977	3.1697	2.9735	5.3471	3.5639	2.9058	3.2958	6.3135	2.9606	3.0253	3.7842
4.2781	3.4751	3.2581	3.5293	3.4689	3.0540	3.8816	6.4907	2.9307	3.3776	3.2958
4.2542	3.4689	3.6270	3.4626	3.0007	2.7389	3.4078	6.8554	3.3464	4.0724	5.1818
4.5465	3.4995	3.3464	4.2627	3.4436	2.8208	3.7424	6.5971	2.9867	3.6481	3.1822
3.9759	3.4689	3.0350	4.7536	3.2619	2.8356	3.1442	6.6425	2.7114	3.0301	3.9396
4.3320	3.6481	3.7087	5.3375	3.6889	3.0007	3.6270	6.0776	3.3358	3.7160	3.0253
3.5695	3.1442	3.4751	3.1224	3.7495	2.8854	3.7209	5.9789	3.2387	3.6889	4.5465
3.7565	3.1179	3.1046	3.3250	4.0656	3.6610	4.1174	6.6958	3.0253	3.3069	2.8622
3.3844	4.0877	2.7788	3.2619	3.6402	3.3069	3.7281	6.4907	3.4308	4.0055	3.2884
4.0360	3.4689	3.3178	3.6136	3.2347	4.2850	4.6923	7.6411	3.3776	3.8754	3.5639
3.9396	3.0773	4.5951	5.3799	4.1400	3.5496	3.9759	6.0403	2.4647	3.6533	4.5304
3.9551	3.6270	3.4500	4.3554	3.1046	2.9058	3.2504	6.3491	3.4626	3.6814	2.9058
4.2781	3.4563	2.9735	2.8028	3.7910	3.2308	3.4995	5.7961	3.0865	3.8177	4.1092
4.7274	3.7424	3.0057	3.1442	4.1092	2.7265	2.7486	5.5175	3.1987	3.4935	2.7233
4.4739	3.5175	3.5496	4.2542	3.9982	3.4500	3.5553	5.7004	3.7424	4.5380	3.6136
4.0360	3.2189	2.9183	4.8675	3.4751	2.7788	3.4012	6.1903	3.4308	3.8459	2.9781
3.8395	3.4751	3.3142	5.0239	2.9476	3.2619	3.4689	6.5088	2.8064	3.6270	3.4078
4.0570	3.7353	3.7842	6.0776	3.9318	2.4907	2.6239	3.6136	3.1739	3.6082	4.4344
4.4898	4.2850	3.3844	3.3776	3.1697	2.9648	3.7495	6.2005	2.9867	3.5439	4.1620
3.2958	3.0007	3.9396	5.6836	4.0792	3.5056	3.7773	6.4473	3.1135	3.5695	4.4739
3.9396	3.6610	3.1697	4.5142	3.0681	3.6533	3.9982	5.9636	2.9349	3.6028	4.1400
3.6687	3.0301	3.1135	3.2347	3.2504	3.1864	3.6687	6.4552	2.8172	4.1620	2.7961
4.2627	3.6028	2.9867	2.9434	2.9648	3.5496	3.7977	6.2344	2.7651	3.1311	3.7353
3.7635	3.7565	4.5788	6.0234	4.3095	2.8391	3.1822	7.1405	2.8320	3.5056	3.2149
4.7536	4.7185	4.3795	5.9108	4.3631	3.0397	3.5695	6.7310	2.6933	3.2229	2.7587
3.7773	2.7486	3.5891	5.1818	3.4935	3.4012	3.5381	6.0497	2.9560	3.6533	3.7281
4.1400	3.6082	3.5695	4.7536	3.3945	2.8582	4.3477	5.8916	2.8937	3.5752	3.9120
3.4751	3.6028	3.9908	5.0938	3.9627	3.1179	3.4935	6.8554	3.1442	3.4144	4.3870
3.9396	3.6738	3.1739	3.5234	2.4673	2.9912	3.5234	7.1670	3.4177	4.2697	4.9972
4.4590	4.1092	3.4177	3.4935	2.6093	2.5120	2.6906	4.1092	3.2504	3.6814	4.5218
4.6269	4.6269	3.6270	3.9040	2.5153	3.7977	4.2781	6.7214	2.6596	3.2149	3.8691
4.4272	3.9318	4.4427	5.4250	4.2239	3.4563	3.9474	7.5517	2.9096	3.2619	3.8816
4.0877	3.7087	4.1255	5.6560	4.1174	2.7421	3.0587	6.6161	2.6679	3.0301	3.0301
5.2040	5.0938	3.9834	5.4931	3.2619	3.4078	3.8111	6.5709	2.8507	3.3534	3.8395
4.0943	3.7424	4.6756	5.9965	4.5951	3.1442	3.4243	6.5265	3.0057	3.4935	3.7087
4.0431	3.9551	3.5639	3.2581	3.1822	2.8136	3.6814	5.8141	2.8244	3.8395	3.5496
3.9684	3.8177	3.4812	3.5439	3.2189	3.2027	3.7424	6.5088	3.6402	4.4590	4.8442
4.7536	4.4031	3.6610	5.1180	3.6687	3.0634	3.5234	6.3135	2.7233	3.5175	4.2312
4.2092	3.8754	3.6136	3.6082	3.0397	2.9518	3.3776	5.3799	3.1612	3.8177	3.9982
3.4935	3.5639	3.1987	4.8978	3.4626	4.4104	4.9628	7.8470	2.7114	2.7819	3.5807
3.9396	3.4935	3.6610	3.4812	2.8662	2.9781	4.1026	5.5094	3.3776	4.0200	4.7449
4.0656	3.3464	3.1739	4.9558	3.1135	3.1135	3.7635	6.7935	4.0792	4.7622	5.3982
4.5623	4.1927	4.3241	4.4104	3.3286	3.4626	3.7565	6.6161	3.3429	3.2027	3.5056
4.4188	4.1698	3.4012	5.0814	3.7013	3.6402	3.8816	6.5971	3.2771	3.7424	3.7705
3.6533	3.7773	3.1739	5.3660	3.6217	3.4812	3.8607	6.5352	2.6333	3.3069	3.8459
4.5706	4.4987	3.2581	4.9836	3.1697	3.3464	3.6610	6.4552	2.9957	3.3429	3.5056
4.8122	4.5870	4.0570	4.6434	3.9834	3.4243	3.8111	6.2166	3.0106	3.4751	3.8177
3.6610	3.4372	3.3178	3.3707	2.8028	2.9735	3.4308	6.8906	2.5424	3.4243	2.5749
4.9345	4.4509	3.1655	4.9053	3.3286	2.8028	3.2504	5.8406	3.1864	4.1558	3.6217
3.5946	3.6738	3.3178	4.5142	3.2847	3.3250	3.8395	7.3550	3.2229	3.6939	4.1927
3.9396	3.5234	4.0055	6.0776	4.0792	3.3707	3.7842	6.8732	2.4849	4.4427	3.0865
3.9318	3.5807	4.2781	5.4337	3.8754	2.8172	3.2696	5.8406	2.7389	3.3844	3.3464
3.6814	3.6889	3.3069	4.5065	2.9781	3.0493	3.5381	6.1463	3.3604	4.0500	4.4188
3.8816	3.7773	3.8544	5.9713	3.4243	3.3358	3.6270	6.4907	3.0587	3.2847	3.7565
3.8265	3.6028	3.3604	3.9474	3.0445	4.6840	5.4848	7.4978	3.5056	4.2002	4.7791
3.8959	3.4995	3.0910	5.1358	3.4995	3.0587	3.4626	7.1491	2.7389	3.3286	3.0681
4.0724	3.6533	4.2781	5.7430	4.6511	3.8177	4.2542	6.5889	3.0540	3.7910	4.0055
4.3720	3.9759	3.5639	3.4751	2.4791	3.4563	3.9684	6.6859	2.9606	3.5293	3.6814
5.0562	4.5788	3.6082	3.4144	3.4243	3.7565	4.0500	6.6682	3.4012	4.1927	4.7274
4.6032	4.2781	3.4995	3.7087	2.6790	2.9392	3.7160	6.3852	4.2399	4.9127	4.8752
3.9040	3.8459	3.6738	3.9120	3.1179	2.9560	3.0057	5.4848	2.9349	3.5891	3.8607
3.8044	3.4995	3.1179	4.8442	3.1739	3.1822	3.2958	6.2519	2.9648	3.9120	3.9834
5.0239	4.6511	3.6610	3.1697	2.7517	3.0587	3.5439	6.4831	2.9058	2.8064	2.8736
3.7773	3.7705	3.1864	5.2523	3.0540	3.0956	3.5496	6.2005	3.0204	3.7087	4.0271
3.5752	3.8111	4.0271	4.6269	3.4012	3.7705	4.1092	6.4118	2.6210	4.0724	4.0943
5.4250	4.9558	3.4995	4.9558	3.2771	3.3464	3.8544	7.0605	2.8507	3.3142	3.4874
3.8754	3.5293	4.2092	5.9269	4.1927	3.9259	4.4987	7.1229	3.7635	4.4739	5.1818
4.4031	3.9120	3.6136	4.0431	5.4337	3.1987	3.5639	6.8554	3.1224	3.5234	4.2932
5.1059	4.7536	4.6681	6.0776	4.2312	3.5381	3.9908	6.4200	3.7773	4.3399	4.3320
3.7910	3.5695	3.3464	3.5293	2.8622	2.5997	3.1355	6.3852	3.0253	3.3142	2.9307
4.8752	4.5465	3.6136	3.4626	2.7298	2.9349	3.7013	6.5889	2.6967	3.3638	3.7281
4.5623	4.1320	3.4078	3.8816	3.2619	2.7688	3.6217	5.5255	2.9912	3.4626	3.9120
5.1180	4.6756	3.6481	3.5695	2.7751	3.1355	3.4626	6.0497	2.8775	3.3844	3.9318
4.8122	4.3399	3.3945	4.0055	3.1046	3.3286	3.5807	6.5352	2.8356	3.8459	3.3604
3.9318	3.6738	3.2347	3.2465	3.2189	2.8064	2.9648	7.1854	3.0956	3.3638	4.2399
5.0499	4.6756	4.0792	4.3720	3.2847	3.2347	3.6687	6.3226	2.7688	2.9476	3.4144
3.7977	3.4177	3.3604	3.4308	2.6440	3.7013	4.8675	7.2385	3.0301	3.3776	3.8544
4.6923	4.6840	3.7910	5.3132	3.0253	3.5639	3.9474	6.7214	3.0910	3.6610	3.9759
4.0360	3.5381	3.7705	3.1655	3.7160	3.4500	3.8459	6.8024	2.9957	3.6217	2.5039
4.7622	4.4590	3.3429	4.9767	3.1697	3.2068	3.6350	6.9354	3.8959	4.7875	4.9127
4.3477	3.8459	3.6939	4.9972	3.0773	3.1179	3.4078	6.4297	2.9476	3.4308	3.7424
4.6756	4.4272	4.1775	5.9636	4.5304	3.2581	3.6481	6.6516	3.7353	4.4987	4.4427
4.1255	3.4500	3.0493	5.2883	3.1612	2.7486	3.5695	5.3799	3.6814	4.4590	4.9558
3.8959	3.6687	3.9180	5.7430	4.4104	2.8582	3.3604	6.5624	2.4450	2.4380	2.8702
3.8754	3.4751	3.5946	3.8816	3.2847	2.4639	3.0397	6.3936	2.8547	3.4012	3.4436
4.7274	4.4819	3.4177	3.2884	2.4380	3.2465	3.7773	6.5352	3.7013	4.3162	4.3795
4.6112	4.3014	3.3178	3.6082	2.8244	3.0253	3.6610	7.0157	3.7565	4.5870	5.0814
4.0128	3.7565	3.3776	4.8675	3.4177	3.8959	4.2239	6.4998	3.0106	3.4751	3.6738
3.2149	3.4436	3.4751	3.2771	3.0253	2.7720	2.5975	5.1417	3.1442	3.6028	3.2847
5.0814	4.8752	3.6687	4.9345	3.6889	3.3464	3.7565	6.8997	2.8622	3.8459	4.0200
3.9908	3.7773	3.9318	5.8141	3.7281	3.0253	3.8459	6.1738	2.4006	4.2399	2.7961
3.9040	3.6533	3.9759	4.4031	2.8775	3.9982	4.3477	6.5088	3.0106	3.4563	3.4500
4.6681	4.3795	3.7495	4.3162	2.9014	3.1442	3.5639	6.6593	4.1927	5.0173	5.3706
3.9396	3.5381	3.3534	3.5056	2.7961	3.2619	3.5891	6.8200	3.1612	3.9180	3.9627
4.1479	3.8044	3.3776	4.0570	3.0007	2.6019	3.3032	5.2095	3.3638	4.1479	4.1775
5.6490	5.2040	3.6814	3.4144	3.1311	3.9318	4.2002	6.2971	3.2734	3.6402	3.9982
4.8122	3.8395	3.9120	5.5452	3.9259	3.4308	3.6481	5.9636	2.8937	3.6889	3.5695
5.1417	4.8040	3.9908	4.5465	3.6481	3.8459	4.1092	6.3852	2.4301	2.4613	3.0493
5.4596	5.1533	4.5304	4.8040	3.5115	3.5381	3.8395	6.5889	3.9259	4.4104	5.3566
3.7209	3.5496	2.9140	5.7526	3.1905	2.8582	3.5891	5.8749	2.7114	3.4500	3.3358
4.2542	3.9551	3.5234	3.7209	2.4816	2.9560	3.2189	6.9622	2.9476	3.4563	3.9627
5.2257	4.6756	3.5381	5.0434	3.2465	3.2068	3.4436	6.7214	2.8775	3.3878	3.4308
3.7013	3.7565	3.0057	4.9836	2.7688	3.7013	4.1851	6.6859	3.1822	3.4177	4.0724
4.2166	3.7281	3.0681	5.1180	3.8395	3.0540	3.6136	6.4552	3.0106	3.7424	3.6738
5.7621	5.3471	3.2581	4.6434	3.6814	3.3250	3.7353	6.4998	3.0540	3.3142	2.8391
3.7209	3.9180	3.4243	5.1533	3.3178	3.0681	3.7209	6.7754	3.8330	4.4590	4.4898
3.6136	3.4436	4.6434	6.2344	4.2932	3.8177	4.2166	6.3135	3.0253	3.6270	2.6333
4.0500	3.4372	3.9908	5.2417	3.5115	3.0540	3.4078	6.1903	3.0106	3.8607	3.7977
4.1255	3.6136	3.2189	5.1761	2.4715	3.1739	3.2734	6.4473	3.3534	4.0360	3.7635
4.0656	3.4308	3.4177	4.3162	3.1655	3.6814	4.0431	6.9801	2.7556	2.5665	3.2465
4.8040	4.5380	3.4436	3.5056	2.9606	3.7773	4.1174	6.7393	2.8854	3.5175	3.3464
4.2166	3.9259	3.2884	5.9189	3.4689	3.0540	3.6350	6.6958	2.9560	3.4935	4.1775
3.8898	3.6402	3.8177	3.5381	2.3979	3.1135	3.2229	7.2034	3.1612	3.4874	3.6939
4.8442	4.4819	3.3776	3.3286	2.8244	3.7705	4.0656	6.8638	3.1135	3.3142	2.3979
4.3631	4.7622	3.3429	3.7160	3.3844	3.0493	3.4935	6.4118	3.1001	3.6136	3.1905
3.8459	3.5496	3.4563	4.6840	3.3429	2.8854	3.3945	6.0234	2.9307	3.5807	3.8816
3.8754	3.6687	3.4372	4.9345	3.5439	3.1091	3.6889	6.5971	2.8136	2.9957	3.4500
4.0431	3.5891	3.2347	4.5465	3.3429	2.9476	3.6136	6.8824	3.0445	3.3464	3.6028
5.5722	5.1180	3.5752	4.8752	3.3534	3.5807	3.9551	6.8824	3.0865	3.3286	3.8395
4.6681	4.0271	3.1612	4.9836	2.5975	3.2581	3.7495	6.2442	3.1570	3.4177	4.0271
5.3033	4.8283	3.1398	3.1135	2.5885	3.4563	3.5752	6.2615	3.0634	3.1311	3.2958
4.2471	3.6687	3.1001	4.4590	3.4626	3.3534	3.5496	6.3852	2.9821	3.2229	2.9096
4.2697	3.8544	5.1240	6.3404	4.7875	2.5369	3.1311	6.1549	3.0956	3.6028	3.6270
3.8044	3.5553	3.7842	3.6028	2.5424	2.4380	2.7788	3.7910	3.6136	4.2627	4.6112
3.7977	3.7977	3.1442	4.5788	3.2884	3.1135	3.5234	6.0331	2.8467	3.6270	3.9551
5.1930	4.8903	3.2771	2.9096	2.4621	3.4078	3.6687	6.6425	3.7565	4.4819	5.2781
3.4436	3.2308	4.3795	5.5175	4.1255	4.2312	4.3870	6.3767	3.2696	3.6136	3.9551
4.0055	3.6402	3.4372	5.0239	3.1398	3.2884	3.4243	6.5539	3.2958	3.8816	3.9318
3.7773	3.4144	3.5695	3.5439	2.8172	3.0865	4.2239	5.8141	3.1739	3.2149	3.7495
5.3471	4.9053	3.2771	5.7621	3.2229	3.8544	3.8754	6.6682	3.5496	3.9759	4.7005
3.8177	3.5115	3.5175	3.5807	3.1046	3.2771	3.5553	6.7845	4.3320	5.2627	5.6664
3.5946	3.5056	4.8675	6.2615	4.8442	3.5115	3.9759	6.6958	3.0350	3.6889	4.2239
3.9318	3.9318	3.3358	5.1761	3.3945	2.6462	3.2347	6.4378	3.1697	3.4812	3.4177
5.1180	4.4898	3.4144	3.7773	3.5752	2.6651	3.3776	6.7662	4.0792	4.7536	5.1059
4.5380	4.1620	4.2542	4.0656	3.2149	3.7209	4.1255	6.4473	3.1822	3.2734	3.5639
4.7791	5.0304	3.4689	4.7707	3.4812	3.2308	3.8177	6.4907	3.4308	4.2312	4.1479
5.0434	4.6434	3.7910	6.1821	4.2781	3.2465	3.4500	6.0845	3.0350	3.4812	3.4626
3.9318	3.0819	3.2347	4.4427	3.1739	3.5553	3.7087	6.4552	2.8937	3.5946	3.2465
3.6939	3.6028	3.7565	5.3033	3.6402	3.3429	3.3878	6.5971	4.1698	5.0039	5.3033
3.9259	3.1398	3.5639	3.4874	2.4132	3.0634	3.5752	6.5439	3.2027	3.5439	3.4243
3.8816	3.4078	4.0943	5.9349	4.2542	2.9307	3.6402	6.2005	3.0634	3.5946	3.9120
3.8544	4.2002	3.3464	3.4436	3.0350	3.1822	3.7160	6.4473	3.1398	3.5115	3.8330
5.3230	4.7536	3.1739	4.9767	2.6189	3.5293	3.9834	6.0497	3.0350	3.5496	3.8816
3.6738	3.7160	4.0200	4.1400	2.9349	3.6028	4.0570	6.2785	2.9957	3.5056	3.6738
4.2542	4.0724	3.1612	3.6814	2.5137	5.4072	5.8051	7.3550	2.9096	3.4308	3.5175
4.2542	3.9259	3.6270	3.4689	2.7081	3.3534	3.9318	7.0335	2.8736	3.5056	3.3286
4.3162	4.1479	4.3944	6.1654	4.4188	2.8775	3.3945	7.0246	3.1091	3.4078	3.1179
4.2239	3.7160	4.4987	4.4659	2.9221	3.3878	3.6481	6.4739	3.2308	3.8395	4.1092
3.8395	3.5752	3.4812	4.4590	3.1570	3.2958	3.6350	6.6067	3.1001	3.8330	3.7013
5.1533	4.8442	3.6082	5.9189	4.1479	2.6967	3.4243	5.1180	3.4751	4.4590	4.5623
3.9474	3.4995	3.4689	4.7095	3.5891	3.8395	3.9908	6.6333	3.0634	3.8395	3.7705
3.8395	3.4751	4.0877	4.1927	3.0057	3.4935	3.8544	6.5709	3.6814	4.4659	5.0938
5.0239	4.5549	3.5639	3.7635	3.6082	3.0910	3.5293	6.8554	4.5065	4.7095	3.1001
4.6112	4.2697	2.9957	3.3604	3.4372	3.3534	3.7209	6.8469	2.7140	4.7005	2.3979
4.4188	4.0271	3.2387	4.8122	2.9014	3.1485	3.4751	6.4473	3.1570	3.4626	3.6889
3.8959	3.3844	3.2734	4.3162	2.9781	3.2027	3.5891	6.6333	3.0910	3.4935	3.5807
4.5706	4.1775	3.5056	3.4874	2.7020	2.6993	2.9781	4.9836	3.8395	4.5706	4.8520
3.9684	3.5695	3.2465	3.4995	2.6189	3.6939	3.9318	6.6067	3.4689	4.0360	2.8467
4.1775	3.9684	3.3142	4.6597	2.8320	2.7486	3.4436	6.4297	3.0057	3.5175	3.5891
4.3162	3.9396	3.4243	5.1818	3.4935	3.2027	3.5752	6.5088	3.1179	3.5695	3.9627
3.8330	3.3534	3.8044	3.8044	3.0587	3.1442	3.4144	6.6859	2.4078	3.0204	3.3464
4.2471	3.8111	4.3162	5.5872	3.9551	3.1179	3.6402	6.6067	2.4732	2.6239	2.6412
4.1255	3.6939	3.4751	4.9836	3.2884	3.1822	3.5175	6.7393	3.0301	3.4177	3.1570
4.1698	4.0792	3.4308	5.1417	3.1046	3.4626	3.8691	7.0605	3.1570	3.7424	3.8177
4.0055	3.7209	3.5234	3.6939	2.9221	3.6082	4.4031	7.0067	3.0106	3.4995	3.5639
5.6836	5.4931	4.1026	6.0684	3.8177	2.4301	2.9867	6.8112	3.7842	4.1775	3.0445
3.8177	3.6481	3.1442	5.3033	3.1697	2.9518	3.5293	6.2344	3.1135	3.6350	3.8111
4.6269	4.5065	3.2347	5.1761	2.9648	2.5313	3.0301	3.3776	3.1655	3.8607	3.2387
4.8040	4.3477	3.2958	4.6112	3.0155	3.9040	4.2239	6.3936	2.9058	3.5891	3.9259
3.8177	3.5553	4.0271	5.5530	3.8177	2.9560	3.2387	6.4646	3.0350	3.7353	3.7013
4.0055	3.6270	3.3534	4.8442	3.2884	3.1135	3.2027	6.5352	2.7856	3.2149	2.9648
4.9558	4.5304	3.2581	3.4308	3.1179	2.3979	2.4990	2.3979	3.3032	3.5807	3.7773
3.5234	3.0106	3.3604	3.4436	2.3979	2.6518	3.0397	5.4337	2.9434	3.3878	3.6687
3.7977	3.5695	3.1864	4.5951	3.2734	3.5807	4.0943	7.1763	3.0350	4.1174	2.8775
4.9767	4.4272	3.3638	4.7449	2.8028	3.5695	4.2850	7.5606	2.7856	3.3069	3.2387
3.7353	3.7160	3.5553	3.2771	2.8662	3.0956	3.3776	6.5709	2.4832	4.3162	2.6735
3.7087	3.4078	3.4372	3.5115	3.1987	3.7087	4.1851	7.2385	4.1255	4.8122	4.8283
3.7773	3.2229	4.0877	6.1377	4.0792	3.6350	4.0128	6.2785	4.0877	4.6269	5.3891
4.5065	4.2312	3.6402	4.2002	2.9221	2.9867	3.2027	6.4036	2.9821	3.2958	3.6350
3.8044	3.3945	3.2068	4.6511	2.7020	4.1255	4.5951	7.5964	3.0445	3.9474	3.9474
5.2257	4.6191	3.2465	5.0689	3.1046	4.0200	4.4104	7.5159	2.7819	3.1398	2.6312
3.2347	2.5665	3.4012	3.3032	3.4563	3.4144	3.7209	6.3578	2.8547	3.5056	3.5553
5.0239	4.6191	4.2166	4.7185	3.3638	3.0910	3.1612	5.7526	2.6412	3.0253	3.1311
3.9474	3.5293	3.3464	3.3429	2.9264	3.3945	3.8816	6.0684	3.9040	4.5380	5.1240
3.5946	3.3429	3.3178	3.9908	3.0155	3.1442	3.4078	6.5177	2.9221	3.4308	3.5056
4.4104	4.0500	3.2771	4.4987	2.9560	2.8937	3.5439	6.5793	2.8775	3.5639	3.7424
3.7424	3.0350	3.1179	3.6217	3.0253	3.3534	3.9259	6.7130	3.4751	3.7495	3.9396
5.4596	4.9053	3.2027	3.0493	2.4458	3.0681	3.7160	6.0331	2.5930	4.3399	2.9560
3.9180	3.8044	3.5496	3.6350	2.8100	2.3979	2.4570	3.7705	3.2308	3.9627	3.9982
4.8828	4.6032	2.9560	5.2095	2.6189	3.5115	3.6533	6.9537	3.0155	3.6738	2.8208
4.1479	3.8898	3.3429	3.4689	2.8244	3.8177	4.5065	7.7485	3.4012	4.0200	4.3320
3.8330	3.5175	3.8459	5.8230	4.1255	2.9560	3.1485	6.5352	3.9551	4.6269	4.8828
3.8607	3.4689	3.3069	3.2027	3.1001	3.3429	3.6350	6.3852	3.2847	3.9474	4.2399
4.4987	4.3399	3.4689	3.5293	2.6333	3.2387	3.6350	6.3135	3.1398	3.8459	3.7635
4.4104	3.9040	3.3534	2.8356	3.1987	3.9040	4.0500	5.9890	3.2347	3.7160	3.7773
4.7095	4.3477	3.4751	4.3631	2.7517	3.7087	3.9040	6.4036	3.0155	3.6136	3.1739
2.8136	2.8898	4.0656	5.7621	4.0724	2.8320	3.7910	6.1738	3.0681	3.7705	3.6533
3.9627	3.5695	3.4078	3.3142	3.0007	2.8432	3.4308	6.1821	3.0634	3.5439	3.5234
4.2092	3.6082	4.5465	6.1549	4.4509	3.1001	3.6687	6.3578	3.0773	3.1739	3.5115
4.3241	3.6533	3.3358	4.6434	2.8547	3.4874	3.7160	6.3491	4.6191	4.9053	3.2465
4.6434	4.0943	3.2027	4.6434	3.1987	4.0431	4.2850	6.5439	2.9781	3.4500	3.6814
4.2399	3.8459	3.7281	4.3554	4.0431	3.0587	3.4372	6.5624	3.1311	3.8265	3.9120
3.7281	3.4935	3.5946	3.3358	2.8702	3.0681	3.7773	6.4646	3.1864	3.4308	3.5891
3.7013	3.4563	3.2581	5.5797	2.8172	2.9183	3.4563	6.0497	4.0877	4.6756	5.3132
3.9474	3.5946	4.0656	5.7430	3.9120	3.8265	4.2781	7.2034	2.9957	3.7495	3.7635
5.2364	4.9053	3.0773	2.5329	3.1739	2.7961	3.2734	6.0234	3.1091	4.0055	3.5639
4.2166	4.0943	3.1485	5.0434	3.1739	3.2149	3.0057	6.7214	3.1224	3.2847	3.3604
3.3429	3.2734	3.6402	3.9834	3.0106	3.9759	4.3014	6.5793	2.7619	3.4436	3.5891
