raf	mek	plc	pip2	pip3	erk	akt	pka	pkc	p38	jnk
67.3000	72.3000	10.5000	119.0000	5.1900	23.3000	41.0000	632.0000	47.4000	131.0000	264.0000
30.0000	30.5000	2.6200	3.2800	1.0000	5.0900	12.7000	710.0000	8.1300	15.3000	13.3000
24.1000	18.3000	17.9000	97.3000	7.1000	63.2000	112.0000	1911.0000	17.6000	27.9000	35.2000
32.2000	19.1000	14.3000	77.0000	12.1000	17.5000	30.2000	562.0000	18.3000	50.0000	62.6000
36.2000	31.6000	22.5000	41.0000	10.1000	12.4000	27.9000	965.0000	18.8000	57.3000	64.4000
72.3000	53.8000	24.8000	20.7000	3.9200	16.3000	28.9000	1298.0000	50.9000	84.3000	89.8000
34.9000	25.7000	20.4000	81.3000	2.9700	21.5000	50.5000	1165.0000	6.6700	30.5000	23.5000
151.0000	80.6000	43.3000	47.0000	15.7000	20.0000	49.1000	704.0000	8.7400	11.3000	15.0000
34.0000	15.4000	16.8000	57.8000	7.5700	35.2000	49.6000	1762.0000	9.3100	28.6000	27.1000
104.0000	82.0000	12.3000	1.1900	21.9000	17.0000	23.3000	523.0000	14.1000	26.4000	27.1000
88.2000	35.9000	20.0000	131.0000	11.4000	34.6000	55.2000	1144.0000	15.1000	34.3000	27.1000
107.0000	56.2000	19.6000	195.0000	15.3000	29.4000	46.6000	638.0000	8.3500	21.1000	13.9000
3.4900	4.4100	25.9000	26.7000	2.0500	20.0000	40.7000	828.0000	7.9900	28.1000	27.9000
50.5000	33.4000	51.9000	385.0000	57.8000	16.7000	22.9000	487.0000	4.1800	18.1000	32.2000
79.1000	56.2000	4.7800	66.1000	6.3200	39.6000	79.1000	2503.0000	25.0000	62.1000	72.3000
51.4000	27.4000	65.5000	418.0000	59.4000	24.6000	41.8000	799.0000	13.9000	33.7000	31.1000
48.3000	33.4000	25.0000	28.6000	6.1000	3.9200	8.9000	158.0000	3.2800	12.7000	19.3000
77.0000	50.5000	18.9000	150.0000	10.7000	29.2000	49.1000	874.0000	8.5800	200.0000	7.2300
41.0000	27.6000	20.0000	16.1000	1.3100	13.7000	42.9000	610.0000	36.8000	77.0000	121.0000
50.0000	25.3000	16.7000	80.6000	8.4300	22.1000	36.8000	583.0000	7.5700	10.6000	23.1000
57.3000	35.5000	62.6000	437.0000	49.1000	4.5300	15.1000	806.0000	47.4000	59.4000	14.3000
34.0000	16.0000	12.1000	289.0000	22.7000	17.8000	20.7000	505.0000	13.3000	29.7000	32.5000
31.9000	23.5000	25.3000	23.5000	3.3100	10.7000	24.6000	851.0000	11.9000	22.7000	7.3700
39.6000	28.1000	18.1000	28.9000	20.9000	19.1000	29.7000	557.0000	18.6000	65.5000	73.0000
88.2000	63.8000	78.4000	337.0000	51.4000	28.4000	44.5000	828.0000	17.9000	52.3000	55.2000
65.5000	42.9000	23.3000	22.5000	12.6000	13.5000	19.1000	441.0000	6.1000	23.3000	34.3000
108.0000	71.7000	16.8000	183.0000	23.9000	16.1000	30.0000	400.0000	13.6000	21.5000	44.1000
27.9000	26.2000	14.1000	292.0000	25.5000	13.9000	38.5000	730.0000	5.7300	23.3000	26.7000
114.0000	69.8000	12.2000	211.0000	10.3000	63.8000	98.2000	1655.0000	11.2000	24.4000	30.0000
48.7000	28.9000	32.2000	31.3000	17.0000	32.8000	57.8000	1298.0000	19.1000	49.6000	54.7000
41.0000	18.1000	14.6000	22.1000	1.0000	24.4000	38.9000	594.0000	9.5600	17.9000	7.3000
34.9000	19.6000	20.2000	13.1000	1.0000	55.2000	115.0000	1843.0000	7.0400	25.3000	36.2000
17.5000	11.5000	29.2000	18.8000	5.9400	27.6000	48.7000	757.0000	27.6000	64.4000	65.5000
67.9000	71.7000	18.1000	14.2000	9.1400	39.2000	47.8000	939.0000	15.0000	34.9000	54.2000
170.0000	105.0000	18.1000	55.2000	5.7300	49.1000	73.0000	828.0000	10.3000	20.2000	44.5000
31.9000	25.5000	29.7000	24.8000	2.6400	1.0000	10.2000	38.9000	8.2800	12.0000	33.4000
31.9000	22.7000	12.6000	215.0000	18.9000	18.8000	37.9000	685.0000	2.4600	58.3000	6.7900
29.2000	22.9000	20.9000	74.3000	4.0300	12.0000	28.1000	414.0000	5.7800	16.8000	13.8000
37.5000	22.5000	16.8000	151.0000	12.2000	113.0000	227.0000	2642.0000	8.9800	14.9000	4.3300
81.3000	61.0000	13.6000	64.9000	11.1000	17.9000	58.8000	500.0000	15.5000	25.5000	28.6000
77.7000	55.2000	18.3000	127.0000	11.9000	55.2000	84.3000	1055.0000	46.1000	93.9000	105.0000
27.6000	18.9000	21.1000	75.0000	18.9000	16.1000	29.2000	1165.0000	29.4000	65.5000	81.3000
75.7000	37.9000	10.2000	8.9800	7.7000	10.2000	28.1000	461.0000	22.9000	42.9000	64.4000
47.8000	30.8000	26.2000	37.9000	5.9900	7.5000	7.0400	414.0000	35.9000	82.8000	160.0000
178.0000	108.0000	54.2000	274.0000	29.7000	41.0000	71.0000	1928.0000	8.0600	19.1000	28.6000
73.0000	43.7000	26.2000	343.0000	42.2000	49.6000	80.6000	1124.0000	18.4000	43.3000	66.1000
34.3000	21.3000	4.2900	13.5000	9.3100	9.8200	25.7000	649.0000	1.0000	64.4000	4.3300
49.1000	11.9000	63.8000	445.0000	66.1000	30.5000	50.9000	437.0000	9.7300	15.4000	15.4000
50.9000	36.8000	21.7000	274.0000	20.2000	12.3000	21.5000	491.0000	10.9000	33.4000	45.3000
36.5000	20.9000	20.7000	68.5000	24.4000	77.0000	110.0000	372.0000	9.7300	14.9000	26.4000
73.7000	16.8000	32.5000	24.1000	1.0000	34.3000	55.2000	567.0000	9.5600	22.3000	20.5000
42.6000	28.6000	18.6000	37.9000	13.5000	9.6500	24.6000	359.0000	5.2300	18.3000	13.6000
91.4000	55.2000	18.3000	196.0000	10.6000	33.7000	50.9000	655.0000	10.6000	27.4000	43.3000
139.0000	94.7000	20.9000	73.7000	10.2000	27.9000	48.3000	1197.0000	15.7000	36.2000	46.1000
62.1000	41.0000	27.4000	22.5000	1.7900	8.4300	20.7000	528.0000	12.0000	23.9000	12.6000
63.8000	41.0000	22.3000	14.9000	1.0900	30.5000	64.9000	1843.0000	13.3000	34.0000	25.3000
89.8000	82.0000	12.5000	27.4000	10.1000	17.3000	31.1000	882.0000	16.5000	47.0000	68.5000
26.9000	23.9000	13.8000	64.9000	10.9000	26.4000	42.9000	461.0000	6.5500	25.7000	32.8000
112.0000	69.2000	23.3000	45.7000	10.8000	28.6000	59.9000	1346.0000	3.0800	8.5100	7.8400
69.2000	36.8000	26.9000	19.3000	7.3700	17.9000	33.4000	1000.0000	11.8000	16.7000	25.9000
28.9000	18.3000	44.1000	433.0000	67.3000	21.1000	29.7000	449.0000	11.0000	36.2000	42.6000
28.1000	13.0000	7.9900	145.0000	16.3000	17.0000	34.3000	649.0000	11.8000	30.2000	52.8000
23.3000	13.1000	82.0000	239.0000	26.2000	30.8000	50.5000	956.0000	16.8000	26.9000	18.6000
181.0000	97.3000	22.5000	105.0000	12.9000	1.0000	6.6700	1.0000	8.5800	20.9000	11.3000
136.0000	87.4000	14.1000	161.0000	21.9000	22.5000	43.3000	2996.0000	10.9000	25.3000	27.9000
48.3000	21.5000	21.5000	21.1000	9.1400	6.6100	22.9000	573.0000	35.2000	71.0000	147.0000
52.3000	28.1000	17.2000	253.0000	31.9000	42.6000	73.7000	723.0000	4.1400	37.5000	16.0000
31.3000	18.8000	54.2000	300.0000	42.2000	32.5000	58.3000	1946.0000	1.9100	5.3800	15.7000
44.1000	18.4000	23.5000	22.7000	6.6100	22.9000	36.8000	496.0000	16.0000	34.0000	14.5000
44.1000	42.2000	14.5000	204.0000	13.8000	20.7000	42.6000	509.0000	13.3000	39.2000	61.5000
31.9000	16.5000	12.9000	146.0000	28.1000	60.4000	106.0000	1778.0000	49.1000	137.0000	205.0000
37.5000	25.3000	21.3000	40.3000	10.6000	13.0000	54.7000	362.0000	31.6000	66.1000	71.7000
115.0000	98.2000	20.5000	15.4000	10.4000	23.5000	63.8000	3652.0000	11.8000	22.5000	18.4000
27.9000	27.4000	32.2000	274.0000	34.6000	19.3000	29.7000	213.0000	2.5000	110.0000	8.7400
34.3000	19.5000	22.5000	205.0000	17.8000	16.4000	29.7000	528.0000	21.7000	41.4000	10.4000
118.0000	77.7000	16.5000	112.0000	21.7000	7.0400	3.7200	764.0000	12.4000	20.9000	36.2000
33.4000	13.3000	34.0000	41.0000	10.8000	10.7000	28.6000	866.0000	10.9000	25.9000	20.0000
21.5000	36.2000	35.9000	141.0000	29.4000	36.2000	64.4000	3460.0000	11.5000	30.5000	43.3000
74.3000	41.8000	48.7000	253.0000	29.2000	21.5000	46.6000	649.0000	6.8500	18.4000	45.3000
37.2000	18.9000	22.1000	11.1000	8.8200	16.8000	104.0000	2227.0000	18.8000	68.5000	61.5000
28.6000	31.6000	40.7000	433.0000	56.7000	3.4300	12.4000	898.0000	5.7300	28.4000	13.7000
41.8000	25.7000	20.9000	14.1000	5.3800	12.9000	35.2000	362.0000	13.1000	21.7000	21.5000
274.0000	196.0000	22.3000	43.7000	8.3500	6.7300	23.1000	1104.0000	8.9800	25.7000	17.2000
27.6000	25.5000	19.8000	36.8000	5.4200	12.6000	20.5000	562.0000	12.4000	46.6000	52.3000
121.0000	79.9000	29.7000	23.9000	14.5000	25.7000	32.5000	673.0000	9.6500	15.4000	33.1000
237.0000	170.0000	70.4000	241.0000	41.4000	37.5000	53.8000	322.0000	9.2200	15.8000	15.8000
48.3000	23.9000	18.8000	42.6000	6.5500	40.3000	50.5000	453.0000	20.4000	33.1000	52.8000
163.0000	114.0000	24.4000	24.4000	14.3000	49.1000	71.7000	599.0000	49.6000	96.5000	105.0000
241.0000	151.0000	19.8000	15.8000	7.7700	14.1000	26.7000	615.0000	10.1000	37.5000	42.9000
74.3000	58.8000	12.7000	150.0000	8.1300	11.4000	22.7000	552.0000	8.9000	21.7000	18.4000
60.4000	40.7000	44.9000	239.0000	40.3000	5.3300	17.2000	743.0000	8.9800	17.2000	37.2000
32.2000	16.7000	33.1000	311.0000	45.7000	37.5000	63.2000	698.0000	12.5000	36.2000	56.7000
51.9000	37.5000	18.3000	24.4000	5.1400	18.6000	20.5000	319.0000	6.2600	11.4000	35.9000
133.0000	80.6000	28.4000	36.8000	6.6100	37.9000	51.9000	343.0000	111.0000	331.0000	355.0000
34.3000	17.2000	41.8000	274.0000	24.6000	23.3000	35.5000	542.0000	12.2000	32.5000	26.7000
39.6000	30.0000	29.2000	241.0000	35.9000	7.9900	25.7000	457.0000	2.4800	20.7000	14.5000
34.3000	17.5000	25.3000	18.9000	13.6000	18.8000	34.0000	704.0000	8.6600	21.9000	13.1000
31.3000	34.3000	17.9000	17.6000	12.9000	2.0500	8.3500	385.0000	50.9000	117.0000	151.0000
79.9000	49.6000	35.2000	39.2000	9.3100	14.6000	20.7000	533.0000	4.7000	14.5000	18.1000
122.0000	143.0000	27.4000	33.4000	6.8500	21.9000	31.3000	547.0000	8.8200	25.0000	23.1000
37.9000	20.5000	19.8000	67.9000	15.4000	73.0000	124.0000	2393.0000	8.1300	11.7000	20.4000
118.0000	64.4000	19.1000	138.0000	15.4000	28.9000	28.9000	655.0000	12.5000	29.7000	24.8000
38.9000	14.5000	15.8000	60.4000	37.9000	26.4000	45.7000	777.0000	10.8000	15.3000	16.1000
92.2000	41.8000	26.4000	27.4000	5.6700	9.3100	36.8000	429.0000	52.8000	125.0000	223.0000
33.1000	14.6000	31.1000	12.2000	9.0600	7.7000	13.7000	255.0000	16.0000	24.4000	37.5000
35.5000	27.6000	14.9000	130.0000	18.8000	11.8000	16.5000	500.0000	7.2300	19.5000	17.3000
59.4000	30.8000	5.9400	29.4000	9.2200	101.0000	161.0000	1778.0000	13.1000	22.1000	28.1000
78.4000	51.9000	22.9000	23.7000	10.4000	5.3800	9.7300	583.0000	6.6700	14.2000	15.4000
146.0000	86.6000	1.0000	100.0000	19.3000	14.1000	27.4000	487.0000	14.9000	33.4000	42.2000
26.9000	14.2000	15.3000	45.3000	10.0000	16.3000	28.4000	644.0000	27.4000	56.2000	79.9000
31.3000	19.6000	17.2000	85.8000	11.7000	29.2000	59.4000	914.0000	9.9100	25.0000	14.5000
30.8000	24.8000	21.1000	91.4000	19.6000	15.0000	41.4000	519.0000	33.7000	84.3000	81.3000
99.1000	97.3000	24.1000	20.2000	8.9800	35.5000	58.3000	2350.0000	7.4300	24.4000	18.6000
30.8000	22.5000	11.0000	62.6000	6.0400	34.6000	60.4000	1472.0000	10.6000	27.6000	39.6000
27.9000	15.0000	19.5000	23.3000	14.2000	18.8000	41.0000	1241.0000	4.2200	8.2000	15.4000
36.8000	31.3000	67.9000	286.0000	54.7000	48.7000	61.0000	382.0000	22.3000	60.4000	73.0000
109.0000	83.5000	59.4000	305.0000	49.6000	35.9000	67.9000	3786.0000	21.9000	47.8000	42.9000
44.5000	28.1000	7.5700	146.0000	19.6000	15.5000	29.4000	567.0000	5.2800	26.7000	17.5000
37.9000	20.2000	41.4000	42.6000	14.6000	11.4000	27.6000	429.0000	32.2000	85.1000	112.0000
53.3000	38.2000	25.3000	107.0000	13.2000	8.2800	14.3000	264.0000	12.3000	24.1000	32.5000
163.0000	92.2000	20.5000	32.5000	6.9200	23.3000	33.7000	349.0000	1.9800	85.8000	7.3700
33.4000	27.1000	16.3000	142.0000	9.2200	106.0000	191.0000	2129.0000	10.0000	21.5000	23.9000
34.3000	13.2000	21.1000	24.8000	12.2000	25.7000	51.9000	519.0000	10.4000	23.1000	30.0000
18.6000	5.4200	20.2000	22.5000	4.4900	40.7000	62.6000	692.0000	27.4000	52.8000	61.0000
37.2000	23.1000	7.6400	22.5000	13.2000	79.1000	147.0000	1894.0000	7.3700	25.9000	27.1000
26.7000	15.7000	28.1000	334.0000	48.3000	14.1000	21.1000	906.0000	5.8800	28.4000	21.9000
142.0000	98.2000	59.4000	392.0000	44.5000	71.7000	123.0000	1762.0000	34.3000	118.0000	137.0000
52.3000	34.0000	26.9000	24.1000	5.7300	37.9000	58.8000	1459.0000	6.9800	22.1000	27.6000
31.9000	16.8000	32.2000	46.6000	15.7000	10.9000	27.4000	890.0000	18.3000	25.9000	58.8000
106.0000	68.5000	12.4000	175.0000	16.8000	12.3000	40.3000	685.0000	8.7400	28.4000	9.9100
42.6000	21.3000	20.9000	131.0000	12.1000	12.7000	31.6000	487.0000	8.5100	18.9000	20.7000
34.9000	16.4000	17.8000	18.8000	2.1500	34.6000	59.4000	445.0000	53.8000	78.4000	20.2000
31.9000	26.4000	14.1000	20.2000	4.6100	12.4000	18.9000	799.0000	7.1700	19.3000	22.3000
36.5000	20.7000	29.4000	36.5000	21.3000	2.0700	9.9100	26.7000	30.5000	50.5000	9.6500
27.6000	15.5000	27.1000	35.9000	10.6000	63.2000	95.6000	1197.0000	13.6000	17.9000	21.9000
26.2000	20.9000	22.7000	10.1000	7.4300	15.4000	37.2000	433.0000	10.8000	14.5000	8.2800
16.1000	25.0000	18.1000	34.6000	4.4900	3.5200	13.6000	704.0000	11.5000	26.9000	37.5000
34.9000	16.1000	54.2000	562.0000	71.7000	13.0000	27.6000	737.0000	9.7300	18.4000	18.9000
153.0000	82.0000	33.4000	48.7000	8.2800	11.9000	28.6000	710.0000	16.1000	47.0000	36.5000
129.0000	161.0000	54.2000	79.1000	23.5000	34.9000	70.4000	2788.0000	6.5500	7.6400	34.0000
33.4000	17.5000	23.9000	16.5000	1.0000	7.9100	21.5000	578.0000	7.5000	30.2000	24.1000
31.9000	33.4000	64.9000	474.0000	77.0000	40.3000	46.6000	1176.0000	9.2200	15.5000	12.6000
25.9000	16.7000	14.7000	217.0000	36.8000	87.4000	151.0000	2839.0000	3.4900	51.4000	2.2100
98.2000	67.9000	11.1000	79.1000	6.0400	9.5600	21.3000	470.0000	51.4000	93.1000	178.0000
55.2000	31.3000	53.3000	253.0000	50.9000	13.2000	25.5000	1176.0000	12.2000	26.2000	30.8000
25.9000	20.2000	10.4000	179.0000	17.8000	15.3000	36.8000	1155.0000	4.1400	14.2000	7.9900
45.3000	31.1000	23.1000	30.0000	12.1000	8.3500	24.6000	573.0000	9.9100	18.9000	20.7000
53.8000	31.6000	29.7000	40.0000	14.5000	57.3000	89.0000	1894.0000	13.8000	35.2000	39.6000
43.7000	34.6000	24.8000	14.7000	5.8800	28.9000	67.3000	1275.0000	22.5000	42.6000	63.8000
196.0000	113.0000	14.2000	92.2000	2.4100	11.7000	15.0000	638.0000	7.5700	22.1000	25.9000
30.8000	20.7000	28.4000	30.0000	12.7000	13.6000	16.5000	509.0000	10.6000	24.8000	18.3000
21.3000	23.5000	18.3000	85.1000	7.3700	22.5000	37.5000	466.0000	28.9000	56.7000	63.8000
34.6000	17.8000	25.7000	30.5000	4.5300	16.3000	31.6000	615.0000	8.5100	12.9000	16.8000
30.2000	17.3000	61.5000	122.0000	72.3000	9.5600	26.4000	583.0000	7.5000	22.9000	13.8000
30.2000	25.3000	56.2000	573.0000	75.0000	10.6000	23.7000	449.0000	13.2000	31.1000	38.9000
30.2000	11.8000	21.5000	25.5000	11.5000	6.7300	19.3000	204.0000	5.4700	13.2000	23.7000
132.0000	95.6000	19.1000	23.7000	11.2000	35.5000	53.3000	1144.0000	25.3000	60.4000	123.0000
49.6000	39.6000	37.5000	53.8000	13.9000	7.7700	22.1000	57.3000	21.9000	49.6000	70.4000
33.4000	16.0000	23.1000	32.2000	8.5100	29.7000	40.0000	557.0000	13.3000	9.0600	10.0000
47.0000	47.8000	15.8000	117.0000	14.7000	24.4000	36.2000	1000.0000	10.5000	37.9000	94.7000
72.3000	25.7000	13.0000	3.1600	7.9100	37.9000	115.0000	982.0000	17.0000	37.9000	41.8000
139.0000	91.4000	19.5000	70.4000	7.2300	13.0000	22.5000	414.0000	7.0400	20.5000	2.5500
33.4000	22.7000	16.5000	18.3000	11.5000	29.2000	54.2000	433.0000	16.3000	41.8000	75.0000
92.2000	79.9000	108.0000	221.0000	1084.0000	121.0000	205.0000	2503.0000	10.5000	16.0000	25.5000
32.5000	23.7000	28.1000	28.1000	22.5000	31.3000	44.9000	610.0000	18.4000	53.3000	115.0000
35.2000	18.6000	20.7000	24.1000	4.0700	12.9000	26.4000	538.0000	9.3100	27.6000	60.4000
138.0000	105.0000	2.4800	15.3000	9.4700	1.2400	5.2300	62.1000	8.5100	37.5000	26.2000
37.5000	23.1000	13.3000	292.0000	7.3000	9.3900	38.2000	1731.0000	9.3900	17.3000	25.7000
37.9000	8.6600	17.3000	33.4000	7.9100	20.2000	45.7000	2267.0000	8.2800	22.7000	14.5000
75.0000	50.9000	16.4000	29.7000	9.1400	61.0000	108.0000	1395.0000	7.3000	17.3000	40.3000
38.2000	26.2000	30.0000	27.6000	6.4900	20.2000	24.8000	509.0000	17.2000	35.2000	17.8000
26.7000	18.6000	48.7000	44.1000	3.7900	14.1000	16.3000	791.0000	7.9900	20.9000	21.9000
30.5000	22.9000	22.1000	27.1000	6.4400	59.9000	113.0000	1554.0000	2.3900	82.0000	2.0200
59.9000	47.0000	18.8000	193.0000	32.2000	10.5000	25.9000	667.0000	13.5000	32.8000	49.1000
37.9000	22.7000	35.9000	274.0000	33.1000	2.9400	16.4000	649.0000	21.5000	48.3000	41.8000
36.2000	17.5000	47.8000	160.0000	20.9000	59.4000	101.0000	1395.0000	11.7000	20.9000	20.5000
43.3000	27.1000	33.4000	30.2000	11.9000	9.7300	20.7000	215.0000	3.0500	20.9000	1.0000
45.7000	25.5000	15.8000	189.0000	8.2800	52.3000	84.3000	1420.0000	11.3000	42.9000	36.2000
31.6000	27.9000	18.6000	57.8000	13.1000	7.3700	10.5000	276.0000	6.4900	16.1000	35.2000
200.0000	95.6000	8.5800	16.4000	3.6200	36.5000	67.9000	991.0000	9.9100	22.9000	11.7000
34.9000	15.5000	23.7000	79.9000	16.1000	36.2000	57.8000	1144.0000	5.4700	19.6000	26.7000
178.0000	99.1000	14.7000	24.1000	10.2000	14.2000	15.1000	567.0000	106.0000	151.0000	30.0000
94.7000	38.2000	16.1000	211.0000	32.2000	16.0000	28.9000	538.0000	9.3900	19.6000	9.9100
24.4000	18.4000	15.7000	18.3000	3.3700	12.9000	33.1000	750.0000	8.2800	15.3000	12.3000
55.2000	55.2000	8.4300	146.0000	21.5000	13.6000	27.9000	649.0000	7.1700	21.7000	23.3000
50.9000	47.4000	20.4000	24.6000	2.0200	10.2000	28.1000	982.0000	15.8000	51.4000	77.0000
54.2000	34.3000	12.0000	139.0000	19.6000	12.3000	18.8000	621.0000	6.2600	18.8000	37.9000
41.0000	26.9000	20.0000	17.3000	7.7700	25.0000	36.5000	649.0000	11.7000	15.1000	18.8000
27.1000	27.1000	17.9000	17.5000	6.3800	6.2100	22.1000	372.0000	11.2000	25.3000	47.4000
36.5000	25.3000	26.9000	255.0000	20.4000	73.0000	154.0000	3106.0000	10.1000	38.5000	41.0000
26.9000	18.4000	47.8000	223.0000	48.3000	19.8000	41.4000	1298.0000	10.9000	31.6000	31.9000
112.0000	80.6000	22.7000	25.9000	10.3000	12.6000	30.2000	474.0000	4.1400	16.8000	16.4000
30.0000	17.6000	20.5000	24.1000	1.0700	93.1000	176.0000	3368.0000	10.2000	24.8000	51.4000
28.9000	20.9000	27.6000	34.9000	10.7000	21.7000	44.1000	1075.0000	6.8500	10.9000	32.8000
35.9000	22.3000	15.4000	157.0000	20.7000	1.2600	23.3000	17.3000	6.3800	18.8000	20.7000
207.0000	139.0000	11.8000	142.0000	19.8000	16.8000	34.6000	562.0000	9.8200	18.8000	33.7000
30.0000	33.1000	11.8000	38.5000	14.7000	6.7900	18.3000	1165.0000	7.5000	10.0000	15.1000
28.9000	15.3000	41.4000	142.0000	35.5000	16.1000	34.6000	478.0000	3.7900	24.1000	24.1000
44.9000	24.6000	20.4000	21.5000	24.8000	6.3200	22.1000	770.0000	23.5000	42.6000	75.0000
15.0000	7.0400	18.9000	237.0000	23.3000	244.0000	474.0000	5523.0000	14.3000	27.6000	58.3000
41.8000	23.1000	19.3000	158.0000	15.0000	30.5000	46.6000	483.0000	9.9100	24.1000	28.9000
31.1000	20.0000	12.1000	157.0000	15.8000	94.7000	136.0000	1046.0000	10.5000	33.7000	51.4000
26.4000	21.1000	16.8000	57.3000	8.8200	37.5000	58.8000	523.0000	4.8700	34.3000	25.9000
69.2000	37.9000	19.8000	17.0000	1.2700	28.1000	48.3000	644.0000	8.5100	29.7000	26.2000
54.7000	36.5000	7.0400	8.9000	5.4700	6.3200	4.5700	150.0000	7.1700	22.3000	6.5500
25.9000	13.3000	89.8000	422.0000	73.0000	30.2000	44.9000	661.0000	10.3000	27.6000	41.4000
31.9000	16.4000	67.3000	176.0000	23.9000	56.7000	97.3000	1263.0000	13.2000	14.3000	26.7000
49.1000	43.3000	31.1000	32.8000	17.8000	19.6000	42.2000	599.0000	4.0700	16.7000	24.4000
28.4000	20.2000	9.1400	165.0000	12.5000	13.7000	27.9000	403.0000	10.6000	20.4000	23.5000
42.6000	33.1000	28.9000	24.6000	10.6000	12.2000	20.2000	505.0000	5.9400	15.5000	4.0700
29.4000	25.5000	12.2000	75.7000	12.0000	18.9000	42.2000	2207.0000	11.8000	28.1000	22.3000
34.3000	17.6000	19.6000	20.7000	14.1000	30.2000	41.0000	313.0000	9.1400	19.5000	14.9000
33.4000	28.6000	11.4000	189.0000	14.2000	15.5000	29.4000	542.0000	8.5100	14.3000	27.6000
69.2000	54.2000	19.5000	16.3000	11.1000	11.4000	24.8000	573.0000	11.3000	27.1000	59.4000
132.0000	84.3000	23.1000	20.9000	3.2500	21.5000	34.0000	362.0000	7.3700	27.9000	36.8000
1.1400	2.1100	23.5000	19.5000	1.0000	24.1000	46.6000	973.0000	71.0000	184.0000	207.0000
25.9000	13.2000	21.9000	24.1000	21.3000	59.9000	92.2000	1370.0000	7.7700	20.7000	26.9000
33.1000	22.3000	47.4000	141.0000	39.2000	27.1000	50.5000	1000.0000	1.0000	75.0000	7.7000
122.0000	75.7000	20.5000	42.2000	6.4900	49.1000	120.0000	1322.0000	9.1400	16.0000	22.3000
78.4000	56.2000	5.3800	146.0000	8.8200	10.8000	26.2000	418.0000	21.3000	49.6000	64.9000
63.2000	50.9000	58.8000	389.0000	59.4000	21.7000	33.7000	858.0000	13.6000	24.1000	13.7000
39.6000	20.4000	14.1000	101.0000	11.8000	13.0000	22.9000	514.0000	6.6100	16.0000	33.7000
204.0000	138.0000	17.5000	191.0000	25.5000	5.5200	14.6000	914.0000	4.0300	18.8000	30.2000
22.5000	17.0000	16.7000	82.0000	18.8000	37.2000	61.5000	1186.0000	10.7000	22.7000	28.6000
40.3000	21.7000	27.1000	297.0000	26.7000	40.0000	62.1000	1055.0000	9.9100	22.7000	35.9000
235.0000	135.0000	53.3000	359.0000	53.8000	11.9000	24.8000	673.0000	24.1000	61.5000	79.1000
24.1000	13.0000	72.3000	337.0000	85.8000	1.0100	2.4400	158.0000	6.2100	15.3000	17.2000
22.5000	21.1000	23.3000	61.0000	7.6400	103.0000	255.0000	3752.0000	12.5000	25.9000	22.3000
108.0000	106.0000	38.9000	255.0000	55.2000	55.7000	87.4000	1395.0000	9.0600	39.2000	26.7000
53.3000	38.2000	30.0000	36.5000	8.8200	13.9000	23.3000	583.0000	5.6200	20.0000	23.1000
132.0000	59.9000	36.2000	160.0000	44.9000	8.6600	36.5000	359.0000	9.3900	27.4000	17.9000
94.7000	64.4000	16.3000	16.8000	9.2200	67.3000	105.0000	1981.0000	10.3000	22.5000	20.5000
151.0000	98.2000	23.1000	36.8000	1.4100	41.8000	93.9000	1554.0000	10.0000	17.5000	1.1700
112.0000	81.3000	18.9000	37.9000	12.9000	9.6500	26.4000	1395.0000	5.3300	15.1000	28.1000
120.0000	77.7000	40.0000	62.1000	28.4000	22.9000	36.8000	414.0000	12.3000	13.7000	17.5000
39.2000	34.9000	75.7000	433.0000	73.0000	11.7000	39.2000	449.0000	25.5000	51.4000	75.7000
164.0000	119.0000	13.6000	89.0000	11.5000	21.5000	40.0000	382.0000	6.7300	18.8000	17.8000
29.7000	16.7000	85.1000	274.0000	41.8000	15.0000	25.5000	523.0000	11.9000	29.2000	63.8000
44.9000	48.3000	27.9000	30.8000	19.5000	64.4000	146.0000	2091.0000	11.1000	27.6000	23.5000
20.5000	30.2000	23.1000	20.4000	3.7900	20.0000	73.0000	562.0000	30.2000	63.8000	151.0000
172.0000	90.6000	22.7000	16.3000	7.1000	70.4000	89.8000	403.0000	4.1400	22.7000	36.2000
28.1000	24.4000	14.9000	67.9000	1.5400	10.4000	13.5000	649.0000	37.5000	55.2000	14.6000
46.1000	20.2000	18.1000	81.3000	8.8200	18.3000	39.2000	567.0000	11.4000	15.7000	32.5000
147.0000	102.0000	6.0400	20.4000	10.3000	29.2000	47.4000	478.0000	5.4700	14.6000	11.4000
32.8000	28.1000	17.3000	20.9000	3.8200	100.0000	172.0000	2666.0000	31.9000	75.7000	107.0000
9.3900	18.1000	14.2000	17.6000	8.1300	11.2000	21.1000	457.0000	115.0000	184.0000	27.6000
34.9000	30.0000	40.3000	389.0000	33.7000	29.2000	81.3000	2247.0000	8.3500	12.6000	19.1000
73.7000	57.8000	8.9000	122.0000	6.0400	45.7000	58.8000	578.0000	22.1000	66.7000	62.1000
56.2000	44.5000	18.1000	20.7000	5.6200	10.7000	31.9000	403.0000	11.0000	30.5000	53.8000
101.0000	64.4000	23.1000	98.2000	15.3000	19.3000	38.2000	685.0000	16.8000	27.4000	28.9000
77.7000	43.7000	17.2000	21.5000	5.0900	12.4000	23.1000	947.0000	8.2800	20.0000	15.3000
65.5000	40.7000	17.5000	23.3000	10.0000	7.4300	19.3000	1000.0000	2.2500	64.4000	1.1200
