raf	mek	plc	pip2	pip3	erk	akt	pka	pkc	p38	jnk	cd3_cd28	icam2	aktinhib	g0076	psitect	u0126	ly	pma	b2camp
4.6434	3.5056	3.1864	4.057	4.02	3.1001	4.0656	8.0265	3.1311	3.5381	2.8736	1.002	-0.0094	1.007	0.0005	0.0116	-0.0008	0.0163	0.0106	0.0087
4.3477	3.7705	4.3554	6.0591	4.9972	3.2581	3.5439	6.0234	3.3358	3.5381	2.6362	0.9899	-0.0114	0.9917	0.0116	0.018	0.003	-0.0083	-0.0076	-0.0014
3.8544	3.0819	2.6651	3.3358	3.7209	3.9396	4.4739	7.1491	3.4308	3.8816	3.054	1.0046	0.0024	0.9954	0.0009	-0.0115	0.0067	-0.0116	0.0112	-0.0126
3.8754	3.4812	3.3142	6.1203	4.9836	2.5711	3.1224	6.6771	3.3844	3.7773	3.2504	1.0004	-0.0077	1.0059	0.0111	-0.0064	-0.0056	0.0064	0.01	0.0073
3.4243	3.4874	3.2387	4.804	3.3878	4.0656	4.8828	7.2834	3.2347	3.2958	3.3844	1.012	0.0041	1.005	0.0086	0.003	0.0024	0.0085	0.0027	0.0173
3.1612	3.1655	2.7389	2.7688	3.2027	3.5946	4.1479	7.3106	3.3707	3.8754	2.9058	0.9801	0.0056	0.9974	-0.0078	-0.004	0.006	-0.0144	0.0187	-0.0051
5.2095	5.3132	3.0301	5.7004	4.1851	3.6136	4.057	7.3639	3.4308	3.7424	2.8172	0.9978	-0.0062	0.9905	0.0031	-0.0087	-0.0003	-0.0026	-0.0017	-0.0026
3.2068	3.3534	4.2932	5.3132	4.1698	3.7842	4.3095	6.5088	3.5639	3.9259	2.4257	1.0026	-0.0116	1.0061	0.0102	-0.0069	0.0021	-0.0045	0.0065	0.0265
4.4427	3.5553	3.0253	5.2523	3.9684	2.7819	3.4935	7.3908	3.2734	3.6738	3.054	0.9986	-0.0079	1.0159	-0.0183	-0.02	-0.0126	0.0081	0.0014	-0.0089
4.5623	4.3477	3.0253	5.2933	3.918	3.2068	3.6533	5.8319	2.5665	2.4257	3.157	0.9909	0.0007	1.0095	-0.008	-0.0052	0.0133	-0.0001	0.0016	0.0016
4.5788	3.9982	2.9606	3.4626	3.9759	2.5463	3.0819	6.7488	3.3032	3.8044	3.1612	0.998	0	1.0008	0.0142	-0.004	-0.0011	0.0064	-0.0027	-0.0073
3.8754	3.5381	2.8432	5.425	3.6814	3.1612	3.5639	6.2166	3.7087	3.9627	3.4995	1.0344	-0.012	1.0043	0.0059	0.0042	0.0053	-0.0029	-0.0171	-0.0096
3.8754	3.5293	3.2958	4.6269	3.8898	3.5752	3.833	6.4831	2.4907	3.661	4.3241	0.9999	-0.0014	0.9914	0.0073	-0.0006	-0.006	0.0051	-0.0012	-0.0096
3.912	3.1001	2.7856	5.3566	3.4874	4.4819	4.8752	7.0867	3.6402	3.7842	3.1655	1.0017	0.0105	0.9923	-0.0271	-0.0049	0.0237	0.0054	-0.0129	0.003
4.4739	3.4308	3.3945	3.3464	3.0681	3.2847	3.8754	6.0684	3.5553	3.4751	3.4372	1.0038	0.0096	1.0014	-0.0044	0.0019	-0.0012	-0.007	0.0222	-0.0069
4.4344	3.6814	2.4362	5.3982	3.791	3.157	3.627	6.0234	2.4791	2.6042	2.8064	1.0118	0.0021	1.0053	-0.0013	-0.0027	-0.0078	-0.008	0.028	0.0062
3.9474	3.4078	3.9834	5.8749	4.8203	3.325	4.0431	7.3994	3.8395	4.5142	4.4898	1.0018	0.0165	0.9972	-0.0229	-0.0118	-0.0012	-0.0081	0.0051	-0.0032
4.0792	3.4689	3.1655	4.9127	3.4995	3.0397	3.7424	6.2166	3.4243	3.5115	2.9689	0.9882	-0.0078	0.9937	0.0056	0.0025	0.0084	0.0093	-0.0072	-0.0033
4.0943	3.6136	3.3604	4.5142	3.9318	3.0587	3.716	6.3491	3.4935	3.4436	2.3979	1.0132	0.0076	1.0054	-0.0024	0.0002	-0.0067	0.0057	-0.0054	0.0015
3.6687	4.02	3.3358	5.1358	3.3604	3.1987	3.2771	6.1026	3.3286	3.791	3.1355	1.0169	-0.0124	1.0138	0.0114	0.0085	0.0048	0.0013	-0.0122	0.0064
4.5065	3.8459	2.3979	6.1377	4.3554	3.0956	3.7773	6.3315	3.3032	3.2771	2.6624	1.0063	-0.0084	0.9942	-0.0019	-0.0032	0.0072	-0.0015	-0.0032	-0.004
4.3241	3.7424	2.8582	3.1655	2.9648	3.2149	3.6402	6.42	3.3142	3.6402	2.6679	0.9873	0.0002	1.0089	-0.0024	-0.0055	0.0159	-0.0165	-0.0139	-0.0004
5.2417	4.1851	3.2696	4.5065	3.627	2.6735	3.3638	7.105	3.6889	3.7424	3.1822	1.0042	-0.0212	0.9982	-0.013	-0.014	-0.0051	-0.003	-0.0027	0.0068
3.7842	3.5293	3.0106	5.2095	3.9318	3.0057	3.4995	5.9789	3.4812	3.6481	3.0204	1.0013	0.0086	0.9867	-0.0111	0.0087	0.005	-0.0039	0.0072	-0.0053
4.1851	3.8177	4.1174	5.366	3.9759	3.1091	3.1864	5.9965	2.4389	2.4907	3.1655	1.01	0.0041	1.0274	0.0002	0.0217	-0.0009	-0.0197	-0.0027	0.0053
4.5065	3.8395	2.4319	4.7707	3.2581	3.0204	3.4626	6.2344	3.4243	3.5293	3.0865	0.9736	0.0097	0.9771	-0.0158	-0.0091	-0.0046	-0.001	-0.0097	0.0049
3.7209	3.7565	3.1739	5.2883	3.8395	2.9264	3.5891	6.6333	3.3429	3.7773	2.9307	0.9784	0.009	1.0011	0.0108	0	-0.0019	0.0066	-0.0083	-0.0092
4.0877	3.7424	4.057	6.2086	4.6511	3.4563	3.7424	6.3135	3.3945	3.9318	3.1179	1.0027	0.0167	0.9943	0.004	0.011	0.0134	0.0114	0.0055	-0.0002
5.1761	4.4898	3.157	3.5293	3.2068	3.45	3.6687	6.0497	2.3979	2.3979	2.8356	1.0238	-0.0107	1.0111	0.0034	0.0019	-0.0034	0.0111	0.0086	-0.0145
4.4031	4.1092	4.0724	4.6357	4.1851	2.9912	3.6481	6.2442	3.1001	3.0445	2.4732	1.0032	-0.009	1.0177	0.0065	-0.0034	-0.0136	-0.0027	-0.0145	-0.0188
4.332	4.05	3.5496	4.9127	4.0792	3.5115	4.0877	6.5265	2.3979	3.0253	2.5424	1.0174	-0.0058	1.0075	0.0021	-0.0004	0.0218	0.0062	0.0012	0.0039
4.14	3.2027	3.157	5.0689	4.0128	3.2387	3.5695	5.9789	3.4626	3.4812	3.2308	1.0003	0.0032	1.0021	-0.0034	-0.0115	-0.0195	0.0137	0.0024	0.009
4.8903	3.6217	2.9307	5.649	3.5115	3.8111	5.0239	7.5517	3.6082	4.05	2.679	1.0035	0.0009	0.9971	-0.004	-0.0009	0.0139	-0.0046	-0.0089	-0.0113
4.05	3.4812	2.8136	5.6131	3.6738	2.7453	3.6082	6.8287	3.157	3.4626	3.3286	0.9935	-0.0001	1.0058	-0.0016	0.0115	-0.0083	-0.0162	0.0052	0.0055
3.45	3.3358	2.3988	6.5624	4.1851	3.4626	3.7773	6.1463	3.45	3.4243	2.8064	0.9935	-0.0048	1.0034	0.024	0.0044	0.0025	0.012	0.0222	0.0241
3.9551	3.157	3.5115	3.8111	3.5946	3.3178	3.8177	6.4739	3.4689	3.7424	2.9307	0.9973	0.005	0.9936	-0.0094	0.0106	0.0049	0.013	-0.002	-0.0113
2.9781	3.2619	3.2229	5.5094	3.5553	3.157	3.5553	5.7366	3.4874	3.3069	2.4749	1.0017	0.0118	1.0205	0.0025	0.0066	0.0118	0.0046	0.0147	0.0011
3.661	3.45	3.918	5.9349	4.7958	3.4689	3.7977	5.9454	3.4144	3.6687	2.7751	0.9923	0.0135	1.0013	0.01	-0.012	0.0026	0.0078	0.0019	-0.0044
4.6434	3.9982	3.1311	5.425	3.5807	3.3429	3.8959	6.0591	3.4308	3.5639	2.8662	0.9819	-0.0076	1.0162	-0.0043	-0.0027	0.0005	0.0132	0.0051	0.0041
4.3795	3.4308	3.035	5.1358	3.8265	2.8547	3.1612	6.1377	3.8691	3.8265	3.2696	1.0101	-0.0033	1.0113	0.0118	-0.0066	0.0143	-0.018	0.0003	-0.0064
3.9474	3.2027	3.7773	6.2166	4.7274	3.8395	4.2542	5.7961	3.6028	3.5439	2.8582	0.9923	0.0137	1.0031	0.0078	-0.0028	-0.0067	0.009	-0.0082	0.015
3.091	3.4436	3.4078	4.5142	3.3032	3.0007	3.5496	6.1549	3.6136	3.8959	2.956	1.0066	0.0188	1.0049	-0.0081	0.0111	0.0009	-0.0273	-0.0018	0.0158
3.716	3.5234	2.9867	5.2417	3.8044	4.3095	5.0304	6.9266	3.3069	3.4012	2.6679	1.0094	-0.0047	0.9884	0.0024	0.0029	0.0135	0.0099	0.0095	-0.0019
4.2781	3.6939	3.1485	5.3706	3.4308	4.057	4.4188	6.9537	3.5553	3.6687	2.4639	0.9918	-0.0017	1.0093	0.0005	-0.0163	0.0022	0.0054	-0.0328	0.0055
3.2149	3.2884	3.0865	4.7622	4.0431	3.2771	4.0724	6.3578	3.4563	3.7635	2.9392	1.019	-0.013	1.0058	0.0074	-0.013	0.0214	0.0056	0.0005	0.0033
3.7842	3.5056	3.0253	5.3375	3.6481	3.2229	3.6889	6.8112	3.3178	3.4436	3.0106	1.0081	0.015	0.986	-0.0122	-0.0011	-0.0085	-0.0004	0.0055	-0.0064
4.372	3.3776	2.9689	5.7004	3.5752	3.0204	3.2504	6.0497	3.3358	3.2734	3.1442	1.0078	0.0123	1.0044	-0.0029	0.0035	0.0094	-0.0154	0.0011	-0.001
4.1092	3.4243	2.8854	5.0304	3.3464	3.8459	4.538	6.9354	4.0055	4.3241	3.5439	0.9884	-0.0014	1.0202	-0.0079	0.0071	-0.0224	-0.0077	-0.0091	-0.0131
3.8898	3.6136	2.6851	2.7997	3.1442	3.0681	3.8959	6.1549	3.2581	3.4012	2.8467	0.9939	0.0164	0.9985	-0.004	0.0115	-0.0016	0.0139	0.0138	0.0081
4.587	3.5381	3.091	5.4596	4.1775	3.5752	4.459	7.2563	3.8754	4.1174	3.1179	0.9873	-0.0035	1.0146	0.0225	0.0132	0.0079	-0.0009	-0.001	-0.0085
4.7622	4.162	3.4751	4.7362	2.3979	3.0681	3.3429	6.2785	3.45	3.5381	2.9307	0.9977	0.0097	0.989	0.0096	-0.005	-0.0017	-0.0122	0.005	0.0016
4.1698	3.6217	3.1905	5.4931	3.9759	2.7486	3.1001	6.3936	3.4372	3.6136	2.9058	0.996	-0.0007	0.9939	-0.0063	-0.0044	0.0042	0.0172	-0.0061	-0.012
3.0155	2.679	2.914	4.7536	3.6939	2.7233	3.45	7.0867	3.4563	3.918	3.0301	1.0092	0.0223	0.9984	-0.0038	0.0138	-0.0116	0.0094	0.0008	0.0007
4.2471	2.9058	3.0634	4.1174	3.4935	4.1255	4.6923	6.9801	3.3945	3.8044	3.5234	0.9946	0.0139	1.0004	-0.0095	-0.0008	0.0078	0.0038	0.0049	0.0033
4.7095	3.5639	3.035	4.2002	3.833	3.6939	4.7875	7.4442	3.1612	3.6889	3.0204	1.001	-0.0009	1.0024	0.008	-0.0076	-0.0091	0.0006	0.0068	-0.0071
3.2027	3.661	2.8391	4.1479	2.772	2.8854	3.3032	6.1203	2.9183	3.6738	3.2347	0.9988	-0.0086	0.9923	0.0057	0.0025	0.0151	-0.0123	-0.0201	0.0167
5.0304	4.3477	3.054	6.5709	4.6597	2.5424	3.4078	6.5088	3.1905	3.4812	2.3988	0.9842	0.0107	0.9921	0.0035	-0.0059	0.0057	-0.0225	0.0021	-0.0045
4.6681	3.6814	2.7517	4.9127	3.4626	3.8544	4.1558	6.9266	3.5946	3.8898	3.091	1.0138	-0.0009	1.005	0.0011	0.0058	-0.0031	-0.0025	0.0059	0.0016
4.7274	4.6032	3.1485	5.1761	3.9908	3.3429	3.5056	6.2344	2.3979	2.4015	3.0253	1.0155	-0.0126	0.9935	0.0156	0.013	-0.0129	0.018	-0.0094	0.0079
3.8395	3.3286	3.0007	4.6269	3.6028	3.8265	4.1479	5.8051	3.7977	4.0877	3.054	1.0019	0.0138	1.0061	0.0029	-0.012	0.0102	0.0196	-0.0038	0.023
4.3399	4.5142	3.3844	5.4072	4.8752	2.7619	2.8208	5.6664	3.2958	3.912	4.1026	0.9972	-0.0063	1.0072	0.0124	-0.0024	0.0002	-0.0138	0.001	0.0069
4.3095	3.8111	3.45	3.3178	2.4415	3.5695	3.791	5.8141	3.5293	3.8607	3.1822	0.9964	-0.0105	0.9919	0.0128	0.0018	0.0078	-0.0069	-0.0211	0.0067
4.7875	3.7842	2.5209	2.6967	7.1585	3.5115	3.635	6.2442	3.45	3.5115	3.2068	1.0011	0.0092	1.0027	0.007	0.0017	-0.0049	-0.003	0.0136	-0.0033
3.4995	3.6939	2.9957	6.0234	4.4509	3.5175	3.8395	5.989	3.3878	3.7773	2.8064	1.003	0.0064	0.9903	-0.0087	0.0085	0.015	0.0068	0.0038	-0.0195
5.0434	3.7495	3.3358	4.7536	3.7087	2.6412	3.2387	6.6859	3.6939	3.918	3.157	0.9924	0.0068	0.9957	0.0091	0.0153	-0.009	0.0071	-0.0191	-0.0155
4.0724	3.3069	2.8356	3.7565	4.6191	3.4243	3.9627	5.8579	4.0055	4.3095	3.3464	1.0115	0.0012	0.9998	-0.008	0.0073	-0.0046	-0.0065	-0.007	-0.0094
3.3604	3.1485	2.6651	5.8916	3.3286	2.9183	3.4078	6.2519	2.6064	2.3988	2.4159	1.0063	0.0163	1.0054	0.0162	-0.0034	0.0017	0.0003	0.0002	-0.0143
4.3095	3.716	2.5749	5.3891	3.5891	3.6481	3.7773	5.7526	3.5752	3.7281	3.3844	1.0144	0.014	0.9971	-0.0014	0.005	0.0055	0.0077	-0.0137	-0.0119
3.8111	3.3707	3.1485	5.366	3.4012	2.8775	3.0253	6.1654	2.7587	3.2581	2.8208	0.9823	-0.0119	1.0088	0.0017	-0.0116	-0.0036	-0.0074	0.0085	0.0172
3.6814	3.4935	3.6814	4.0792	3.6533	3.1135	3.1655	6.6771	3.2958	3.2149	3.0057	0.981	-0.0035	0.9818	-0.0073	-0.0023	0.0036	0.0059	0.0176	0.0083
4.14	3.1864	3.1091	4.9558	3.7635	3.9627	4.684	6.6333	3.5496	3.9908	3.6738	1.0048	0.0011	1.0001	-0.0217	-0.0127	0.0121	-0.0015	-0.001	-0.0024
3.7842	3.325	3.4308	5.553	3.7705	2.6933	3.157	6.6241	3.6028	3.8395	3.2308	1.0058	0.0088	0.9886	-0.0065	0.0091	-0.0058	-0.0047	-0.009	0.0215
3.9684	3.1987	3.1822	4.1092	3.5381	3.7495	4.1026	5.8749	3.4308	3.8044	2.6391	0.9949	0.0074	0.997	-0.0063	0.0027	0.0186	-0.0057	0.0036	-0.0093
3.7705	3.6217	4.1558	4.2092	3.7495	3.9908	4.6511	7.5337	3.157	3.6814	3.2465	1.0067	-0.0083	1.0049	0.0023	0	-0.0164	0.008	-0.011	0.0076
4.7958	3.8754	3.2619	5.6131	4.3241	3.5553	3.7635	6.1026	2.3979	2.6283	2.7173	0.9946	0.0037	0.9941	-0.0161	0.0152	0.005	-0.0018	0.007	-0.0015
4.5465	3.6939	3.157	5.193	3.9474	3.0493	3.5553	6.1026	3.4874	3.8177	3.035	0.9935	-0.0041	0.9997	-0.0006	-0.0011	0.0102	-0.0056	0.0255	-0.0048
3.8691	3.4308	3.1311	4.5951	3.3844	3.6738	3.8816	5.366	3.8754	4.0271	3.0819	0.9896	-0.0026	0.9892	0.0009	-0.0125	-0.0101	-0.0015	-0.0018	-0.006
4.3095	3.791	2.8898	5.5013	3.5293	3.4812	3.8607	5.7714	3.4078	3.4874	2.9476	1.0019	-0.0053	1.0184	-0.0026	0.0028	-0.0082	-0.012	-0.0013	-0.0157
3.9982	3.4689	2.4362	5.7621	3.6533	3.4812	4.7185	6.9177	3.6402	3.8691	2.8937	1.016	0.0048	1.0163	-0.0064	-0.0037	-0.0002	-0.002	-0.013	-0.0151
3.8459	3.4243	3.5293	4.036	2.4213	3.2189	3.6402	6.3767	3.45	3.6889	3.0253	1.0134	0.0089	0.986	-0.0019	-0.0069	-0.0039	-0.0188	-0.0125	0.0044
4.7958	3.9684	2.8172	5.4848	3.7013	3.6082	3.6402	5.8319	3.2581	3.4563	2.9434	1.0292	-0.0129	0.9841	-0.0028	0.0025	-0.0053	0.01	-0.009	0.0022
3.9627	3.2696	2.5072	5.6384	3.3286	2.9476	3.5175	6.3063	3.6136	3.9318	3.1864	1.0049	0.009	1.0025	0.0138	0.0112	0.0156	-0.0006	0.0022	0.0018
3.1135	3.7424	2.8285	5.5373	3.6082	3.035	3.4812	5.9349	2.8547	3.2504	3.1355	1.0004	0.012	1.0014	-0.0016	0.0125	0.0213	0.0102	0.0158	-0.0149
3.6402	3.7013	2.5408	5.5175	3.2504	2.7856	3.3776	6.6859	3.4012	3.9627	2.5749	0.9908	0.0015	0.9872	-0.006	-0.0086	0.0033	0.0059	0.0031	0.0133
4.538	4.4427	3.2149	5.2679	3.6481	3.5115	3.9551	6.0845	3.7565	3.9318	3.0865	1.0016	0.0037	1.0072	-0.0171	-0.0009	0.012	-0.0052	-0.0042	-0.0034
4.5788	3.8959	4.1851	5.7366	4.804	3.2619	3.8959	7.6857	3.2027	3.2229	2.5817	0.9827	-0.0086	0.9903	0.0034	0.0021	-0.0025	0.003	-0.0088	-0.0109
3.6738	3.6814	3.2958	5.7961	4.1698	3.7635	4.0128	5.9713	3.3429	3.3534	2.8976	1.0175	-0.0081	1.018	0.0018	-0.0062	-0.0193	-0.0178	0.0034	0.0036
4.0792	3.4812	3.0106	5.1591	3.9259	3.3069	3.6136	6.0591	3.4874	3.5056	2.8622	0.9989	0.0003	0.99	0.0113	0.0118	0.0088	-0.0138	-0.0008	0.0072
4.8828	4.5549	4.0271	5.4161	4.02	3.4177	3.8265	6.3767	3.6082	3.4874	3.0493	0.9864	0.0044	0.9934	0.0128	-0.0062	0.0124	0.0052	0.0024	0.0086
3.6402	3.325	2.4749	5.4596	3.4436	3.3534	3.7773	5.717	3.7209	3.9259	3.4243	0.9745	-0.001	1.0038	-0.0078	0.001	-0.0034	0.013	-0.0149	-0.0063
3.3776	3.3069	2.7173	3.091	3.45	3.1135	3.6939	6.2005	3.3286	3.5115	3.1987	1.0044	0.0207	1.0069	-0.0127	0.0208	-0.0025	-0.0069	0.0054	0.0006
2.6137	3.0397	3.2347	4.2092	3.2958	2.8285	3.4177	6.1738	2.5487	2.3988	2.6596	1.0017	-0.0063	0.9988	0.013	0.0131	0.0085	0.0003	-0.0108	0.0013
3.5695	2.4204	3.2189	5.4765	4.2471	3.1987	3.5639	5.6312	3.6217	3.8265	3.627	1.0063	-0.0027	0.9963	-0.0073	-0.004	0.0213	0.0128	0.0112	-0.0075
3.7209	3.4874	3.5807	5.7714	4.0431	4.3095	4.9767	7.8022	3.4812	3.6814	3.2189	0.9844	-0.0039	0.9959	-0.0008	0.0082	-0.0118	0.014	-0.0005	-0.0135
3.2847	2.7331	2.9606	5.124	4.1255	2.7357	3.4308	6.8906	3.3429	3.6814	2.8622	0.9885	-0.0115	1.0022	0.002	-0.0003	-0.0115	-0.0056	-0.0226	0.0118
4.4031	3.3844	4.02	6.1821	4.7707	3.8754	5.0689	7.2923	3.6082	3.9396	2.9689	0.9951	0.0216	0.9982	-0.0091	0.0055	0.0138	-0.0068	-0.0019	0.0109
3.8607	3.0106	2.7819	5.0938	3.6889	3.3178	3.7209	6.1203	3.325	3.4243	3.2068	1.0162	-0.0025	0.9983	0.0019	-0.015	-0.0003	-0.0009	0.0131	0.0025
2.5997	2.4397	3.3878	4.4188	3.6533	4.132	4.852	7.4265	2.9349	3.2734	2.8736	1.0043	0.0155	1.0018	-0.0088	-0.01	-0.0138	0.0123	0.0142	-0.0107
3.8044	3.4436	3.5807	7.0783	5.3279	3.716	3.9551	5.7714	3.4243	3.5496	3.0397	1.0061	0.0004	1.0117	-0.0051	-0.0078	0.0014	0.0099	0.0003	-0.0087
3.5234	3.325	2.5863	2.4613	2.6624	3.6939	4.0943	5.6733	3.4243	3.6217	2.5408	0.9906	-0.0232	1.021	0	-0.0036	0.0154	0.0115	-0.0063	0.0027
3.5946	3.6687	2.5997	6.0845	3.9318	3.5496	3.7353	6.0497	3.3032	3.716	3.0865	1.0016	0.0163	1.0119	-0.008	0.0079	-0.0106	0.0074	-0.0068	-0.0143
3.3069	3.2504	3.3945	5.5255	4.2312	4.0877	4.5142	7.1317	2.4415	2.7587	2.7081	0.9916	0.0063	1.0032	0.0067	-0.0006	0.002	-0.01	-0.012	-0.014
4.4272	3.5639	2.7206	5.2364	3.8111	2.8937	3.8959	6.9893	3.5115	3.912	3.157	0.9961	-0.0104	1.0054	-0.0008	-0.0034	-0.0135	0.0024	0.0038	-0.0065
4.3162	3.5115	3.1355	5.5452	3.7281	3.5175	4.2627	6.1463	3.3032	3.791	2.9867	1.005	-0.0018	1.0021	-0.0131	-0.0163	-0.0068	0.0023	-0.0005	-0.0025
4.1558	3.1987	4.0271	4.6756	4.3399	3.2229	3.4874	5.9189	3.4874	3.2734	2.6651	0.9919	-0.0112	1.0085	-0.0167	-0.0034	-0.0099	0.0221	-0.0059	-0.0027
4.0877	3.5175	2.772	3.4177	3.635	3.0634	3.1822	5.9713	3.2308	3.6814	2.8391	1.0176	0.0165	1.0013	0.0139	-0.0093	-0.0086	-0.0025	-0.0029	0.0011
2.4292	2.9349	2.9434	5.118	3.7705	3.8754	5.1358	7.3192	3.5807	3.8459	3.1135	0.9823	0.0079	1.0142	-0.004	0.0066	0.0201	0.0012	0.013	-0.0088
4.1092	3.2229	2.8391	4.4509	4.057	2.5665	3.1612	6.5177	3.4812	3.7842	2.7389	1.0057	0.0119	0.9871	0.0054	0.0023	-0.019	0.0065	0.0039	0.0074
3.5496	2.9781	3.3707	5.8579	4.285	4.1851	5.5452	6.9622	3.9396	4.05	3.1442	0.9838	0.0012	1.0029	-0.0102	-0.0122	-0.0115	0.0089	0.0282	0.0072
4.5706	3.5891	3.054	4.8598	3.4563	2.772	3.2696	6.5439	3.661	3.7773	3.2149	1.0092	0.0033	0.9861	0.0069	0.0291	-0.0006	-0.0092	-0.0183	0.0011
3.8044	3.0681	3.5695	5.8051	4.4104	3.3032	3.9551	6.4297	3.2696	3.5439	3.091	0.992	0.0003	0.9922	-0.0018	0.0121	0.0069	0.0111	-0.005	0.005
4.2542	3.2771	2.81	5.1648	3.2958	3.1224	4.0792	8.2236	3.5695	3.8607	3.2847	0.9848	-0.0025	1.0075	-0.0162	-0.0384	-0.0061	-0.0057	-0.0021	-0.0061
4.162	3.6217	3.3844	5.7621	4.1927	3.7353	4.1775	6.82	3.2619	3.9759	3.2308	1.0001	0.0073	0.9907	-0.0018	0.0024	0.0084	0.0094	-0.0032	0.0187
4.2239	3.6533	3.2771	4.92	3.904	2.6933	3.2504	6.42	2.6624	3.1987	2.438	1.0089	-0.0043	0.9975	-0.0007	-0.0067	0.0162	-0.0016	0.0017	0.0001
4.3241	3.2884	3.0057	4.2092	3.2734	3.4751	3.912	5.7268	3.5807	3.8754	3.0007	0.9972	0.0043	1.0146	0.0027	-0.0057	0.0067	-0.0022	0.0052	0.018
4.3477	3.4243	2.7298	6.3578	4.3162	3.8177	4.5065	6.9088	3.2347	3.3707	3.0007	0.9911	0.0053	0.9899	-0.0066	0.0042	0.0103	-0.0007	-0.0012	0.0138
4.7791	3.7353	3.4751	5.0999	3.9259	3.1046	3.4144	6.4378	3.4144	3.8607	3.2149	1.0051	-0.0093	1.0028	-0.0029	-0.0047	-0.0026	0.011	-0.0117	-0.0151
4.92	4.3631	2.9781	2.7453	3.8044	3.1612	3.833	6.1903	3.3776	3.5115	2.9648	0.9955	0.002	0.9982	-0.0002	0.0005	0.0026	-0.0224	0.0225	-0.0079
4.8283	3.8691	3.45	4.3631	3.5639	3.2958	3.8754	5.656	3.4372	3.716	2.7587	1.009	-0.0023	1.005	0.0144	0.0057	-0.0066	-0.0053	-0.0067	-0.0018
3.4436	3.157	3.8395	4.2781	4.0656	2.9349	3.7013	5.9713	3.7087	3.904	2.4866	0.9914	0.001	1.0052	-0.0085	-0.0025	-0.0201	0.0036	0.0327	0.0047
3.1987	3.3638	2.7421	3.0253	3.0865	3.6814	4.0271	6.2615	2.4042	3.8544	2.714	0.9888	-0.0068	1.0101	0.0057	-0.0098	-0.0023	-0.0159	0.0049	-0.0118
4.2002	3.5175	2.8467	4.8978	3.8544	3.6939	4.2166	5.6904	3.4436	3.7773	2.6159	1.0101	-0.0041	1.0006	0.0151	-0.0046	-0.001	0.0187	0.0039	0.0162
3.5946	3.3878	2.4706	2.9912	2.9912	3.4243	4.0724	6.8638	3.4078	3.5293	2.6546	0.9926	-0.0068	1.0115	0.0004	0.0092	0.0045	-0.0062	-0.0026	-0.0127
2.9648	2.7751	3.7977	4.5788	3.6402	3.3878	3.7353	5.717	3.6738	3.8459	3.0865	1.0049	-0.0012	0.9901	-0.0112	-0.0246	0.012	0.0064	-0.0086	0.0049
3.1398	3.3032	2.6933	3.3707	4.3095	3.035	3.3429	5.9532	3.2387	3.5946	2.5424	1.0126	-0.0043	1.0093	-0.0028	-0.0119	-0.0121	-0.0017	-0.0095	-0.0002
4.2932	3.6402	3.5752	4.5065	4.1775	3.2465	3.4078	6.3226	3.4308	3.791	2.956	0.9779	0.0167	0.9826	-0.0038	0.0085	-0.003	0.0036	0.0119	-0.0126
4.0656	3.5056	2.9349	4.9416	3.1822	3.1739	3.5752	5.9532	3.5175	3.6082	3.1822	1.0032	-0.0036	1.0045	-0.0088	-0.0084	0.0259	-0.0109	0.0109	-0.0046
3.7281	3.2847	3.1822	3.8544	2.6333	3.0819	3.6889	6.0162	3.5752	3.7353	3.3945	1.0086	0.0023	0.9866	-0.0243	0.0086	0.003	0.0156	0.0063	0.0061
3.7353	3.5439	3.1864	5.1533	3.5056	3.8544	4.5465	7.355	2.6093	2.4141	2.8622	1.0122	-0.0046	0.9971	0.0061	0.0133	-0.019	0.0062	-0.0151	-0.0061
3.9318	3.3142	3.1864	5.3566	3.833	4.1698	4.6032	7.346	3.4372	3.7705	2.8662	0.9966	-0.0015	1.0021	0.0206	0.0015	-0.0054	0.0005	-0.0017	-0.0047
3.2884	3.325	2.7587	4.9127	3.7635	3.1697	3.4308	5.6836	3.716	3.9551	3.1179	1.0023	-0.0191	1.0029	0.0072	-0.0197	-0.0118	0.0089	-0.0088	0.0048
3.9982	3.1135	2.7389	4.804	3.627	2.9392	3.2387	6.0064	3.0773	3.4144	2.7856	1.0038	0.0072	1.0006	0.013	0.0004	0.008	0.0155	0.0114	-0.0208
2.3979	3.0301	2.3988	2.4432	2.7298	3.1046	4.2092	7.6411	3.1822	3.7495	3.0301	0.9956	0.0131	0.997	-0.0051	0.0073	-0.0027	0.0048	-0.0168	0.0112
3.3878	2.7517	2.3979	5.6904	3.5639	3.8691	4.3399	6.7214	3.8459	4.0877	3.1442	0.995	-0.0085	0.9867	-0.0107	-0.0038	-0.003	-0.0016	0.0162	0.0145
3.6028	3.3638	2.5281	3.4372	3.4689	2.914	3.2347	5.8833	3.3604	3.5056	2.956	1.0069	-0.008	0.998	0.0082	0.006	0.0088	-0.015	0.0094	0.0107
3.7842	3.5553	2.9264	5.0999	3.8177	3.661	3.8607	6.2005	3.661	3.9834	3.157	0.9927	-0.0122	1.0097	0.0148	-0.0055	0.0036	-0.0038	-0.0073	-0.0157
4.4344	3.8265	3.157	5.204	4.1174	2.7619	3.5381	5.7961	3.635	3.918	3.0865	0.9985	-0.0058	0.9818	0.0106	0.0024	0.0021	-0.0044	-0.0031	0.0038
