raf	mek	plc	pip2	pip3	erk	akt	pka	pkc	p38	jnk	cd3_cd28	icam2	aktinhib	g0076	psitect	u0126	ly	pma	b2camp
69.8	22.3	15.8	35.2	9.56	9.56	31.6	965	14.6	28.4	8.98	0.9984	0.0155	1.0183	-0.0058	-0.0009	0.0091	-0.0087	-0.0025	-0.0188
85.1	27.6	17.9	168	12.5	15.3	38.9	519	26.9	36.5	7.7	0.9877	-0.0004	0.9978	0.0173	0.0055	0.0023	0.0029	0.0048	-0.012
120	48.3	26.2	322	102	8.43	16.3	679	31.1	38.5	11.8	0.9956	-0.0024	1.0128	0.0023	0.0059	-0.0003	-0.0032	-0.0094	-0.0044
151	44.5	41.8	63.2	75	16	24.6	403	31.3	29.2	25.5	1.0041	-0.0053	0.976	0.0005	0.0068	-0.0066	0.0081	-0.0001	-0.0047
120	99.1	11.5	59.9	25.9	29.2	44.5	346	25	38.5	6.44	1.002	-0.0077	0.9928	0.0041	0.0014	-0.0069	-0.0003	-0.003	-0.0131
131	115	10.3	135	55.2	9.91	19.8	599	12.3	9.39	14.7	1.0021	0.014	0.9951	0.0151	-0.002	-0.0077	0.0107	0.0013	0.001
133	57.3	15	223	44.9	14.3	23.3	385	16	25.7	13.3	0.9907	0.0017	1.0116	-0.0049	0.0155	-0.0122	0.0061	-0.0186	0.0095
106	35.5	21.1	209	42.6	24.6	88.2	3960	13.5	15	1	0.998	-0.0103	0.996	0.005	-0.0028	-0.0061	-0.0095	0.0028	-0.0017
22.9	17.9	10.2	85.8	53.8	52.8	86.6	813	10.8	10.1	2.33	0.9998	0.009	0.9833	0.0144	0.0149	-0.004	0.0114	0.0158	-0.0177
35.9	16.8	10.8	165	30.5	12.6	12.3	248	9.73	13.3	10.5	1.0073	-0.0067	0.9972	0.0009	0.0073	0.001	-0.016	0.0084	-0.0007
47	44.9	15.7	26.2	41	15.7	30	389	20.9	23.1	11.3	1.0007	0.0017	1.0124	-0.0077	0.0038	-0.0076	0.0085	-0.0086	0.0023
38.9	26.9	26.9	31.6	47	26.7	61	1144	17.5	34	1	0.9995	-0.001	1.0008	-0.0096	-0.0011	-0.0026	0.001	-0.0152	0.0014
54.7	28.4	12.6	250	30.5	24.6	35.2	389	13.1	32.8	11.5	0.9895	0.0067	1.0067	-0.0099	-0.0091	-0.0006	-0.0014	0.0067	0.0267
46.6	20.4	34.3	262	63.8	11.3	23.7	255	13.2	20.5	4.26	0.9921	0.0029	0.9818	0.009	0.002	0.0191	-0.002	-0.0155	0.0048
78.4	32.8	9.65	200	49.6	23.9	31.9	211	13.8	14.2	11.4	0.987	-0.0014	0.9916	0.013	0.0036	-0.0013	-0.0065	-0.0053	-0.0218
49.1	24.8	10.9	28.9	20	41	78.4	1009	13.3	23.7	10.3	0.9995	-0.0041	0.9905	-0.0041	-0.0135	-0.0007	0.021	-0.0049	-0.0195
59.4	18.3	16.8	28.9	11.8	34.6	46.1	375	17.8	23.9	14.3	0.9983	0.0007	0.985	-0.0107	0.0118	-0.0015	-0.0092	0.001	-0.0112
109	38.2	4.1	198	25.3	6.32	8.66	791	31.9	37.5	4.29	1.004	-0.0168	0.999	0.0136	-0.0059	-0.0195	-0.0051	0.0168	-0.0135
78.4	76.4	5.78	2.23	1.12	5	10.8	594	18.1	17.6	13.8	0.9989	0.0036	0.9879	-0.0057	-0.0074	0.0026	0.0036	-0.011	-0.0049
39.2	12.3	13.2	129	32.5	10.5	27.4	644	43.3	70.4	17.5	0.9867	0.0173	1.008	-0.0094	0.0294	0.0017	-0.0029	0.0021	-0.003
89	34.9	7.57	294	50.9	4.83	19.1	649	40.3	65.5	23.3	0.9907	0.0055	1.0027	0.0199	-0.0124	-0.0146	-0.0083	0.0118	0.008
74.3	17.8	13.1	21.9	24.6	6.85	21.3	661	10.9	15.1	2.69	1.0001	-0.0033	0.9993	0.0035	0.0118	0.0028	-0.0017	-0.0078	-0.0197
47.4	22.9	26.7	30.5	37.2	3.75	26.2	281	14.3	37.9	2.71	0.9942	0.0014	1.012	-0.0172	0.0162	-0.0027	-0.0011	0.0301	0.0014
60.4	24.8	13.3	18.6	53.3	9.06	31.3	500	22.7	15.3	7.77	0.9882	0.0174	0.9953	-0.0212	0.0094	-0.0128	-0.0081	0.0031	0.0081
80.6	20.9	21.9	15	2.13	26.7	37.5	414	12.7	17.5	5.19	1.0137	0.0015	0.9934	0.01	-0.0056	-0.0041	0.0011	0.001	0.0177
21.5	18.1	11.9	28.9	12.7	12.3	21.9	305	6.32	2.48	7.91	1.0124	0.0136	0.996	0.0051	-0.0086	0.0019	-0.0006	-0.0074	-0.0104
189	61	32.8	85.1	87.4	4.66	10.9	947	14.1	13.1	1.84	0.9987	-0.0104	1.0126	-0.0062	-0.0083	0.0083	-0.0065	0.0092	0.0033
31.6	16.8	39.6	340	85.8	49.6	84.3	1446	16	19.8	8.82	0.9976	0.0012	0.9984	-0.0091	-0.0042	-0.0014	0.0074	0.0046	0.0084
115	36.8	1	433	38.5	6.1	23.1	528	16.5	30	6.98	1.0238	-0.0014	0.9922	0.0016	0.0072	-0.0049	-0.006	0.0046	-0.0004
114	59.4	19.6	10.3	105	36.5	75.7	1075	2.37	2.29	8.98	0.9867	0.0124	0.9947	-0.0113	0.0012	0.0057	0.0139	0.0114	-0.0046
17.9	25.3	12.1	64.4	25.3	13.3	26.9	422	12.6	27.4	4.78	0.9881	-0.0071	1.0118	0.0079	-0.0037	-0.0067	0.0126	0.0284	0.0102
39.2	14.5	12.6	274	53.8	10.4	10.8	717	15.4	31.3	13.7	1.0017	0.0018	1.0113	0.0054	0.0025	0.0019	-0.0057	-0.0206	-0.0103
126	142	19.1	163	15.1	26.9	38.9	583	1.72	13.1	12.3	1.0032	0.0026	0.9978	0.0109	0.0099	-0.0084	0.0134	0.0149	-0.0052
35.9	22.7	18.4	95.6	16	23.5	45.3	382	22.5	28.6	16.5	0.9877	0.0069	1.0027	-0.0029	0.0123	-0.0102	-0.0188	-0.0109	0.0019
207	56.7	13.9	137	13.3	53.3	122	1197	21.7	39.2	14.5	1.015	-0.0069	0.9977	0.0018	0.0088	0.0004	0.0073	-0.004	-0.0043
62.1	27.6	23.5	49.6	38.5	24.4	57.3	947	20.5	10.6	14.6	0.9986	0.0061	1.0088	0.0119	-0.0168	0.0241	0.0033	0.0026	-0.0092
101	39.2	6.21	207	21.9	18.8	28.1	365	20.2	31.6	13.2	0.988	0.012	0.9993	-0.0104	0.0185	0.0002	0.0007	0.0088	0.0094
15.1	14.7	6.32	8.28	16.4	17.2	22.9	407	15.1	22.9	4.07	1.0077	0.001	0.9937	0.0097	-0.0027	0.0067	0.0184	-0.0123	0.0014
105	105	11.4	142	45.7	15.5	35.2	649	2.79	1.01	3.28	1.0013	-0.0023	1.0116	0.0193	0.0058	0.0144	0.0013	0.0056	0.006
62.6	33.4	11.7	119	44.5	24.6	52.8	2969	13.8	21.7	4.66	1.0127	0.0158	1.0141	-0.0154	-0.0021	0.0001	0.0113	0.0106	-0.0262
30.5	27.9	24.6	34.9	13.6	12.7	67.9	123	12.2	15.1	9.47	0.9877	-0.0146	0.9974	0.0031	-0.0015	0.0109	0.0071	0.012	0.0008
5.99	19.3	7.57	215	35.2	30	31.9	297	16.8	18.6	6.26	0.9938	0.0065	0.9893	-0.013	-0.0106	-0.0048	-0.0037	0.0023	-0.0074
8.82	4.96	25.5	7.77	42.6	21.1	31.1	396	54.7	147	69.8	0.9799	0.0034	1.0088	-0.0032	-0.0212	0.01	-0.0117	0.0142	0.003
37.2	20.9	11	143	29.2	2.81	25.7	704	27.6	34.6	8.98	1.0073	-0.0085	0.9918	-0.0058	-0.0207	0.0118	-0.0037	0.0034	-0.0074
16.3	9.47	9.47	25.7	24.8	12.4	22.9	271	30.8	31.1	17.2	0.9947	0.0086	0.9892	-0.0128	-0.0108	-0.0024	0.0125	0.0028	-0.0203
24.6	35.9	7.64	87.4	16.3	9.91	17.5	851	17.5	18.3	10.9	0.9999	-0.0117	0.9992	0.0067	-0.0186	0.0084	-0.0007	-0.0047	-0.0005
75.7	21.1	27.9	82.8	47.8	22.5	35.5	246	25.7	43.7	10.4	1.0064	-0.0121	1.0089	-0.0024	0.007	-0.0123	0.0251	-0.0022	0.0016
80.6	34	11.1	737	73	38.2	66.7	340	4.29	6.32	22.5	1.0205	-0.0182	1.0071	0.0083	0.0021	-0.0052	-0.0132	0.0134	0.0227
33.1	11.2	15.8	154	23.1	31.1	61.5	764	17.6	21.9	14.2	1.0194	-0.0039	0.9958	0.0106	-0.0025	0.0209	-0.0091	0.0011	0.0034
33.4	15.7	21.5	23.1	6.61	4.1	27.6	583	20.5	23.7	10.5	0.9898	0.0061	0.9814	0.0012	-0.0062	0.0035	0.0116	0.0074	-0.0016
34.3	16.4	17.6	56.2	47	5.99	10.6	215	42.9	68.5	18.1	0.9859	0.0165	1.0088	0.004	-0.0004	-0.0024	0.0063	-0.0073	0.0204
44.9	20.4	9.14	173	43.7	7.99	13.1	426	29.7	46.6	15.3	0.9928	0.0016	0.9978	0.0054	0.013	0.0027	0.0092	0.0148	0.0075
36.5	16.3	9.91	157	45.3	9.65	11.5	626	2.86	1	10.6	0.9959	0.0062	1.0032	0.0176	-0.0025	0.004	-0.0187	-0.0022	0.0099
138	39.2	29.7	38.5	27.9	17.2	31.6	478	11.8	24.6	7.37	0.9895	0.0159	0.9993	0.0053	0.0045	-0.0013	0.0061	0.0249	-0.0101
68.5	34.6	10.7	207	52.8	13.8	22.9	313	17.6	12.4	9.47	0.9933	0.0014	0.9925	-0.0121	0.0051	-0.009	-0.013	-0.0015	0.0049
13.7	7.5	27.1	51.9	36.5	15.4	37.2	991	48.3	51.9	13.6	0.9958	0.0101	1.0077	0.0051	-0.0065	-0.0077	-0.0046	-0.0128	-0.0007
75.7	44.9	14.2	143	36.8	3.31	34.9	1208	18.3	32.8	10.7	1.0114	0.0083	1.0061	-0.0139	0.0068	-0.0107	0.0061	-0.0171	-0.0028
35.9	36.8	11.2	135	81.3	15	24.8	764	12.7	34.3	17.6	1.0015	-0.0124	1.0012	-0.0205	0.0171	-0.0068	0.0084	0.0133	0.0024
69.8	28.6	8.58	15.8	37.2	8.35	22.7	437	31.3	48.7	49.1	1.0115	-0.0064	1.0029	0.0095	-0.0081	0.0137	-0.0013	-0.0043	-0.0116
68.5	39.6	3.79	19.1	29.7	7.77	18.8	289	3.79	3.75	25.3	0.9931	0.0011	1.006	-0.0014	0.0184	-0.006	-0.0156	-0.006	-0.0153
38.9	16	12.1	131	35.2	9.73	25.5	362	19.5	23.5	12.7	1.0122	-0.0038	1.0204	0.0109	0.008	0.0104	0.0049	-0.0097	0.0016
35.2	29.7	28.1	56.7	14.1	15	20	638	14.2	23.5	13.8	1.0027	0.0072	1.0111	-0.0017	0.0114	0.0133	0.0005	-0.008	-0.0166
29.7	20.2	7.7	125	36.2	6.55	15.7	500	18.9	25	4.87	0.9967	0.0026	1.0094	0.0046	0.0105	-0.0016	-0.0028	-0.0087	0.0026
61.5	23.9	18.3	87.4	17.5	19.8	25.9	255	34.6	50	12.6	1.0017	-0.0096	1.0072	-0.0012	-0.0047	-0.0013	0.0262	0.0036	-0.0067
129	42.9	17.3	62.6	41	34.9	72.3	621	8.43	16	5.73	1.002	0.0086	0.9965	-0.0103	-0.0087	0.0054	0.0054	-0.0245	0.009
91.4	27.6	1.03	172	7.3	34.6	40.7	407	16.5	24.8	15.8	1.0031	0.0056	0.9996	0.0217	0.0066	-0.0085	0.0072	0.0047	-0.0057
66.7	23.7	14.5	186	44.1	20	37.2	437	20.5	31.3	6.92	1.0024	-0.0023	0.981	0.0151	-0.0013	0.0041	0.0085	-0.0013	-0.0075
79.1	31.1	44.5	147	77.7	13.5	16.7	567	13.9	12.6	16.3	1.0073	-0.0083	0.9945	-0.0013	0.001	0.0133	-0.0203	0.0074	0.0051
61	42.6	4.61	1.5	5.09	9.22	21.3	523	3.75	2.11	7.3	0.9961	-0.0022	1.0071	-0.0108	-0.0034	-0.0149	0.008	0.0028	-0.0164
51.9	16.8	9.39	188	26.9	4.91	10.5	259	5.33	1	10	0.9864	0.0222	0.9957	0.0001	-0.0059	0.0111	-0.0021	-0.0003	-0.0015
13.7	9.82	14.2	165	23.5	26.2	32.8	385	12.4	20.9	14.9	0.9951	0.0039	0.9985	0.0021	-0.005	0.0025	-0.0135	-0.0082	0.0003
22.5	14.2	6.67	276	31.3	19.8	58.3	1499	2.07	5.42	11.1	0.9993	0.0006	0.9951	0.0008	-0.0001	-0.0096	0.0114	-0.0053	0.0091
46.1	21.9	11.3	18.4	88.2	11	18.4	667	28.4	38.9	13.5	0.997	-0.0125	0.9962	-0.0134	-0.0097	0.0073	-0.0119	0.0064	-0.002
13.7	25.9	29.4	42.9	32.2	14.1	67.3	429	2.89	1.58	1.26	1.0178	-0.0207	1.0056	0.0151	-0.0068	0.0193	0.0064	-0.0048	0.0181
27.4	14.1	16.5	71.7	11.8	17.9	52.8	882	15.8	18.1	25	0.9914	0.0001	1.0104	0.0011	0.0219	0.0091	0.0126	0.0042	-0.0004
73.7	30	21.1	262	87.4	31.9	52.8	286	18.9	17.2	4.29	1.022	0.0126	1.013	0.0008	-0.0107	0.0023	-0.0087	0.0085	0.0083
17.2	21.9	20	57.8	34	16	30.5	523	37.9	58.3	23.3	1.0121	-0.0092	1.0001	-0.0073	0.0083	0.0136	-0.0167	-0.0004	0.005
59.4	20.7	4.1	328	25.5	2.89	2.21	81.3	18.3	32.5	9.47	0.9885	0.0153	0.9994	0.0093	0.0146	-0.0076	0.0134	-0.0017	-0.0043
67.3	30.2	36.5	311	62.6	16	32.5	470	23.5	32.8	16	1.0034	0.0099	0.9973	0.0113	-0.0053	-0.0084	0.0071	-0.0137	0.0088
39.2	18.9	43.3	362	79.9	5.09	18.9	583	14.5	22.5	9.56	0.9872	-0.0168	1.0025	0.0081	0.0174	0.0077	-0.0068	-0.0002	-0.0046
67.9	31.3	13.8	52.3	30.8	20.2	31.6	279	5.28	17.2	4.49	0.9919	-0.0008	0.9996	-0.0058	0.0056	-0.0048	0.0003	-0.0046	0.0105
52.3	45.7	19.3	239	29.4	12.5	38.2	813	17.9	28.9	5.47	0.9986	-0.0206	1.001	0.0038	0.0004	0.0154	0.008	0.0083	0.0059
89	38.2	12.4	211	36.2	23.1	81.3	1134	19.5	18.3	15.8	0.9903	0.0031	0.9939	-0.021	0.0048	-0.016	0.0253	0.0054	0.0214
54.2	20.7	24.8	717	108	13.9	99.1	1252	51.4	58.3	13.7	1.0113	0.01	1.0005	-0.0059	0.0063	0.011	0.0057	-0.0095	0.017
51.9	58.8	9.91	107	12.7	12.1	35.2	973	18.9	27.9	11.3	1.0097	-0.0029	0.9965	-0.0046	-0.0184	-0.0116	-0.0004	0.0061	0.002
31.3	10.4	10.5	107	37.9	18.9	34.3	426	15.3	8.06	3.02	0.9924	-0.0055	0.9965	-0.0029	-0.0088	-0.0059	0.0195	0.0097	0.0033
69.8	34.6	19.8	34.3	17.9	1.78	1.01	76.4	28.6	48.7	28.1	0.9933	-0.0015	0.9825	0.0095	-0.0029	0.0041	-0.0075	-0.0186	0.0006
28.9	29.4	7.64	193	54.2	21.7	27.9	426	20.7	30.5	9.14	0.9899	-0.0137	0.9908	-0.0096	0.001	0.0244	-0.0102	-0.005	0.0006
95.6	49.1	14.1	259	50	54.7	113	1486	29.4	49.6	9.73	0.9916	-0.012	0.9945	0.0097	-0.0186	-0.0117	-0.0039	-0.0152	0.0058
47.4	21.7	7.99	132	15.3	12.5	31.1	346	3.31	2.41	2.76	0.9995	-0.0009	1.0002	0.0093	0.0164	0.0002	0.0001	0.0036	-0.0048
61.5	40.7	7.77	22.7	37.9	15	32.2	441	8.51	31.3	9.47	1.0108	0.0099	1.003	-0.0147	0.0027	-0.0047	0.0097	0.0183	0.0257
40.7	25	7.04	3.75	20.2	18.6	27.9	433	46.6	58.3	17	0.9855	0.0163	0.9851	0.0057	0.002	-0.0066	0.0007	-0.0014	-0.0057
46.1	29.7	31.3	737	155	6.1	23.9	1568	34.3	47.8	20.5	0.9985	-0.0043	0.9912	0.0149	-0.0069	-0.0122	-0.0063	-0.0121	-0.0022
32.8	19.1	53.3	145	96.5	12	23.1	542	23.3	34	4.78	0.9988	-0.0141	0.9995	-0.003	-0.0093	-0.0136	-0.0032	-0.0063	-0.0059
93.9	23.3	14.2	47.8	45.7	12.2	48.3	3051	12.9	24.4	7.7	1.002	-0.0094	1.007	0.0005	0.0116	-0.0008	0.0163	0.0106	0.0087
67.3	33.4	67.9	418	138	16	24.6	403	18.1	24.4	3.96	0.9899	-0.0114	0.9917	0.0116	0.018	0.003	-0.0083	-0.0076	-0.0014
37.2	11.8	4.37	18.1	31.3	41.4	77.7	1263	20.9	38.5	11.2	1.0046	0.0024	0.9954	0.0009	-0.0115	0.0067	-0.0116	0.0112	-0.0126
38.2	22.5	17.5	445	136	3.08	12.7	784	19.5	33.7	15.8	1.0004	-0.0077	1.0059	0.0111	-0.0064	-0.0056	0.0064	0.01	0.0073
20.7	22.7	15.5	112	19.6	48.3	122	1446	15.4	17	19.5	1.012	0.0041	1.005	0.0086	0.003	0.0024	0.0085	0.0027	0.0173
13.6	13.7	5.47	5.94	14.6	26.4	53.3	1486	19.1	38.2	8.28	0.9801	0.0056	0.9974	-0.0078	-0.004	0.006	-0.0144	0.0187	-0.0051
173	193	10.7	289	55.7	27.1	47.8	1568	20.9	32.2	6.73	0.9978	-0.0062	0.9905	0.0031	-0.0087	-0.0003	-0.0026	-0.0017	-0.0026
14.7	18.6	63.2	193	54.7	34	64.4	661	25.3	40.7	1.31	1.0026	-0.0116	1.0061	0.0102	-0.0069	0.0021	-0.0045	0.0065	0.0265
75	25	10.6	181	42.9	6.15	22.9	1611	16.4	29.4	11.2	0.9986	-0.0079	1.0159	-0.0183	-0.02	-0.0126	0.0081	0.0014	-0.0089
85.8	67.3	10.6	189	40.3	14.7	28.6	331	3.02	1.31	13.5	0.9909	0.0007	1.0095	-0.008	-0.0052	0.0133	-0.0001	0.0016	0.0016
87.4	44.5	9.31	21.9	43.3	2.76	11.8	843	17.2	34.9	13.6	0.998	0	1.0008	0.0142	-0.004	-0.0011	0.0064	-0.0027	-0.0073
38.2	24.4	7.17	217	29.7	13.6	25.3	491	30.8	42.6	23.1	1.0344	-0.012	1.0043	0.0059	0.0042	0.0053	-0.0029	-0.0171	-0.0096
38.2	24.1	17	92.2	38.9	25.7	36.2	644	2.07	28.9	65.5	0.9999	-0.0014	0.9914	0.0073	-0.0006	-0.006	0.0051	-0.0012	-0.0096
40	12.2	6.21	202	22.7	78.4	121	1186	28.1	34	13.7	1.0017	0.0105	0.9923	-0.0271	-0.0049	0.0237	0.0054	-0.0129	0.003
77.7	20.9	19.8	18.4	11.5	16.7	38.2	422	25	22.3	21.1	1.0038	0.0096	1.0014	-0.0044	0.0019	-0.0012	-0.007	0.0222	-0.0069
74.3	29.7	1.43	211	34.3	13.5	27.6	403	1.93	3.52	6.55	1.0118	0.0021	1.0053	-0.0013	-0.0027	-0.0078	-0.008	0.028	0.0062
41.8	20.2	43.7	346	114	17.8	47	1625	36.5	81.3	79.1	1.0018	0.0165	0.9972	-0.0229	-0.0118	-0.0012	-0.0081	0.0051	-0.0032
49.1	22.1	13.7	126	23.1	10.9	32.2	491	20.7	23.5	9.47	0.9882	-0.0078	0.9937	0.0056	0.0025	0.0084	0.0093	-0.0072	-0.0033
50	27.1	18.8	81.3	41	11.3	31.1	562	22.9	21.3	1	1.0132	0.0076	1.0054	-0.0024	0.0002	-0.0067	0.0057	-0.0054	0.0015
29.2	45.7	18.1	160	18.8	14.5	16.5	437	17.9	34.3	13	1.0169	-0.0124	1.0138	0.0114	0.0085	0.0048	0.0013	-0.0122	0.0064
80.6	36.8	1	453	67.9	12.1	33.7	552	17.2	16.5	4.33	1.0063	-0.0084	0.9942	-0.0019	-0.0032	0.0072	-0.0015	-0.0032	-0.004
65.5	32.2	7.43	13.7	9.39	14.9	28.1	604	17.5	28.1	4.41	0.9873	0.0002	1.0089	-0.0024	-0.0055	0.0159	-0.0165	-0.0139	-0.0004
179	55.7	16.3	80.6	27.6	4.49	18.9	1208	30	32.2	14.1	1.0042	-0.0212	0.9982	-0.013	-0.014	-0.0051	-0.003	-0.0027	0.0068
34	24.1	10.3	173	41	10.2	23.1	385	22.5	28.4	10.5	1.0013	0.0086	0.9867	-0.0111	0.0087	0.005	-0.0039	0.0072	-0.0053
55.7	35.5	51.4	204	43.3	12.4	14.2	392	1.46	2.07	13.7	1.01	0.0041	1.0274	0.0002	0.0217	-0.0009	-0.0197	-0.0027	0.0053
80.6	36.5	1.38	108	16	10.5	21.9	500	20.7	24.1	11.9	0.9736	0.0097	0.9771	-0.0158	-0.0091	-0.0046	-0.001	-0.0097	0.0049
31.3	32.8	13.9	188	36.5	8.66	26.2	750	18.3	33.7	8.74	0.9784	0.009	1.0011	0.0108	0	-0.0019	0.0066	-0.0083	-0.0092
49.6	32.2	47.8	487	94.7	21.7	32.2	542	19.8	41	12.6	1.0027	0.0167	0.9943	0.004	0.011	0.0134	0.0114	0.0055	-0.0002
167	79.1	13.5	24.1	14.7	21.5	29.2	414	1	1	7.04	1.0238	-0.0107	1.0111	0.0034	0.0019	-0.0034	0.0111	0.0086	-0.0145
71.7	50.9	48.7	93.1	55.7	9.91	28.4	505	12.2	11	1.86	1.0032	-0.009	1.0177	0.0065	-0.0034	-0.0136	-0.0027	-0.0145	-0.0188
66.1	47.4	24.8	126	49.1	23.5	49.6	673	1	10.6	2.71	1.0174	-0.0058	1.0075	0.0021	-0.0004	0.0218	0.0062	0.0012	0.0039
52.8	14.6	13.5	149	45.3	15.5	25.5	385	21.9	22.5	15.3	1.0003	0.0032	1.0021	-0.0034	-0.0115	-0.0195	0.0137	0.0024	0.009
123	27.4	8.74	274	23.5	35.2	142	1894	26.9	47.4	4.57	1.0035	0.0009	0.9971	-0.004	-0.0009	0.0139	-0.0046	-0.0089	-0.0113
47.4	22.5	6.67	264	29.4	5.57	26.9	914	13.5	21.9	17.9	0.9935	-0.0001	1.0058	-0.0016	0.0115	-0.0083	-0.0162	0.0052	0.0055
21.5	18.1	1.01	698	55.7	21.9	33.7	457	21.5	20.7	6.55	0.9935	-0.0048	1.0034	0.024	0.0044	0.0025	0.012	0.0222	0.0241
42.2	13.5	23.5	35.2	26.4	17.6	35.5	638	22.1	32.2	8.74	0.9973	0.005	0.9936	-0.0094	0.0106	0.0049	0.013	-0.002	-0.0113
9.65	16.1	15.1	237	25	13.5	25	300	22.7	17.3	1.88	1.0017	0.0118	1.0205	0.0025	0.0066	0.0118	0.0046	0.0147	0.0011
28.9	21.5	40.3	368	111	22.1	34.6	372	20.4	29.2	6.04	0.9923	0.0135	1.0013	0.01	-0.012	0.0026	0.0078	0.0019	-0.0044
93.9	44.5	12.9	217	25.9	18.3	39.2	418	20.9	25.3	7.57	0.9819	-0.0076	1.0162	-0.0043	-0.0027	0.0005	0.0132	0.0051	0.0041
69.8	20.9	10.8	160	35.9	7.37	13.6	453	37.9	35.9	16.3	1.0101	-0.0033	1.0113	0.0118	-0.0066	0.0143	-0.018	0.0003	-0.0064
41.8	14.6	33.7	491	103	36.5	60.4	319	26.7	24.6	7.43	0.9923	0.0137	1.0031	0.0078	-0.0028	-0.0067	0.009	-0.0082	0.015
12	21.3	20.2	81.3	17.2	10.1	24.8	461	27.1	39.2	9.22	1.0066	0.0188	1.0049	-0.0081	0.0111	0.0009	-0.0273	-0.0018	0.0158
31.1	23.9	9.82	179	34.9	64.4	143	1009	17.3	20	4.41	1.0094	-0.0047	0.9884	0.0024	0.0029	0.0135	0.0099	0.0095	-0.0019
62.1	30.2	13.3	205	20.9	47.8	73	1037	25	29.2	1.75	0.9918	-0.0017	1.0093	0.0005	-0.0163	0.0022	0.0054	-0.0328	0.0055
14.9	16.8	11.9	107	47	16.5	48.7	567	21.7	33.1	8.9	1.019	-0.013	1.0058	0.0074	-0.013	0.0214	0.0056	0.0005	0.0033
34	23.3	10.6	198	28.4	15.1	30	898	17.6	21.3	10.3	1.0081	0.015	0.986	-0.0122	-0.0011	-0.0085	-0.0004	0.0055	-0.0064
69.2	19.3	9.47	289	25.7	10.5	15.8	414	18.1	16.4	13.2	1.0078	0.0123	1.0044	-0.0029	0.0035	0.0094	-0.0154	0.0011	-0.001
50.9	20.7	7.91	143	18.4	36.8	83.5	1018	44.9	65.5	24.6	0.9884	-0.0014	1.0202	-0.0079	0.0071	-0.0224	-0.0077	-0.0091	-0.0131
38.9	27.1	4.66	6.44	13.2	11.5	39.2	461	16	20	7.23	0.9939	0.0164	0.9985	-0.004	0.0115	-0.0016	0.0139	0.0138	0.0081
88.2	24.4	12	225	55.2	25.7	76.4	1407	38.2	51.4	12.6	0.9873	-0.0035	1.0146	0.0225	0.0132	0.0079	-0.0009	-0.001	-0.0085
107	54.2	22.3	104	1	11.5	18.3	523	21.5	24.4	8.74	0.9977	0.0097	0.989	0.0096	-0.005	-0.0017	-0.0122	0.005	0.0016
54.7	27.4	14.3	233	43.3	5.62	12.2	588	21.1	27.1	8.28	0.996	-0.0007	0.9939	-0.0063	-0.0044	0.0042	0.0172	-0.0061	-0.012
10.4	4.57	8.43	106	30.2	5.23	21.5	1186	21.7	40.3	10.7	1.0092	0.0223	0.9984	-0.0038	0.0138	-0.0116	0.0094	0.0008	0.0007
59.9	8.28	11.4	51.4	22.9	51.9	99.1	1065	19.8	34.9	23.9	0.9946	0.0139	1.0004	-0.0095	-0.0008	0.0078	0.0038	0.0049	0.0033
101	25.3	10.8	56.7	36.2	30.2	110	1700	13.6	30	10.5	1.001	-0.0009	1.0024	0.008	-0.0076	-0.0091	0.0006	0.0068	-0.0071
14.6	28.9	7.1	53.3	5.99	7.91	17.2	445	8.51	29.4	15.4	0.9988	-0.0086	0.9923	0.0057	0.0025	0.0151	-0.0123	-0.0201	0.0167
143	67.3	11.2	704	95.6	2.71	20.2	661	14.3	22.5	1.01	0.9842	0.0107	0.9921	0.0035	-0.0059	0.0057	-0.0225	0.0021	-0.0045
96.5	29.7	5.67	126	21.9	37.2	53.8	1009	26.4	38.9	12	1.0138	-0.0009	1.005	0.0011	0.0058	-0.0031	-0.0025	0.0059	0.0016
103	89.8	13.3	167	44.1	18.3	23.3	500	1	1.04	10.6	1.0155	-0.0126	0.9935	0.0156	0.013	-0.0129	0.018	-0.0094	0.0079
36.5	17.9	10.1	92.2	26.7	35.9	53.3	322	34.6	49.6	11.2	1.0019	0.0138	1.0061	0.0029	-0.012	0.0102	0.0196	-0.0038	0.023
66.7	81.3	19.5	213	121	5.83	6.79	279	17	40	50.5	0.9972	-0.0063	1.0072	0.0124	-0.0024	0.0002	-0.0138	0.001	0.0069
64.4	35.2	21.5	17.6	1.49	25.5	34.3	325	24.1	37.5	14.1	0.9964	-0.0105	0.9919	0.0128	0.0018	0.0078	-0.0069	-0.0211	0.0067
110	34	2.44	4.83	1275	23.5	27.9	505	21.5	23.5	14.7	1.0011	0.0092	1.0027	0.007	0.0017	-0.0049	-0.003	0.0136	-0.0033
23.1	30.2	10	403	75.7	23.7	36.5	389	19.6	33.7	6.55	1.003	0.0064	0.9903	-0.0087	0.0085	0.015	0.0068	0.0038	-0.0195
145	32.5	18.1	106	30.8	4.03	15.5	791	30.2	40.3	13.5	0.9924	0.0068	0.9957	0.0091	0.0153	-0.009	0.0071	-0.0191	-0.0155
48.7	17.3	7.04	32.8	91.4	20.7	42.6	340	44.9	64.4	18.4	1.0115	0.0012	0.9998	-0.008	0.0073	-0.0046	-0.0065	-0.007	-0.0094
