age	workclass	fnlwgt	educ	educ-num	mar-stat	occup	relat	race	sex	cap-gain	cap-loss	hrs-wk	nat-count	Income
47	3	185465	11	9	2	2	0	2	1	0	0	40	38	0
27	3	335764	1	7	2	11	3	2	1	0	0	35	38	0
23	3	460046	11	9	5	3	4	4	0	0	0	42	38	0
19	*	33487	15	10	4	*	2	0	0	0	0	40	38	0
50	3	176924	0	6	2	2	0	4	1	0	0	38	38	0
49	6	213307	15	10	2	9	0	4	1	0	0	40	38	0
36	3	83893	15	10	2	3	0	4	1	0	0	40	38	1
23	3	194102	9	13	4	3	4	4	1	0	0	40	38	0
61	3	238611	5	4	6	7	4	2	0	0	0	38	38	0
41	3	113597	15	10	2	4	0	4	1	0	0	16	38	0
27	5	208406	9	13	2	3	0	4	1	0	0	60	38	1
53	3	274528	9	13	0	3	1	4	1	0	0	70	38	0
17	5	60116	0	6	4	0	3	4	1	0	0	10	38	0
23	*	196816	11	9	4	*	1	4	1	0	0	30	38	0
53	3	166368	15	10	4	2	1	4	1	0	0	40	38	0
28	3	303954	11	9	2	2	0	4	1	0	1848	42	38	1
24	3	99386	9	13	3	9	3	4	0	0	0	40	38	0
22	3	188569	15	10	4	0	1	4	0	0	0	20	38	0
53	3	302868	9	13	2	11	0	4	1	0	0	50	38	1
18	3	283342	1	7	4	7	2	2	1	0	0	20	38	0
24	3	233777	15	10	4	11	4	4	1	0	0	50	25	0
20	3	170038	11	9	4	11	1	4	0	0	0	40	38	0
30	1	261319	5	4	2	13	0	4	1	0	0	40	38	0
37	6	367237	8	11	4	9	1	4	1	8614	0	40	38	1
34	3	126838	11	9	2	13	0	4	1	0	0	40	38	0
19	3	354104	11	9	4	5	3	4	1	0	0	30	38	0
20	3	176321	2	8	4	0	3	4	0	0	0	40	25	0
47	3	85129	11	9	0	7	1	1	0	0	0	40	38	0
20	*	376474	15	10	4	*	3	4	1	0	0	32	38	0
22	3	62507	9	13	4	9	3	4	0	0	0	40	38	0
42	1	111252	12	14	2	3	0	4	1	0	1977	40	38	1
60	3	156889	15	10	0	0	1	4	0	0	0	40	38	0
32	3	549430	11	9	4	8	4	4	0	0	0	40	25	0
46	3	29696	11	9	2	3	0	4	1	0	0	40	38	1
66	3	98837	11	9	6	0	1	4	0	0	0	40	38	0
37	3	86150	9	13	2	7	5	1	0	0	0	30	38	1
34	3	204991	15	10	0	3	3	4	1	0	0	44	38	0
45	3	371886	9	13	4	9	1	4	1	0	0	46	38	0
35	3	103605	1	7	2	4	0	4	1	0	0	40	38	0
63	*	54851	11	9	2	*	0	4	1	0	0	40	38	0
51	1	133050	15	10	2	3	0	2	1	0	0	40	38	1
36	1	126569	15	10	2	10	0	4	1	0	0	40	38	1
25	0	144259	11	9	4	0	3	2	1	0	0	40	38	0
51	3	161482	11	9	0	7	4	4	0	0	0	38	38	0
25	5	305449	15	10	4	6	3	4	1	0	0	40	38	0
19	3	125010	11	9	4	4	3	4	1	0	0	45	38	0
47	3	304133	15	10	2	3	0	4	1	0	0	45	38	0
59	1	120617	11	9	5	10	4	2	0	0	0	40	38	0
34	3	157747	9	13	2	3	0	4	1	0	0	40	38	1
40	3	297396	15	10	5	3	4	4	0	0	0	60	38	0
42	3	121287	11	9	0	6	1	4	1	0	0	45	38	0
28	*	308493	11	9	2	*	5	4	0	0	0	17	15	0
37	3	49115	12	14	2	3	0	4	1	0	0	60	38	1
51	4	208302	7	12	2	11	0	4	1	0	0	38	38	1
25	3	304032	11	9	4	0	3	4	1	0	0	36	38	0
31	0	207301	11	9	2	0	5	4	0	0	0	40	38	1
37	3	123211	11	9	2	7	0	4	1	0	0	44	38	1
42	3	33521	7	12	2	11	0	4	1	0	0	45	38	1
29	*	410351	9	13	4	*	1	4	1	0	0	40	38	0
35	3	410034	15	10	0	11	1	4	1	0	0	50	38	0
51	3	175339	9	13	2	11	0	4	1	0	0	47	38	1
22	*	27937	15	10	4	*	3	4	1	0	0	36	38	0
49	3	168211	15	10	2	2	0	4	1	0	1485	40	38	1
26	3	125680	9	13	4	9	1	1	1	0	0	16	23	0
56	1	160829	11	9	0	0	1	4	0	0	0	46	38	0
52	3	266529	15	10	2	9	0	4	1	0	0	45	38	1
61	5	115023	12	14	2	2	0	4	1	0	0	4	*	0
47	6	224149	9	13	0	3	1	4	0	0	0	40	38	1
52	3	150930	8	11	2	2	0	4	1	0	0	40	38	0
30	3	343699	11	9	0	2	4	4	0	0	0	40	38	0
43	4	172826	15	10	2	11	0	4	1	99999	0	55	38	1
35	3	163392	15	10	2	13	0	1	1	0	0	40	*	0
17	*	103810	2	8	4	*	3	4	1	0	0	40	38	0
42	3	213821	11	9	2	2	0	4	1	0	1887	40	38	1
26	3	211265	15	10	3	2	2	2	0	0	0	35	5	0
58	1	160586	11	9	2	4	0	4	1	0	0	40	38	0
66	3	146454	15	10	2	11	0	4	1	5556	0	40	38	1
30	3	203277	11	9	2	10	0	4	1	0	0	60	38	1
46	3	309895	15	10	5	0	4	4	0	0	0	40	38	0
45	3	26522	15	10	2	0	5	4	0	0	1902	35	38	1
57	3	103809	11	9	4	11	4	4	0	0	0	40	38	0
25	3	90291	9	13	4	3	3	4	1	0	0	40	38	0
21	6	181761	15	10	4	12	3	4	0	0	0	10	38	0
37	3	35330	11	9	0	2	1	4	1	0	1669	55	38	0
45	1	135776	12	14	0	9	1	4	0	0	0	30	38	0
61	*	188172	10	16	6	*	1	4	0	0	0	5	38	0
39	3	179579	11	9	4	2	3	4	1	0	0	40	38	0
42	3	193626	11	9	2	0	5	4	0	0	0	53	38	0
20	3	108887	11	9	4	6	3	4	0	0	0	40	38	0
23	3	199070	11	9	4	10	3	2	1	0	0	16	38	0
25	3	441591	9	13	4	12	3	4	1	0	0	40	38	0
47	3	185254	4	3	4	8	3	4	0	0	0	40	7	0
24	3	109307	11	9	4	11	3	4	1	0	0	45	38	0
20	*	81853	15	10	4	*	3	1	0	0	0	15	38	0
35	3	23621	11	9	4	2	1	4	1	0	0	70	38	0
44	1	145178	11	9	2	7	5	2	0	0	0	38	22	1
47	6	30575	15	10	2	9	0	4	1	0	0	50	38	0
28	6	130620	1	7	5	0	4	1	0	0	0	40	18	0
41	1	22155	12	14	0	9	4	4	0	0	0	60	38	0
31	3	106437	11	9	4	0	1	4	0	0	0	40	38	0
27	3	79787	12	14	4	3	1	4	0	0	0	25	38	0
47	3	326857	8	11	2	2	0	4	1	5013	0	40	38	0
44	3	81853	11	9	4	11	1	1	0	0	0	40	38	0
61	3	120933	15	10	4	8	1	4	0	0	0	40	38	0
42	0	153143	15	10	0	0	2	4	0	0	0	40	32	0
46	3	27669	11	9	4	7	1	4	0	0	0	28	38	0
46	3	105444	9	13	2	3	0	4	1	0	0	50	38	1
54	1	169785	12	14	6	9	4	4	0	0	0	38	38	0
49	3	122493	11	9	6	12	4	4	1	0	0	40	38	0
56	1	242670	15	10	6	0	4	4	0	0	0	40	38	0
52	3	54933	12	14	0	9	3	4	0	0	0	40	38	0
34	3	209317	11	9	2	13	0	4	1	0	0	40	32	0
25	5	282631	11	9	2	2	0	4	1	0	0	40	38	0
18	3	98044	1	7	4	9	3	4	0	0	0	40	38	0
58	3	187487	11	9	2	6	0	4	1	0	0	40	38	0
31	6	60186	9	13	0	9	1	4	1	0	0	40	38	0
29	3	75648	15	10	2	2	0	4	1	0	0	55	38	0
28	3	201175	1	7	4	6	1	2	1	0	0	40	38	0
30	3	19302	15	10	4	0	1	4	1	0	0	48	38	0
21	*	300812	15	10	4	*	3	4	1	0	0	30	38	0
44	3	146659	12	14	2	9	0	4	1	0	1887	35	38	1
75	3	101887	0	6	6	8	1	4	0	0	0	70	38	0
66	*	117778	1	7	2	*	0	4	1	0	0	40	38	0
26	3	60726	15	10	2	2	0	2	1	0	0	40	38	0
33	4	201763	9	13	2	11	0	4	1	0	0	50	38	1
57	4	119253	12	14	2	11	0	4	1	15024	0	65	38	1
47	5	121124	4	3	2	11	0	4	1	0	0	55	21	1
41	3	220132	11	9	2	3	0	4	1	7298	0	40	38	1
21	3	60639	15	10	4	7	1	4	0	0	0	37	38	0
17	3	195262	1	7	4	2	3	4	1	0	0	17	38	0
61	*	113544	9	13	2	*	0	4	1	0	0	55	38	0
47	*	331650	11	9	2	*	5	4	0	0	0	8	38	1
22	3	100587	15	10	4	7	3	2	0	0	0	15	38	0
47	3	298130	11	9	2	11	0	4	1	0	0	40	38	0
45	3	242391	9	13	2	3	0	4	1	0	0	40	38	1
32	5	197867	8	11	0	11	4	4	1	0	0	50	38	0
59	3	151977	0	6	5	8	1	2	0	0	0	30	38	0
38	3	277347	11	9	2	2	0	4	1	0	0	50	38	0
33	3	125249	11	9	5	10	3	4	0	0	0	40	38	0
41	3	222142	11	9	2	6	0	4	1	0	0	40	38	0
51	3	270194	6	5	2	13	0	4	1	0	0	40	38	0
42	3	169995	11	9	2	11	0	4	1	0	0	48	38	0
27	3	359155	9	13	2	9	5	4	0	0	0	40	38	1
60	3	123992	15	10	2	2	0	4	1	0	0	45	38	0
64	1	266080	11	9	0	0	1	4	0	0	0	35	38	0
37	3	201531	7	12	2	6	0	4	1	0	0	40	38	1
54	5	179704	9	13	2	3	0	4	1	0	0	45	38	1
36	3	393673	7	12	2	3	5	4	0	0	0	50	38	1
34	3	244147	9	13	2	9	0	4	1	0	0	40	*	1
41	5	438696	12	14	0	11	4	4	1	0	0	5	38	1
35	5	207568	5	4	2	4	0	4	1	0	0	75	38	0
63	4	54052	12	14	2	11	0	4	1	0	0	68	38	1
46	3	187581	11	9	0	2	2	4	1	0	0	40	38	0
47	5	77102	12	14	0	9	1	4	1	0	0	40	38	0
24	3	353010	9	13	4	6	1	4	1	0	0	65	38	0
29	3	54131	15	10	4	11	1	4	1	0	0	30	38	0
74	0	39890	15	10	6	13	1	4	0	0	0	18	38	0
50	3	156877	1	7	2	13	0	4	1	0	0	70	38	1
22	3	355686	15	10	4	0	1	4	0	0	0	40	38	0
48	3	300168	2	8	5	0	3	2	0	0	0	40	38	0
30	3	488720	6	5	2	5	2	4	1	0	0	40	25	0
32	3	157287	9	13	2	11	0	4	1	0	0	40	38	0
39	3	184659	11	9	2	6	0	4	1	0	0	40	38	0
49	3	214169	15	10	2	2	0	4	1	0	0	40	38	1
25	3	192149	9	13	4	0	3	4	0	0	0	40	38	0
50	3	137253	9	13	2	0	5	4	0	0	0	40	38	1
44	3	373050	11	9	2	13	0	4	1	0	0	40	38	0
65	3	90377	8	11	2	4	0	4	1	6767	0	60	38	0
28	0	183151	7	12	2	0	0	4	1	0	0	60	38	0
55	3	227158	9	13	6	0	4	4	0	0	0	40	38	0
49	1	34021	9	13	4	9	3	4	0	0	0	50	38	0
31	3	165148	11	9	5	3	4	4	0	0	0	12	38	0
47	3	211668	11	9	2	6	5	2	0	0	0	40	38	1
45	3	358886	11	9	2	13	0	4	1	0	0	40	38	1
35	3	47707	11	9	4	7	1	2	0	0	0	40	38	0
34	5	306982	9	13	2	11	0	1	1	0	0	60	34	0
49	1	52590	11	9	6	10	1	2	1	0	0	40	38	0
39	*	179352	15	10	0	*	1	4	0	0	0	35	38	0
27	3	158156	11	9	4	7	1	4	0	0	0	42	38	0
42	3	70055	11	9	2	5	0	4	1	0	0	40	38	0
60	*	131852	4	3	2	*	0	4	1	0	0	30	38	1
64	5	177825	11	9	4	7	1	4	1	1055	0	40	38	0
33	3	127215	15	10	2	11	0	4	1	0	0	48	38	1
23	3	175183	15	10	4	0	1	4	0	0	0	40	38	0
45	3	142287	12	14	2	3	0	4	1	0	0	50	38	1
34	3	221324	11	9	4	6	4	2	0	0	0	40	38	0
53	3	227602	11	9	0	11	1	4	0	0	0	37	25	0
22	3	228452	0	6	4	2	1	4	1	0	0	30	38	0
57	6	39380	11	9	5	7	1	4	0	0	0	35	38	0
20	*	96862	15	10	4	*	3	4	0	0	0	8	38	0
23	3	336360	5	4	4	2	3	2	1	0	0	40	38	0
31	3	257644	1	7	4	13	4	4	1	0	0	40	38	0
23	6	235853	9	13	4	12	1	4	1	0	0	22	38	0
30	3	270577	11	9	5	0	4	4	0	0	0	40	38	0
32	1	222900	9	13	5	9	1	4	0	0	0	50	38	1
42	3	99254	7	12	2	0	5	2	0	0	0	40	38	1
51	3	224763	5	4	2	13	0	4	1	0	0	40	4	0
59	5	174056	9	13	2	11	0	4	1	15024	0	40	38	1
36	3	127306	9	13	4	3	3	4	0	0	0	40	38	0
45	3	339506	11	9	4	11	1	2	1	0	0	40	38	0
35	3	178322	8	11	2	11	0	4	1	0	0	50	10	1
33	3	189843	5	4	2	6	0	4	1	0	0	40	38	0
43	3	160815	8	11	0	9	4	4	0	0	0	40	38	0
60	3	207665	11	9	2	12	5	4	0	0	0	40	38	1
37	6	160402	9	13	2	9	0	4	1	0	0	55	38	1
35	3	170263	15	10	4	12	4	4	0	0	0	40	38	0
36	3	184659	15	10	2	0	0	4	1	0	0	52	38	0
38	0	338320	14	15	2	9	0	4	1	0	1977	50	38	1
54	3	101017	5	4	2	2	0	4	1	0	0	40	38	0
51	3	204322	8	11	2	5	0	4	1	0	0	40	38	1
45	3	241350	7	12	2	2	0	4	1	0	0	45	38	1
63	0	217994	15	10	0	3	4	4	0	0	0	40	38	0
51	3	128143	15	10	2	2	0	4	1	0	0	40	38	1
58	5	164065	12	14	0	11	1	4	1	0	0	18	38	0
64	1	78866	11	9	0	0	1	4	0	0	0	40	38	0
20	3	236769	15	10	4	5	3	4	1	0	0	40	38	0
44	0	239539	9	13	2	0	0	1	1	0	0	40	29	1
39	3	34028	9	13	0	3	4	4	0	0	0	48	38	0
45	6	207847	15	10	4	0	4	4	0	0	0	40	38	0
44	3	175935	10	16	2	0	0	4	1	0	0	55	38	1
22	0	218445	15	10	4	3	1	4	0	0	0	40	38	0
63	4	215833	11	9	2	3	0	4	1	0	0	40	38	1
26	3	156976	8	11	5	7	1	2	1	0	0	40	38	0
42	5	220647	9	13	2	4	0	4	1	0	0	45	38	0
20	3	218343	11	9	4	7	3	4	0	0	0	25	38	0
29	3	241431	12	14	2	11	0	4	1	7298	0	40	38	1
38	1	123983	9	13	4	3	4	1	1	0	1741	40	39	0
25	3	73289	11	9	4	13	3	4	1	0	0	40	38	0
27	3	408623	9	13	2	2	2	4	1	0	0	50	38	0
46	3	169180	8	11	0	0	1	4	0	0	0	40	38	0
31	3	54929	15	10	0	2	1	4	1	0	0	60	38	0
24	3	306779	8	11	4	3	3	4	1	0	0	35	38	0
43	3	159549	15	10	2	11	0	4	1	0	0	50	38	1
23	3	482082	2	8	4	6	3	4	1	0	0	21	25	0
32	1	286101	11	9	4	13	4	2	0	0	0	37	38	0
44	3	167955	11	9	2	2	0	4	1	0	0	40	30	0
40	5	209040	9	13	2	11	0	4	1	0	0	40	38	0
38	3	105017	11	9	0	2	4	4	1	0	0	40	38	0
23	3	27776	8	11	4	6	1	4	1	0	0	40	38	0
19	3	242941	15	10	4	11	3	4	0	0	1602	10	38	0
41	3	118853	15	10	2	11	0	4	1	0	0	40	38	0
48	3	119565	11	9	2	2	0	4	1	0	0	40	38	0
23	3	196827	15	10	2	6	0	4	1	0	1902	40	38	0
47	3	275361	7	12	6	7	3	4	0	0	0	35	38	0
42	3	225193	11	9	2	2	0	4	1	0	0	40	38	0
17	3	329783	0	6	4	11	2	4	0	0	0	10	38	0
29	1	107411	14	15	4	9	1	4	0	0	0	70	38	0
21	6	258490	15	10	4	9	1	4	0	0	0	20	38	0
18	*	120243	1	7	4	*	3	4	1	0	0	27	38	0
31	3	219509	11	9	2	7	0	4	1	0	0	40	25	1
27	1	29174	9	13	4	9	4	4	0	0	0	40	38	0
29	3	40083	10	16	4	9	1	4	1	0	0	40	1	0
23	3	87528	9	13	4	11	1	4	0	0	0	45	38	0
41	3	116379	12	14	2	9	0	1	1	0	0	55	35	1
46	1	216214	9	13	2	9	0	4	1	0	0	35	38	1
34	3	268051	15	10	2	10	2	2	0	0	0	25	13	0
42	5	121718	11	9	2	2	0	4	1	0	0	24	38	0
18	3	201901	11	9	4	5	3	4	0	0	1719	15	38	0
46	3	109089	11	9	0	2	1	4	1	0	0	37	38	0
18	*	346382	1	7	4	*	3	4	1	0	0	15	38	0
52	3	284129	15	10	2	2	0	4	1	0	0	40	38	1
56	3	143030	11	9	0	2	4	4	0	0	0	40	38	0
21	3	212619	8	11	4	6	3	4	1	0	0	40	38	0
22	5	199011	11	9	4	2	2	4	1	0	0	20	38	0
31	3	118901	9	13	0	0	4	4	0	0	0	45	38	0
41	5	129865	11	9	2	7	0	4	1	0	0	60	38	0
25	3	157900	15	10	5	0	4	4	0	0	0	40	38	0
43	5	349341	9	13	0	3	1	4	1	0	0	60	38	0
45	3	158685	11	9	5	11	1	4	0	0	0	40	38	0
26	3	386585	15	10	0	12	1	4	1	0	0	60	38	0
90	3	52386	15	10	4	7	1	1	1	0	0	35	38	0
45	3	246891	9	13	2	11	0	4	1	0	1902	40	38	1
30	3	190385	9	13	2	7	5	4	0	0	0	40	38	1
42	3	37869	15	10	2	2	0	4	1	0	0	40	38	0
20	3	217807	15	10	4	5	3	4	1	0	0	35	38	0
53	3	149784	9	13	2	9	0	4	1	7688	0	40	38	1
64	6	201293	11	9	6	0	1	4	0	0	0	38	38	0
56	3	128764	5	4	6	13	1	4	1	0	0	20	38	0
42	3	27444	15	10	3	9	1	4	1	0	0	40	38	1
26	3	62438	9	13	2	11	5	4	0	0	0	40	38	1
31	1	151726	7	12	4	0	3	0	0	0	0	40	38	0
40	3	29841	9	13	2	0	5	4	0	0	0	40	38	0
58	3	131608	15	10	6	2	1	4	1	0	0	40	38	0
41	3	110562	9	13	2	3	0	4	1	0	0	40	38	0
58	4	190541	11	9	4	11	1	4	1	0	0	47	38	0
62	6	33142	12	14	2	9	0	4	1	0	0	60	38	1
65	4	139272	9	13	2	11	0	4	1	99999	0	60	38	1
40	3	234633	15	10	4	2	1	4	1	0	0	40	38	0
45	1	238386	15	10	2	10	0	4	1	0	0	40	38	1
22	3	460835	11	9	4	2	3	4	1	0	0	55	38	0
23	*	243190	15	10	4	*	3	1	1	0	0	20	2	0
63	0	97855	12	14	2	3	0	4	1	0	0	50	38	1
39	3	77146	9	13	2	3	0	4	1	0	1887	50	38	1
37	3	200863	15	10	6	2	4	4	1	0	0	40	38	0
25	*	41107	9	13	3	*	1	4	1	0	0	40	1	0
56	3	77415	1	7	2	4	0	4	1	0	0	50	38	0
32	3	236770	15	10	0	11	1	4	1	0	0	50	38	0
53	0	173093	15	10	2	3	5	1	0	0	1887	40	29	1
32	3	235124	8	11	0	9	1	4	1	0	0	40	38	0
23	5	282604	1	7	2	13	0	4	1	7688	0	60	38	1
35	3	199288	1	7	5	13	1	4	1	0	0	90	38	0
51	3	191659	15	10	2	3	0	4	1	0	1887	65	38	1
19	3	43285	15	10	4	0	3	4	0	0	0	20	38	0
41	3	160837	1	7	3	6	1	4	1	0	0	40	12	0
22	3	230574	0	6	4	13	3	4	1	0	0	25	38	0
23	3	176178	11	9	4	12	3	4	0	0	0	40	38	0
36	3	116358	12	14	2	3	0	1	1	0	0	40	35	1
27	*	253873	15	10	0	*	1	4	0	0	0	25	38	0
45	3	107787	8	11	2	2	0	4	1	0	0	40	1	0
23	5	519627	11	9	4	4	1	4	1	0	0	25	25	0
21	3	191460	1	7	4	7	4	2	0	0	0	40	38	0
44	3	198282	12	14	2	3	0	4	1	15024	0	40	38	1
29	3	214858	9	13	2	11	0	4	1	0	0	40	38	1
36	5	64875	8	11	2	12	0	4	1	0	0	60	38	0
18	3	675421	6	5	4	5	3	4	1	594	0	40	38	0
62	5	134768	2	8	2	2	0	4	1	0	0	40	38	1
25	0	207342	15	10	4	3	1	2	1	0	0	40	38	0
34	3	64830	7	12	0	3	1	4	0	0	0	45	38	0
31	3	220066	9	13	4	3	1	4	0	14344	0	50	38	1
37	3	82521	9	13	2	3	0	4	1	15024	0	40	38	1
33	3	176711	9	13	2	4	0	4	1	0	0	40	8	0
22	*	217421	15	10	4	*	3	4	0	0	0	30	38	0
28	3	111900	7	12	2	11	0	4	1	0	0	30	38	0
22	*	196943	15	10	5	*	3	4	1	0	0	25	38	0
47	3	481987	11	9	2	7	0	4	1	0	0	40	38	1
67	*	184506	1	7	2	*	0	4	1	0	419	3	38	0
20	*	121313	0	6	4	*	3	4	1	0	0	40	38	0
34	3	158420	9	13	2	3	0	4	1	0	0	70	38	0
26	3	256000	14	15	2	9	0	4	1	99999	0	60	38	1
36	3	183892	15	10	2	2	0	4	1	7298	0	44	38	1
28	3	42734	11	9	4	5	3	4	1	0	0	40	38	0
22	3	181773	11	9	4	13	3	2	1	0	0	40	38	0
47	3	184945	15	10	5	7	1	2	0	0	0	35	38	0
33	3	107248	8	11	4	0	1	4	1	0	0	45	38	0
34	4	215382	12	14	5	9	1	4	0	4787	0	40	38	1
25	3	122999	11	9	4	2	3	4	1	0	0	40	38	0
37	3	758700	6	5	2	5	0	4	1	3781	0	50	25	0
36	6	166606	11	9	2	10	0	4	1	0	0	40	38	0
61	1	192060	9	13	5	9	1	4	1	0	0	30	*	0
74	*	340939	6	5	2	*	0	4	1	3471	0	40	38	0
57	3	205708	15	10	2	2	0	4	1	0	0	40	30	0
55	3	67450	10	16	4	9	1	4	1	0	0	40	8	0
20	3	242077	11	9	0	11	1	2	0	0	0	40	38	0
43	3	129573	11	9	4	11	1	2	0	0	0	44	38	0
54	3	181132	11	9	2	6	0	4	1	0	0	40	8	1
25	3	212302	15	10	5	0	4	4	0	0	0	40	38	0
42	3	83411	15	10	0	3	1	4	1	0	1408	40	38	0
23	*	148751	15	10	4	*	1	4	0	0	0	35	38	0
17	3	317681	1	7	4	2	3	4	1	0	0	10	38	0
39	*	103986	11	9	4	*	1	4	1	0	1590	40	38	0
63	3	30602	5	4	3	7	4	0	0	0	0	40	38	0
19	3	172893	15	10	4	3	3	4	0	0	0	30	38	0
56	4	211804	9	13	2	11	0	4	1	15024	0	50	38	1
33	5	312055	9	13	2	11	0	4	1	0	0	45	38	1
37	3	65390	9	13	2	4	0	4	1	0	0	50	38	0
27	3	200500	5	4	2	13	0	4	1	0	0	45	38	0
36	1	241962	9	13	2	0	0	4	1	0	0	40	38	0
30	4	78530	11	9	2	3	0	4	1	0	0	65	1	1
22	3	189950	9	13	4	9	1	4	1	0	0	55	38	0
35	3	111387	15	10	2	5	0	4	1	0	1579	40	38	0
20	3	241951	11	9	4	5	1	4	1	0	0	45	38	0
18	3	343059	15	10	4	11	3	4	0	0	0	40	38	0
25	3	302465	2	8	4	6	1	4	1	0	1741	40	38	0
53	3	156843	12	14	4	9	1	4	0	0	1564	54	38	1
21	*	79728	15	10	4	*	3	4	0	0	0	40	38	0
19	3	55284	11	9	4	11	3	4	0	0	0	35	38	0
34	3	509364	11	9	0	6	1	4	1	0	0	30	38	0
32	6	117927	15	10	4	0	1	2	0	0	0	40	38	0
20	3	137651	15	10	4	6	3	0	1	0	0	40	38	0
70	3	131060	5	4	2	7	0	4	1	0	0	25	38	0
57	3	346963	9	13	2	3	0	4	1	0	0	40	38	1
54	3	183611	15	10	2	11	0	4	1	3137	0	50	38	0
34	3	134737	8	11	2	6	0	4	1	0	0	40	38	0
48	3	36503	15	10	2	3	0	4	1	0	0	40	38	1
42	3	250121	1	7	2	7	5	4	0	0	0	40	38	0
45	3	330535	11	9	4	0	1	4	1	3325	0	40	38	0
27	3	387776	15	10	4	7	3	4	1	0	0	40	38	0
51	3	41474	0	6	2	7	0	4	1	0	0	40	25	0
36	1	318972	15	10	0	0	4	4	0	0	0	65	38	0
33	3	86143	15	10	4	3	3	1	1	0	0	40	29	0
50	3	181139	15	10	4	4	1	4	1	0	0	40	38	0
44	3	326232	9	13	0	3	4	4	1	0	2547	50	38	1
39	1	153976	12	14	2	9	0	4	1	0	0	40	38	1
55	5	59469	6	5	2	4	0	4	1	0	0	25	38	0
24	3	127139	15	10	4	0	3	4	0	0	0	40	38	0
35	3	136343	11	9	4	11	1	4	1	0	0	40	38	0
32	5	350624	2	8	2	2	0	4	1	0	0	40	38	0
66	*	177351	9	13	2	*	0	4	1	0	2174	40	38	1
68	3	166149	11	9	6	0	1	4	0	0	2206	30	38	0
29	3	121523	1	7	2	13	0	4	1	0	0	60	38	0
24	5	267396	9	13	4	11	1	4	1	0	0	40	38	0
61	3	83045	6	5	2	6	0	4	1	0	0	40	38	0
34	3	160449	11	9	2	6	0	4	1	0	0	44	38	1
55	4	124137	14	15	2	9	0	4	1	0	2415	35	11	1
20	*	287681	15	10	4	*	3	4	1	0	0	36	38	0
41	3	154194	11	9	4	11	3	4	0	0	0	40	38	0
36	5	295127	11	9	2	4	0	4	1	0	0	84	38	0
60	3	240521	11	9	2	2	0	4	1	7298	0	40	38	1
61	5	244087	11	9	2	2	0	4	1	0	0	52	38	1
35	3	356250	14	15	2	11	0	1	1	0	0	35	2	0
42	6	293791	9	13	2	3	0	4	1	0	0	50	38	1
26	3	44308	9	13	4	12	1	4	1	0	0	40	38	0
44	1	210527	15	10	4	7	4	2	0	0	0	40	38	0
31	6	151763	12	14	4	0	1	4	1	0	0	25	38	0
39	6	267581	11	9	4	7	1	2	1	0	0	40	38	0
20	3	100188	15	10	4	12	3	4	0	0	0	24	38	0
32	4	111746	15	10	2	2	0	4	1	0	0	40	38	0
32	5	171091	11	9	2	11	0	4	1	0	0	40	38	0
61	3	355645	6	5	2	6	0	2	1	0	0	20	37	0
54	1	137678	15	10	0	0	4	4	0	0	0	40	38	0
23	3	70894	7	12	4	2	2	4	1	0	0	40	38	0
19	3	171306	11	9	4	11	3	4	1	0	0	3	38	0
31	3	100997	15	10	2	9	0	0	1	0	0	40	38	0
35	3	63921	4	3	2	5	0	4	1	0	0	40	25	0
29	3	32897	11	9	0	7	1	4	0	0	0	25	38	0
29	1	251854	11	9	4	10	1	2	0	0	0	40	38	0
25	3	345121	0	6	5	7	3	4	0	0	0	25	38	0
46	3	86220	9	13	0	11	1	4	0	0	0	40	38	0
35	3	172845	8	11	4	7	4	4	0	0	0	30	38	0
20	3	171398	0	6	4	11	1	3	1	0	0	40	38	0
24	5	174391	11	9	2	0	5	4	0	0	0	40	38	0
48	3	207058	11	9	0	0	4	4	0	0	0	37	38	0
37	3	291251	11	9	0	6	1	4	0	0	0	40	38	0
60	5	224377	11	9	2	11	0	4	1	0	0	40	38	0
39	3	105813	11	9	2	2	0	4	1	0	0	40	38	0
29	1	180916	15	10	5	0	4	4	0	0	0	38	38	0
31	5	122749	8	11	0	2	3	4	1	0	0	20	38	0
38	3	31069	8	11	2	2	0	4	1	4386	0	40	38	1
26	5	284343	7	12	4	2	1	4	1	0	0	40	38	0
64	3	319371	9	13	2	3	0	4	1	15024	0	40	38	1
46	3	174224	8	11	0	10	1	2	1	0	0	40	38	0
69	*	183958	11	9	2	*	0	4	1	0	0	8	38	0
39	3	127772	11	9	2	11	0	4	1	3103	0	44	38	1
48	3	80651	11	9	0	6	1	4	0	0	0	55	38	0
46	3	62793	11	9	0	11	2	4	0	0	0	40	38	0
42	3	191712	9	13	0	11	1	4	1	0	1590	40	38	0
39	5	237532	11	9	2	11	5	2	0	0	0	54	5	1
50	0	20179	12	14	2	12	0	4	1	0	0	40	38	1
24	3	311376	9	13	4	9	1	4	0	0	0	40	38	0
30	3	432565	8	11	2	12	2	4	0	0	0	40	1	1
39	4	329980	9	13	2	11	0	4	1	0	2415	60	38	1
29	5	125190	11	9	2	2	0	4	1	0	0	40	38	0
23	3	342946	1	7	4	13	3	4	0	0	0	38	38	0
21	*	219835	8	11	4	*	1	4	1	0	0	40	38	0
32	3	123429	0	6	5	2	1	4	1	0	0	40	38	0
69	4	69209	9	13	2	6	0	4	1	3818	0	30	38	0
55	3	66356	11	9	5	5	4	4	1	0	0	40	38	0
