Category	Rating	Reviews	Size	Installs	Price	Content_Rating	Genres	Android_Ver
SPORTS	4.4	108318.0000	35	10000000	0	Everyone	Sports	4.4_and_up
SPORTS	4.3	7543.0000	25	500000	0	Everyone	Sports	4.1_and_up
SPORTS	4.2	18679.0000	*	1000000	0	Everyone	Sports	*
SPORTS	4.3	91033.0000	*	5000000	0	Everyone	Sports	5.0_and_up
SPORTS	4.5	32386.0000	19	1000000	0	Everyone	Sports	5.1_and_up
SPORTS	4	68935.0000	48	5000000	0	Everyone	Sports	4.2_and_up
SPORTS	4.2	80900.0000	21	1000000	0	Everyone	Sports	4.4_and_up
SPORTS	4.1	288809.0000	6.6	10000000	0	Everyone	Sports	4.4_and_up
SPORTS	3.9	5511.0000	32	1000000	0	Everyone	Sports	4.2_and_up
SPORTS	4.2	75545.0000	*	5000000	0	Everyone	Sports	*
SPORTS	4	28895.0000	82	5000000	0	Teen	Sports	5.0_and_up
SPORTS	3.5	50179.0000	23	1000000	0	Everyone	Sports	5.0_and_up
SPORTS	4	11151.0000	52	1000000	0	Everyone	Sports	5.0_and_up
SPORTS	4	30840.0000	*	1000000	0	Teen	Sports	*
SPORTS	4.5	1605267.0000	*	10000000	0	Everyone	Sports	*
TRAVEL_AND_LOCAL	4.1	136626.0000	14	10000000	0	Everyone	Travel__Local	5.0_and_up
TRAVEL_AND_LOCAL	4.2	219848.0000	*	50000000	0	Everyone	Travel__Local	*
TRAVEL_AND_LOCAL	4.4	52029.0000	*	5000000	0	Everyone	Travel__Local	5.0_and_up
TRAVEL_AND_LOCAL	4.4	49190.0000	25	1000000	0	Everyone	Travel__Local	5.0_and_up
TRAVEL_AND_LOCAL	4.1	5150.0000	*	500000	0	Everyone	Travel__Local	*
TRAVEL_AND_LOCAL	4.3	64713.0000	58	1000000	0	Everyone	Travel__Local	5.0_and_up
TRAVEL_AND_LOCAL	4.5	216388.0000	19	10000000	0	Everyone	Travel__Local	*
TRAVEL_AND_LOCAL	4.5	481545.0000	29	10000000	0	Everyone	Travel__Local	4.4_and_up
TRAVEL_AND_LOCAL	4.4	6012.0000	81	500000	0	Everyone	Travel__Local	4.0.3_and_up
TRAVEL_AND_LOCAL	4.5	260121.0000	*	10000000	0	Everyone	Travel__Local	*
TRAVEL_AND_LOCAL	4.7	1830388.0000	*	100000000	0	Everyone	Travel__Local	*
TRAVEL_AND_LOCAL	4.4	17878.0000	28	1000000	0	Everyone	Travel__Local	4.1_and_up
TRAVEL_AND_LOCAL	4.1	26871.0000	*	5000000	0	Everyone	Travel__Local	4.1_and_up
TRAVEL_AND_LOCAL	4.4	1162837.0000	*	100000000	0	Everyone	Travel__Local	*
TRAVEL_AND_LOCAL	4.4	359403.0000	*	10000000	0	Everyone	Travel__Local	*
TRAVEL_AND_LOCAL	4.3	9235155.0000	*	1000000000	0	Everyone	Travel__Local	*
TRAVEL_AND_LOCAL	4.2	219848.0000	*	50000000	0	Everyone	Travel__Local	*
TRAVEL_AND_LOCAL	4	33782.0000	7.6	5000000	0	Everyone	Travel__Local	4.0_and_up
TRAVEL_AND_LOCAL	4.7	192641.0000	33	5000000	0	Everyone	Travel__Local	4.0.3_and_up
TRAVEL_AND_LOCAL	4.3	2338655.0000	*	100000000	0	Everyone	Travel__Local	4.1_and_up
TRAVEL_AND_LOCAL	4.6	751551.0000	42	10000000	0	ature_17+	Travel__Local	4.4_and_up
TRAVEL_AND_LOCAL	3.9	24781.0000	8.3	5000000	0	Everyone	Travel__Local	6.0_and_up
TRAVEL_AND_LOCAL	3.6	32862.0000	14	10000000	0	Everyone	Travel__Local	4.1_and_up
TRAVEL_AND_LOCAL	4	16101.0000	*	50000000	0	Everyone	Travel__Local	4.2_and_up
TRAVEL_AND_LOCAL	4.1	76779.0000	*	10000000	0	Everyone	Travel__Local	*
TRAVEL_AND_LOCAL	4.2	2129689.0000	*	1000000000	0	Everyone	Travel__Local	*
TRAVEL_AND_LOCAL	3.9	98585.0000	37	10000000	0	Everyone	Travel__Local	4.4_and_up
TRAVEL_AND_LOCAL	4.1	136633.0000	14	10000000	0	Everyone	Travel__Local	5.0_and_up
TRAVEL_AND_LOCAL	4.3	459851.0000	*	10000000	0	Everyone	Travel__Local	4.3_and_up
TRAVEL_AND_LOCAL	3.1	5572.0000	21	1000000	0	Everyone	Travel__Local	4.4_and_up
TRAVEL_AND_LOCAL	3.7	16815.0000	28	1000000	0	Everyone	Travel__Local	5.0_and_up
TRAVEL_AND_LOCAL	3.4	2277.0000	27	1000000	0	Everyone	Travel__Local	4.0.3_and_up
TRAVEL_AND_LOCAL	4.4	45562.0000	*	5000000	0	Everyone	Travel__Local	4.1_and_up
TRAVEL_AND_LOCAL	3.6	285.0000	39	500000	0	Everyone	Travel__Local	4.2_and_up
TRAVEL_AND_LOCAL	4.4	1162838.0000	*	100000000	0	Everyone	Travel__Local	*
TRAVEL_AND_LOCAL	3.3	256.0000	17	100000	0	Everyone	Travel__Local	5.0_and_up
TRAVEL_AND_LOCAL	3.7	21443.0000	*	5000000	0	Everyone	Travel__Local	*
TRAVEL_AND_LOCAL	3	2750.0000	39	5000000	0	Everyone	Travel__Local	4.2_and_up
TRAVEL_AND_LOCAL	3.6	7081.0000	51	1000000	0	Everyone	Travel__Local	4.4_and_up
TRAVEL_AND_LOCAL	4.8	17882.0000	86	1000000	0	Everyone	Travel__Local	5.0_and_up
TRAVEL_AND_LOCAL	3.9	421800.0000	*	10000000	0	Teen	Travel__Local	*
TRAVEL_AND_LOCAL	3.8	43935.0000	*	10000000	0	Everyone	Travel__Local	5.0_and_up
TRAVEL_AND_LOCAL	4.3	171889.0000	*	10000000	0	Everyone	Travel__Local	*
TRAVEL_AND_LOCAL	4.5	251037.0000	26	10000000	0	Everyone	Travel__Local	4.1_and_up
TRAVEL_AND_LOCAL	3.4	15750.0000	*	5000000	0	Everyone	Travel__Local	*
TRAVEL_AND_LOCAL	3.7	27560.0000	46	5000000	0	Everyone	Travel__Local	5.0_and_up
TRAVEL_AND_LOCAL	4.5	481546.0000	29	10000000	0	Everyone	Travel__Local	4.4_and_up
TRAVEL_AND_LOCAL	4.4	150932.0000	27	10000000	0	Everyone	Travel__Local	4.1_and_up
TRAVEL_AND_LOCAL	4.1	928.0000	14	1000000	0	Everyone	Travel__Local	4.1_and_up
TRAVEL_AND_LOCAL	4.5	768833.0000	*	50000000	0	Everyone	Travel__Local	*
TRAVEL_AND_LOCAL	4	26665.0000	10	5000000	0	Everyone	Travel__Local	4.1_and_up
TRAVEL_AND_LOCAL	3.9	13275.0000	71	1000000	0	Everyone	Travel__Local	4.0_and_up
TRAVEL_AND_LOCAL	4.4	48930.0000	15	5000000	0	Everyone	Travel__Local	4.4_and_up
TRAVEL_AND_LOCAL	4.8	43054.0000	*	1000000	0	Everyone	Travel__Local	*
TRAVEL_AND_LOCAL	4.7	1830387.0000	*	100000000	0	Everyone	Travel__Local	*
TRAVEL_AND_LOCAL	4.3	15680.0000	11	1000000	0	Everyone	Travel__Local	4.1_and_up
TRAVEL_AND_LOCAL	3.7	16980.0000	*	5000000	0	Everyone	Travel__Local	*
TRAVEL_AND_LOCAL	4.2	5112.0000	62	1000000	0	Everyone	Travel__Local	4.4_and_up
TRAVEL_AND_LOCAL	3.5	30447.0000	80	5000000	0	Everyone	Travel__Local	5.0_and_up
TRAVEL_AND_LOCAL	4.3	165299.0000	5.4	10000000	0	Everyone	Travel__Local	4.1_and_up
TRAVEL_AND_LOCAL	4.7	620534.0000	9.8	10000000	0	Everyone	Travel__Local	4.0.3_and_up
TRAVEL_AND_LOCAL	4.3	599872.0000	*	10000000	0	Everyone	Travel__Local	4.4_and_up
TRAVEL_AND_LOCAL	4.1	12564.0000	*	1000000	0	Everyone	Travel__Local	*
TRAVEL_AND_LOCAL	3.1	2528.0000	*	100000	0	Everyone	Travel__Local	*
TRAVEL_AND_LOCAL	4.3	34.0000	7.6	1000	0	Everyone	Travel__Local	4.0.3_and_up
TRAVEL_AND_LOCAL	4.1	427.0000	26	100000	0	Everyone	Travel__Local	4.1_and_up
TRAVEL_AND_LOCAL	4.2	35560.0000	13	5000000	0	Everyone	Travel__Local	4.0.3_and_up
TRAVEL_AND_LOCAL	4.3	397422.0000	*	10000000	0	Teen	Travel__Local	*
TRAVEL_AND_LOCAL	4.4	1162837.0000	*	100000000	0	Everyone	Travel__Local	*
TRAVEL_AND_LOCAL	4.3	11182.0000	62	1000000	0	Everyone	Travel__Local	4.1_and_up
TRAVEL_AND_LOCAL	4.3	16734.0000	10	1000000	0	Everyone	Travel__Local	5.0_and_up
TRAVEL_AND_LOCAL	4.4	48930.0000	15	5000000	0	Everyone	Travel__Local	4.4_and_up
TRAVEL_AND_LOCAL	3.5	30447.0000	80	5000000	0	Everyone	Travel__Local	5.0_and_up
TRAVEL_AND_LOCAL	4.1	136626.0000	14	10000000	0	Everyone	Travel__Local	5.0_and_up
TRAVEL_AND_LOCAL	4.6	10035.0000	*	1000000	0	Everyone	Travel__Local	*
TRAVEL_AND_LOCAL	4.4	20313.0000	57	100000	0	Everyone	Travel__Local	4.4_and_up
TRAVEL_AND_LOCAL	4.2	25740.0000	51	1000000	0	Everyone	Travel__Local	4.4_and_up
TRAVEL_AND_LOCAL	3.9	24781.0000	8.3	5000000	0	Everyone	Travel__Local	6.0_and_up
TRAVEL_AND_LOCAL	4.2	42546.0000	24	5000000	0	Everyone	Travel__Local	4.4_and_up
TRAVEL_AND_LOCAL	4.4	6925.0000	*	1000000	0	Everyone	Travel__Local	*
TRAVEL_AND_LOCAL	4.4	24281.0000	29	1000000	0	Everyone	Travel__Local	4.4_and_up
TRAVEL_AND_LOCAL	4.4	52028.0000	*	5000000	0	Everyone	Travel__Local	5.0_and_up
TRAVEL_AND_LOCAL	4.4	18039.0000	3.1	1000000	0	Everyone	Travel__Local	4.1_and_up
TRAVEL_AND_LOCAL	3.7	27560.0000	46	5000000	0	Everyone	Travel__Local	5.0_and_up
TRAVEL_AND_LOCAL	4.4	22748.0000	55	1000000	0	Everyone	Travel__Local	5.0_and_up
TRAVEL_AND_LOCAL	4.5	216388.0000	19	10000000	0	Everyone	Travel__Local	*
TRAVEL_AND_LOCAL	3.7	16980.0000	*	5000000	0	Everyone	Travel__Local	*
TRAVEL_AND_LOCAL	4.4	47780.0000	19	5000000	0	Everyone	Travel__Local	*
TRAVEL_AND_LOCAL	3.7	7705.0000	40	1000000	0	Everyone	Travel__Local	4.1_and_up
TRAVEL_AND_LOCAL	4.4	33256.0000	*	1000000	0	Everyone	Travel__Local	*
TRAVEL_AND_LOCAL	4.5	481546.0000	29	10000000	0	Everyone	Travel__Local	4.4_and_up
TRAVEL_AND_LOCAL	3.6	14544.0000	43	1000000	0	Everyone	Travel__Local	4.1_and_up
TRAVEL_AND_LOCAL	4.4	134895.0000	50	10000000	0	Everyone	Travel__Local	4.2_and_up
TRAVEL_AND_LOCAL	4	48082.0000	*	5000000	0	Everyone	Travel__Local	4.0.3_and_up
TRAVEL_AND_LOCAL	4.1	2419.0000	13	1000000	0	Everyone	Travel__Local	4.1_and_up
TRAVEL_AND_LOCAL	4.4	17915.0000	*	1000000	0	Everyone	Travel__Local	*
TRAVEL_AND_LOCAL	4.4	61776.0000	*	1000000	0	Teen	Travel__Local	*
TRAVEL_AND_LOCAL	4.3	10323.0000	*	1000000	0	Everyone	Travel__Local	*
TRAVEL_AND_LOCAL	4.4	48930.0000	15	5000000	0	Everyone	Travel__Local	4.4_and_up
TRAVEL_AND_LOCAL	4.2	1609.0000	4	100000	0	Everyone	Travel__Local	4.1_and_up
TRAVEL_AND_LOCAL	4.2	219848.0000	*	50000000	0	Everyone	Travel__Local	*
TRAVEL_AND_LOCAL	4.1	136626.0000	14	10000000	0	Everyone	Travel__Local	5.0_and_up
TRAVEL_AND_LOCAL	4.3	30403.0000	*	5000000	0	Everyone	Travel__Local	*
TRAVEL_AND_LOCAL	4.5	216388.0000	19	10000000	0	Everyone	Travel__Local	*
TRAVEL_AND_LOCAL	4.4	33256.0000	*	1000000	0	Everyone	Travel__Local	*
TRAVEL_AND_LOCAL	4.5	481546.0000	29	10000000	0	Everyone	Travel__Local	4.4_and_up
TRAVEL_AND_LOCAL	4.3	18622.0000	44	1000000	0	Everyone	Travel__Local	4.4_and_up
TRAVEL_AND_LOCAL	4.2	8258.0000	22	1000000	0	Everyone	Travel__Local	4.4_and_up
TRAVEL_AND_LOCAL	4.5	260133.0000	*	10000000	0	Everyone	Travel__Local	*
TRAVEL_AND_LOCAL	4.7	1830388.0000	*	100000000	0	Everyone	Travel__Local	*
TRAVEL_AND_LOCAL	4.4	57573.0000	*	5000000	0	Everyone	Travel__Local	*
TRAVEL_AND_LOCAL	4.4	17878.0000	28	1000000	0	Everyone	Travel__Local	4.1_and_up
TRAVEL_AND_LOCAL	4.4	1162837.0000	*	100000000	0	Everyone	Travel__Local	*
TRAVEL_AND_LOCAL	4.4	359560.0000	*	10000000	0	Everyone	Travel__Local	*
TRAVEL_AND_LOCAL	4.1	17202.0000	12	5000000	0	Everyone	Travel__Local	4.1_and_up
TRAVEL_AND_LOCAL	4.6	263525.0000	*	10000000	0	Everyone	Travel__Local	*
TRAVEL_AND_LOCAL	4.4	14114.0000	46	1000000	0	Everyone	Travel__Local	5.0_and_up
TRAVEL_AND_LOCAL	4.1	890.0000	7.6	100000	0	Everyone	Travel__LocalAction__Adventure	4.4_and_up
TRAVEL_AND_LOCAL	4.5	7153.0000	*	1000000	0	Everyone	Travel__Local	*
TRAVEL_AND_LOCAL	4.5	481546.0000	29	10000000	0	Everyone	Travel__Local	4.4_and_up
TRAVEL_AND_LOCAL	4.4	57573.0000	*	5000000	0	Everyone	Travel__Local	*
TRAVEL_AND_LOCAL	4.3	9235373.0000	*	1000000000	0	Everyone	Travel__Local	*
TRAVEL_AND_LOCAL	4.5	149723.0000	4.1	10000000	0	Everyone	Travel__Local	4.0_and_up
TRAVEL_AND_LOCAL	4.2	6762.0000	8.5	1000000	0	Everyone	Travel__Local	4.0_and_up
TRAVEL_AND_LOCAL	4.2	120373.0000	31	5000000	0	Everyone	Travel__Local	4.0.3_and_up
TRAVEL_AND_LOCAL	4.2	40225.0000	4.1	1000000	0	Everyone	Travel__Local	4.1_and_up
TRAVEL_AND_LOCAL	4.5	42849.0000	*	1000000	0	Everyone	Travel__Local	*
TRAVEL_AND_LOCAL	4.7	9971.0000	22	500000	0	Teen	Travel__Local	5.0_and_up
TRAVEL_AND_LOCAL	4	5960.0000	*	500000	0	Everyone	Travel__Local	*
TRAVEL_AND_LOCAL	4.2	18294.0000	28	1000000	0	Everyone	Travel__Local	4.0_and_up
TRAVEL_AND_LOCAL	4.2	2129707.0000	*	1000000000	0	Everyone	Travel__Local	*
TOOLS	4.1	38655.0000	5.9	10000000	0	Everyone	Tools	5.0_and_up
TOOLS	4.4	8033493.0000	*	1000000000	0	Everyone	Tools	*
TOOLS	4.4	5745093.0000	*	500000000	0	Everyone	Tools	*
TOOLS	4.2	18239.0000	*	10000000	0	Everyone	Tools	*
TOOLS	4.2	24199.0000	3.9	50000000	0	Everyone	Tools	4.4_and_up
TOOLS	4.1	37333.0000	*	50000000	0	Everyone	Tools	*
TOOLS	4.5	12759663.0000	15	100000000	0	Everyone	Tools	4.0_and_up
TOOLS	4.6	308.0000	4.3	1000000	0	Everyone	Tools	8.0_and_up
TOOLS	4.1	33216.0000	*	10000000	0	Everyone	Tools	*
TOOLS	4.3	40770.0000	*	100000000	0	Everyone	Tools	*
TOOLS	4.2	28860.0000	*	100000000	0	Everyone	Tools	*
TOOLS	4.1	76604.0000	*	100000000	0	Everyone	Tools	*
TOOLS	4	26189.0000	5.3	10000000	0	Everyone	Tools	4.0_and_up
TOOLS	4.6	739329.0000	*	50000000	0	Everyone	Tools	*
TOOLS	3.1	45838.0000	16	50000000	0	Everyone	Tools	4.1_and_up
TOOLS	4.6	25592.0000	7.5	10000000	0	Everyone	Tools	4.2_and_up
TOOLS	4.5	34126.0000	*	10000000	0	Everyone	Tools	*
TOOLS	3.2	2394.0000	*	5000000	0	Everyone	Tools	*
TOOLS	4.3	330468.0000	*	10000000	0	Everyone	Tools	*
TOOLS	*	1.0000	3.7	1000000	0	Everyone	Tools	7.0_and_up
TOOLS	4.6	136874.0000	*	10000000	0	Everyone	Tools	*
TOOLS	4.4	1236.0000	5.8	100000	0	Everyone	Tools	4.2_and_up
TOOLS	4.6	7790693.0000	17	500000000	0	Everyone	Tools	4.1_and_up
TOOLS	4.5	537554.0000	*	10000000	0	Everyone	Tools	*
TOOLS	4.6	315585.0000	8.5	10000000	0	Everyone	Tools	5.0_and_up
TOOLS	*	142.0000	*	1000000	0	Everyone	Tools	*
TOOLS	4.4	12215.0000	9.1	5000000	0	Everyone	Tools	7.0_and_up
TOOLS	4.2	127223.0000	7.6	10000000	0	Everyone	Tools	5.0_and_up
TOOLS	4.4	9602.0000	2.5	100000000	0	Everyone	Tools	7.0_and_up
TOOLS	3.1	24151.0000	15	10000000	0	Everyone	Tools	4.1_and_up
TOOLS	3.6	45483.0000	*	10000000	0	Everyone	Tools	*
TOOLS	4.1	28250.0000	*	10000000	0	Everyone	Tools	*
TOOLS	4.2	1859115.0000	*	500000000	0	Everyone	Tools	*
TOOLS	3.5	74819.0000	*	100000000	0	Everyone	Tools	7.1_and_up
TOOLS	3.9	18513.0000	6.1	10000000	0	Everyone	Tools	4.1_and_up
TOOLS	3	66.0000	*	10000000	0	Everyone	Tools	*
TOOLS	3.9	14552.0000	17	10000000	0	Everyone	Tools	5.0_and_up
TOOLS	4.5	87055.0000	*	10000000	0	Everyone	Tools	*
TOOLS	3.4	17030.0000	*	10000000	0	Everyone	Tools	*
TOOLS	4.4	1280423.0000	*	100000000	0	Everyone	Tools	*
TOOLS	3.4	25094.0000	*	10000000	0	Everyone	Tools	*
TOOLS	4.3	357.0000	58	1000000	0	Everyone	Tools	4.0.3_and_up
TOOLS	3.7	315.0000	4.6	500000	0	Everyone	Tools	8.0_and_up
TOOLS	3.5	163997.0000	16	10000000	0	Everyone	Tools	4.2_and_up
TOOLS	3.8	5431.0000	1.3	10000000	0	Everyone	Tools	6.0_and_up
TOOLS	3.6	59.0000	2.3	50000	0	Everyone	Tools	4.1_and_up
TOOLS	3.1	124.0000	1.9	100000	0	Everyone	Tools	4.1_and_up
TOOLS	3.8	1420.0000	2.7	100000	0	Everyone	Tools	4.1_and_up
TOOLS	4.2	118439.0000	16	10000000	0	Everyone	Tools	4.4_and_up
TOOLS	4	59973.0000	11	10000000	0	Everyone	Tools	4.0_and_up
TOOLS	4.3	32111.0000	5.3	1000000	0	Everyone	Tools	4.4_and_up
TOOLS	4.3	114788.0000	*	5000000	0	Everyone	Tools	*
TOOLS	4.5	70404.0000	4.2	1000000	0	Everyone	Tools	4.0_and_up
TOOLS	4.5	429580.0000	*	10000000	0	Everyone	Tools	*
TOOLS	4.5	876866.0000	9.1	50000000	0	Everyone	Tools	4.0.3_and_up
TOOLS	4.4	207706.0000	4.3	10000000	0	Everyone	Tools	3.0_and_up
TOOLS	4.4	4254879.0000	*	100000000	0	Everyone	Tools	*
TOOLS	4.3	111507.0000	*	10000000	0	Everyone	Tools	*
TOOLS	4.2	472904.0000	*	50000000	0	Everyone	Tools	*
TOOLS	4.7	115409.0000	*	10000000	0	Everyone	Tools	*
TOOLS	4.4	166367.0000	1.8	5000000	0	Everyone	Tools	2.3_and_up
TOOLS	4.3	618918.0000	*	50000000	0	Everyone	Tools	*
TOOLS	4.4	192661.0000	8.5	10000000	0	Everyone	Tools	4.1_and_up
TOOLS	4.3	54207.0000	4.4	5000000	0	Everyone	Tools	3.0_and_up
TOOLS	4.5	60571.0000	*	5000000	0	Everyone	Tools	*
TOOLS	4.7	1335799.0000	3.8	50000000	0	Everyone	Tools	4.2_and_up
TOOLS	4.5	148506.0000	11	5000000	0	Everyone	Tools	*
TOOLS	4.6	679912.0000	*	10000000	0	Everyone	Tools	*
TOOLS	4.7	152692.0000	11	5000000	0	Everyone	Tools	4.1_and_up
TOOLS	4.6	77311.0000	*	5000000	0	Everyone	Tools	*
TOOLS	4.8	48211.0000	7.4	1000000	0	Everyone	Tools	4.1_and_up
TOOLS	3.9	12388.0000	5.3	1000000	0	Everyone	Tools	2.3_and_up
TOOLS	4.5	85387.0000	5.4	1000000	0	Everyone	Tools	4.0_and_up
TOOLS	4.6	33509.0000	3.6	1000000	0	Everyone	Tools	4.4_and_up
TOOLS	4.5	342336.0000	*	10000000	0	Everyone	ToolsEducation	*
TOOLS	4.4	90831.0000	4.3	10000000	0	Everyone	Tools	4.2_and_up
TOOLS	4.5	12718.0000	*	1000000	0	Everyone	Tools	*
TOOLS	4	85659.0000	27	5000000	0	Everyone	Tools	3.0_and_up
TOOLS	4.3	16395.0000	*	1000000	0	Everyone	Tools	*
TOOLS	4	807.0000	1.8	100000	0	Everyone	Tools	2.3_and_up
TOOLS	4.4	24265.0000	3.3	1000000	0	Everyone	Tools	4.0.3_and_up
TOOLS	4.1	1657.0000	2	100000	0	Everyone	Tools	5.0_and_up
TOOLS	4.3	576454.0000	6.1	50000000	0	Everyone	Tools	4.0.3_and_up
TOOLS	4.1	88675.0000	9.6	5000000	0	Everyone	Tools	4.0_and_up
TOOLS	4.3	56848.0000	9.6	1000000	0	Everyone	Tools	4.1_and_up
TOOLS	4.2	19096.0000	10	1000000	0	Everyone	Tools	4.1_and_up
TOOLS	4.2	1116393.0000	8.2	50000000	0	Everyone	Tools	4.1_and_up
TOOLS	4.2	154578.0000	14	10000000	0	Everyone	Tools	4.1_and_up
TOOLS	4.2	40676.0000	25	1000000	0	Everyone	Tools	4.1_and_up
TOOLS	4.3	39833.0000	9.9	1000000	0	Everyone	Tools	4.0.3_and_up
TOOLS	4.5	273283.0000	22	5000000	0	Everyone	Tools	4.0.3_and_up
TOOLS	4.4	139480.0000	*	5000000	0	Everyone	Tools	4.1_and_up
TOOLS	4.5	801054.0000	8.9	10000000	0	Everyone	Tools	4.1_and_up
TOOLS	4.2	1859109.0000	*	500000000	0	Everyone	Tools	*
TOOLS	4.1	65597.0000	2.4	10000000	0	Everyone	Tools	2.3_and_up
TOOLS	4.4	1107320.0000	25	50000000	0	Everyone	Tools	4.1_and_up
TOOLS	4.5	4594198.0000	*	100000000	0	Everyone	Tools	*
TOOLS	4.3	94427.0000	*	10000000	0	Everyone	Tools	*
TOOLS	4.4	335115.0000	1.8	10000000	0	Everyone	Tools	6.0_and_up
TOOLS	4.1	33926.0000	17	1000000	0	Everyone	Tools	4.2_and_up
TOOLS	4.4	1028794.0000	*	100000000	0	Everyone	Tools	*
TOOLS	4.2	134203.0000	4.1	10000000	0	Everyone	Tools	4.4_and_up
TOOLS	4.1	15693.0000	18	1000000	0	Everyone	Tools	4.2_and_up
TOOLS	4.6	48979.0000	14	1000000	0	Everyone	Tools	4.0.3_and_up
TOOLS	4.5	410303.0000	*	10000000	0	Everyone	Tools	*
TOOLS	4.3	63712.0000	*	5000000	0	Everyone	Tools	2.3_and_up
TOOLS	4.1	10595.0000	*	1000000	0	Everyone	Tools	*
TOOLS	4.1	9496.0000	696	1000000	0	Everyone	Tools	2.2_and_up
TOOLS	4.2	428581.0000	4.7	10000000	0	Everyone	Tools	4.0_and_up
TOOLS	4.1	225544.0000	8.1	10000000	0	Everyone	Tools	4.0_and_up
TOOLS	4.6	3090727.0000	*	100000000	0	Everyone	Tools	*
TOOLS	4.5	474439.0000	7.9	10000000	0	Everyone	Tools	4.2_and_up
TOOLS	4	41137.0000	4.6	1000000	0	Everyone	Tools	3.2_and_up
TOOLS	3.5	75336.0000	544	1000000	0	Everyone	Tools	4.0_and_up
TOOLS	4.4	745245.0000	3.5	10000000	0	Everyone	Tools	2.3_and_up
TOOLS	4.4	4934130.0000	*	100000000	0	Everyone	Tools	*
TOOLS	4.4	137562.0000	*	10000000	0	Everyone	Tools	*
TOOLS	4.1	172990.0000	525	10000000	0	Everyone	Tools	2.2_and_up
TOOLS	4.2	68309.0000	2.1	1000000	0	Everyone	Tools	4.0_and_up
PERSONALIZATION	4.6	1121805.0000	*	50000000	0	Everyone	Personalization	*
PERSONALIZATION	4.4	7146.0000	14	1000000	0	Everyone_10+	Personalization	4.0_and_up
PERSONALIZATION	4.6	6466641.0000	*	100000000	0	Teen	Personalization	*
PERSONALIZATION	4.6	49657.0000	8.7	5000000	0	Everyone	Personalization	4.4_and_up
PERSONALIZATION	4.5	1724.0000	21	100000	0	ature_17+	Personalization	4.0.3_and_up
PERSONALIZATION	4.7	139258.0000	*	5000000	0	Everyone	Personalization	4.4_and_up
PERSONALIZATION	4.4	32794.0000	12	5000000	0	Everyone	Personalization	4.2_and_up
PERSONALIZATION	4.5	102923.0000	18	1000000	0	Everyone	Personalization	5.0_and_up
PERSONALIZATION	4.6	6702776.0000	17	100000000	0	Teen	Personalization	4.0.3_and_up
PERSONALIZATION	4.6	7583.0000	3.8	500000	0	Everyone_10+	Personalization	4.0.3_and_up
PERSONALIZATION	4	24215.0000	*	1000000	0	Everyone	Personalization	*
PERSONALIZATION	4.6	5073.0000	23	1000000	0	Everyone_10+	Personalization	4.0_and_up
PERSONALIZATION	4.5	15633.0000	14	1000000	0	Everyone	Personalization	4.0.3_and_up
PERSONALIZATION	4.7	1141545.0000	15	50000000	0	Everyone	Personalization	*
PERSONALIZATION	4.7	29485.0000	9.9	1000000	0	Everyone	Personalization	4.0_and_up
PERSONALIZATION	4.4	142393.0000	12	10000000	0	Everyone	Personalization	4.2_and_up
PERSONALIZATION	4.3	71688.0000	12	10000000	0	Everyone	Personalization	4.1_and_up
PERSONALIZATION	4.7	114851.0000	20	10000000	0	Everyone	Personalization	4.1_and_up
PERSONALIZATION	4.1	62209.0000	7.4	10000000	0	Everyone	Personalization	4.0.3_and_up
PERSONALIZATION	4.7	202474.0000	3	10000000	0	Teen	Personalization	4.0_and_up
PERSONALIZATION	4.4	512102.0000	*	10000000	0	Everyone	Personalization	*
PERSONALIZATION	4.6	298321.0000	14	10000000	0	Everyone	Personalization	4.2_and_up
PERSONALIZATION	4.5	5783441.0000	14	100000000	0	Everyone	Personalization	4.0.3_and_up
PERSONALIZATION	4.4	47393.0000	7.2	10000000	0	Everyone	Personalization	5.0_and_up
PERSONALIZATION	4.4	55525.0000	22	10000000	0	Everyone	Personalization	4.0_and_up
PERSONALIZATION	4.3	2267.0000	7.2	500000	0	Everyone	Personalization	4.0.3_and_up
PERSONALIZATION	4.3	266401.0000	*	10000000	0	Everyone	Personalization	*
PERSONALIZATION	4.6	649568.0000	26	10000000	0	Everyone	Personalization	4.2_and_up
PERSONALIZATION	4.7	6342.0000	38	1000000	0	Everyone	Personalization	4.1_and_up
PERSONALIZATION	4.3	5413.0000	3.9	1000000	0	Everyone	Personalization	4.0_and_up
PERSONALIZATION	4.5	1237135.0000	*	50000000	0	Everyone	Personalization	*
PERSONALIZATION	4.6	4724.0000	5.4	1000000	0	Everyone	Personalization	4.0.3_and_up
PERSONALIZATION	4.4	43960.0000	9.8	10000000	0	Everyone	Personalization	5.0_and_up
PERSONALIZATION	4.5	3277209.0000	7.6	100000000	0	Everyone	Personalization	4.0_and_up
PERSONALIZATION	4.7	229.0000	1.1	500000	0	Everyone	Personalization	5.0_and_up
PERSONALIZATION	4.3	6626.0000	9.1	1000000	0	Everyone	Personalization	4.0.3_and_up
PERSONALIZATION	3.7	10796.0000	6.8	1000000	0	Everyone	Personalization	4.0.3_and_up
PERSONALIZATION	4.7	273994.0000	12	10000000	0	Everyone	Personalization	4.4_and_up
PERSONALIZATION	4.5	29203.0000	3.3	5000000	0	Everyone	Personalization	4.0_and_up
PERSONALIZATION	4.4	18918.0000	12	5000000	0	Everyone	Personalization	4.0_and_up
