C1	C2	C3	C4	C5	C6	C7	C8
-21244.0000	-21254.0000	-21669.0000	-21834.0000	-21624.0000	-21364.0000	-20801.0000	-20807.0000
-21479.0000	-21354.0000	-21261.0000	-21621.0000	-21594.0000	-21479.0000	-21331.0000	-21374.0000
-21524.0000	-21539.0000	-21639.0000	-21594.0000	-21621.0000	-21671.0000	-21659.0000	-21609.0000
-21316.0000	-21319.0000	-21431.0000	-21374.0000	-21471.0000	-21461.0000	-21396.0000	-21274.0000
-21144.0000	-21239.0000	-21179.0000	-21129.0000	-21334.0000	-21391.0000	-21381.0000	-21361.0000
-21242.0000	-21364.0000	-21464.0000	-21307.0000	-21289.0000	-21326.0000	-21296.0000	-21341.0000
-21336.0000	-21321.0000	-21321.0000	-21301.0000	-21299.0000	-21289.0000	-21301.0000	-21309.0000
-21304.0000	-21334.0000	-21351.0000	-21381.0000	-21421.0000	-21432.0000	-21439.0000	-21471.0000
-21524.0000	-21544.0000	-21551.0000	-21549.0000	-21531.0000	-21519.0000	-21529.0000	-21564.0000
-21624.0000	-21684.0000	-21709.0000	-21754.0000	-21799.0000	-21794.0000	-21782.0000	-21759.0000
-21746.0000	-21742.0000	-21736.0000	-21726.0000	-21674.0000	-21676.0000	-21679.0000	-21674.0000
-21686.0000	-21619.0000	-21551.0000	-21509.0000	-21511.0000	-21446.0000	-21342.0000	-21346.0000
-21169.0000	-21212.0000	-21536.0000	-21484.0000	-21574.0000	-21796.0000	-21826.0000	-21824.0000
-21511.0000	-21389.0000	-21542.0000	-21489.0000	-21469.0000	-21454.0000	-21439.0000	-21504.0000
-21526.0000	-21571.0000	-21586.0000	-21551.0000	-21576.0000	-21637.0000	-21609.0000	-21594.0000
-21676.0000	-21699.0000	-21709.0000	-21761.0000	-21756.0000	-21742.0000	-21771.0000	-21819.0000
-21809.0000	-21801.0000	-21676.0000	-21336.0000	-21304.0000	-21549.0000	-21591.0000	-21539.0000
-21554.0000	-21446.0000	-21374.0000	-21339.0000	-21392.0000	-21394.0000	-21274.0000	-21159.0000
-21019.0000	-20954.0000	-21186.0000	-21424.0000	-21316.0000	-21054.0000	-20594.0000	-20832.0000
-21792.0000	-21614.0000	-21171.0000	-21426.0000	-21474.0000	-21517.0000	-21484.0000	-21426.0000
-21457.0000	-21379.0000	-21486.0000	-21546.0000	-21549.0000	-21551.0000	-21539.0000	-21551.0000
-21396.0000	-21367.0000	-21401.0000	-21361.0000	-21374.0000	-21354.0000	-21404.0000	-21386.0000
-21341.0000	-21359.0000	-21161.0000	-21054.0000	-21311.0000	-21469.0000	-21401.0000	-21336.0000
-21282.0000	-21326.0000	-21354.0000	-21279.0000	-21284.0000	-21289.0000	-21294.0000	-21301.0000
-21242.0000	-21246.0000	-21244.0000	-21249.0000	-21284.0000	-21254.0000	-21259.0000	-21282.0000
-21286.0000	-21309.0000	-21314.0000	-21336.0000	-21376.0000	-21394.0000	-21381.0000	-21396.0000
-21464.0000	-21464.0000	-21471.0000	-21507.0000	-21506.0000	-21506.0000	-21494.0000	-21504.0000
-21554.0000	-21592.0000	-21641.0000	-21674.0000	-21674.0000	-21694.0000	-21679.0000	-21641.0000
-21659.0000	-21669.0000	-21651.0000	-21639.0000	-21609.0000	-21617.0000	-21624.0000	-21616.0000
-21609.0000	-21554.0000	-21529.0000	-21486.0000	-21486.0000	-21476.0000	-21351.0000	-21321.0000
-21277.0000	-21241.0000	-21271.0000	-21204.0000	-21259.0000	-21294.0000	-21486.0000	-21774.0000
-21514.0000	-21326.0000	-21394.0000	-21379.0000	-21532.0000	-21586.0000	-21551.0000	-21589.0000
-21529.0000	-21501.0000	-21539.0000	-21561.0000	-21506.0000	-21504.0000	-21542.0000	-21519.0000
-21546.0000	-21611.0000	-21629.0000	-21641.0000	-21654.0000	-21644.0000	-21604.0000	-21646.0000
-21676.0000	-21634.0000	-21524.0000	-21161.0000	-20974.0000	-21234.0000	-21424.0000	-21507.0000
-21529.0000	-21021.0000	-21014.0000	-21084.0000	-21149.0000	-21239.0000	-21234.0000	-21039.0000
-20839.0000	-20819.0000	-20854.0000	-20944.0000	-20961.0000	-20816.0000	-20684.0000	-21239.0000
-22201.0000	-21961.0000	-21359.0000	-21509.0000	-21542.0000	-21506.0000	-21464.0000	-21389.0000
-21461.0000	-21456.0000	-21457.0000	-21491.0000	-21546.0000	-21539.0000	-21504.0000	-21421.0000
-21214.0000	-21221.0000	-21361.0000	-21401.0000	-21384.0000	-21351.0000	-21392.0000	-21421.0000
-21409.0000	-21386.0000	-21356.0000	-21317.0000	-21386.0000	-21496.0000	-21384.0000	-21316.0000
-21367.0000	-21331.0000	-21414.0000	-21511.0000	-21359.0000	-21231.0000	-21286.0000	-21271.0000
-21211.0000	-21224.0000	-21207.0000	-21196.0000	-21201.0000	-21206.0000	-21261.0000	-21282.0000
-21256.0000	-21249.0000	-21276.0000	-21326.0000	-21349.0000	-21376.0000	-21386.0000	-21376.0000
-21406.0000	-21431.0000	-21449.0000	-21454.0000	-21449.0000	-21479.0000	-21484.0000	-21481.0000
-21489.0000	-21489.0000	-21536.0000	-21584.0000	-21594.0000	-21591.0000	-21576.0000	-21564.0000
-21571.0000	-21594.0000	-21576.0000	-21567.0000	-21606.0000	-21626.0000	-21604.0000	-21569.0000
-21542.0000	-21509.0000	-21509.0000	-21511.0000	-21471.0000	-21492.0000	-21441.0000	-21321.0000
-21296.0000	-21346.0000	-21361.0000	-21359.0000	-21404.0000	-21346.0000	-21359.0000	-21549.0000
-21614.0000	-21544.0000	-21311.0000	-21281.0000	-21509.0000	-21481.0000	-21486.0000	-21616.0000
-21604.0000	-21484.0000	-21386.0000	-21444.0000	-21469.0000	-21417.0000	-21459.0000	-21492.0000
-21471.0000	-21486.0000	-21517.0000	-21516.0000	-21509.0000	-21514.0000	-21504.0000	-21489.0000
-21496.0000	-21496.0000	-21446.0000	-21189.0000	-20941.0000	-21019.0000	-21067.0000	-21086.0000
-21129.0000	-20971.0000	-20979.0000	-20999.0000	-20986.0000	-21094.0000	-21186.0000	-21046.0000
-20851.0000	-21019.0000	-21169.0000	-21042.0000	-20849.0000	-20604.0000	-20639.0000	-21311.0000
-22151.0000	-22034.0000	-21464.0000	-21424.0000	-21457.0000	-21424.0000	-21414.0000	-21351.0000
-21371.0000	-21451.0000	-21499.0000	-21492.0000	-21484.0000	-21401.0000	-21379.0000	-21371.0000
-21266.0000	-21292.0000	-21357.0000	-21359.0000	-21354.0000	-21342.0000	-21341.0000	-21371.0000
-21321.0000	-21219.0000	-21369.0000	-21532.0000	-21536.0000	-21527.0000	-21379.0000	-21367.0000
-21459.0000	-21354.0000	-21424.0000	-21574.0000	-21401.0000	-21269.0000	-21304.0000	-21267.0000
-21249.0000	-21206.0000	-21186.0000	-21236.0000	-21211.0000	-21181.0000	-21176.0000	-21184.0000
-21211.0000	-21214.0000	-21236.0000	-21261.0000	-21267.0000	-21281.0000	-21294.0000	-21307.0000
-21336.0000	-21374.0000	-21392.0000	-21414.0000	-21434.0000	-21436.0000	-21449.0000	-21467.0000
-21471.0000	-21486.0000	-21504.0000	-21501.0000	-21509.0000	-21499.0000	-21529.0000	-21567.0000
-21531.0000	-21539.0000	-21564.0000	-21579.0000	-21616.0000	-21569.0000	-21526.0000	-21519.0000
-21544.0000	-21554.0000	-21511.0000	-21551.0000	-21534.0000	-21471.0000	-21454.0000	-21407.0000
-21376.0000	-21331.0000	-21351.0000	-21436.0000	-21514.0000	-21531.0000	-21401.0000	-21394.0000
-21596.0000	-21611.0000	-21561.0000	-21839.0000	-21757.0000	-21249.0000	-21254.0000	-21559.0000
-21724.0000	-21696.0000	-21474.0000	-21361.0000	-21384.0000	-21392.0000	-21386.0000	-21409.0000
-21416.0000	-21374.0000	-21366.0000	-21396.0000	-21389.0000	-21374.0000	-21399.0000	-21371.0000
-21336.0000	-21329.0000	-21276.0000	-21171.0000	-21089.0000	-21184.0000	-21161.0000	-21014.0000
-21009.0000	-21219.0000	-21194.0000	-21169.0000	-21199.0000	-21371.0000	-21404.0000	-21289.0000
-21164.0000	-21306.0000	-21539.0000	-21469.0000	-21289.0000	-21011.0000	-20882.0000	-21231.0000
-21639.0000	-21564.0000	-21264.0000	-21217.0000	-21296.0000	-21357.0000	-21409.0000	-21434.0000
-21392.0000	-21369.0000	-21399.0000	-21417.0000	-21431.0000	-21371.0000	-21314.0000	-21299.0000
-21314.0000	-21386.0000	-21401.0000	-21374.0000	-21336.0000	-21326.0000	-21299.0000	-21326.0000
-21366.0000	-21269.0000	-21294.0000	-21454.0000	-21526.0000	-21421.0000	-21377.0000	-21586.0000
-21614.0000	-21364.0000	-21304.0000	-21394.0000	-21336.0000	-21267.0000	-21262.0000	-21234.0000
-21244.0000	-21199.0000	-21166.0000	-21204.0000	-21206.0000	-21214.0000	-21171.0000	-21154.0000
-21164.0000	-21179.0000	-21239.0000	-21231.0000	-21226.0000	-21246.0000	-21261.0000	-21309.0000
-21339.0000	-21359.0000	-21371.0000	-21391.0000	-21426.0000	-21434.0000	-21469.0000	-21492.0000
-21479.0000	-21511.0000	-21556.0000	-21576.0000	-21574.0000	-21559.0000	-21564.0000	-21584.0000
-21589.0000	-21594.0000	-21569.0000	-21551.0000	-21571.0000	-21559.0000	-21574.0000	-21559.0000
-21529.0000	-21554.0000	-21529.0000	-21539.0000	-21526.0000	-21464.0000	-21444.0000	-21464.0000
-21519.0000	-21491.0000	-21492.0000	-21474.0000	-21414.0000	-21424.0000	-21342.0000	-21329.0000
-21376.0000	-21371.0000	-21769.0000	-22309.0000	-22019.0000	-21436.0000	-21534.0000	-21816.0000
-21876.0000	-21794.0000	-21694.0000	-21654.0000	-21486.0000	-21356.0000	-21329.0000	-21336.0000
-21346.0000	-21326.0000	-21336.0000	-21339.0000	-21349.0000	-21336.0000	-21324.0000	-21321.0000
-21299.0000	-21254.0000	-21189.0000	-21191.0000	-21182.0000	-21309.0000	-21396.0000	-21269.0000
-21254.0000	-21236.0000	-21266.0000	-21259.0000	-21246.0000	-21576.0000	-21749.0000	-21661.0000
-21534.0000	-21474.0000	-21564.0000	-21626.0000	-21746.0000	-21616.0000	-21299.0000	-21417.0000
-21451.0000	-21156.0000	-21156.0000	-21339.0000	-21416.0000	-21421.0000	-21334.0000	-21304.0000
-21332.0000	-21307.0000	-21284.0000	-21284.0000	-21309.0000	-21324.0000	-21296.0000	-21229.0000
-21221.0000	-21256.0000	-21286.0000	-21296.0000	-21276.0000	-21299.0000	-21274.0000	-21267.0000
-21351.0000	-21381.0000	-21336.0000	-21346.0000	-21429.0000	-21399.0000	-21571.0000	-21809.0000
-21586.0000	-21342.0000	-21296.0000	-21299.0000	-21256.0000	-21196.0000	-21229.0000	-21214.0000
-21192.0000	-21217.0000	-21219.0000	-21206.0000	-21204.0000	-21209.0000	-21196.0000	-21199.0000
-21149.0000	-21124.0000	-21191.0000	-21196.0000	-21241.0000	-21289.0000	-21311.0000	-21356.0000
-21364.0000	-21396.0000	-21437.0000	-21417.0000	-21406.0000	-21424.0000	-21464.0000	-21484.0000
-21494.0000	-21494.0000	-21526.0000	-21567.0000	-21541.0000	-21549.0000	-21571.0000	-21589.0000
-21621.0000	-21596.0000	-21559.0000	-21546.0000	-21569.0000	-21586.0000	-21604.0000	-21614.0000
-21592.0000	-21601.0000	-21611.0000	-21587.0000	-21557.0000	-21574.0000	-21581.0000	-21574.0000
-21604.0000	-21554.0000	-21496.0000	-21461.0000	-21476.0000	-21459.0000	-21399.0000	-21444.0000
-21409.0000	-21571.0000	-21964.0000	-22019.0000	-21751.0000	-21584.0000	-21701.0000	-21811.0000
-21806.0000	-21669.0000	-21614.0000	-21786.0000	-21651.0000	-21379.0000	-21299.0000	-21301.0000
-21284.0000	-21276.0000	-21329.0000	-21276.0000	-21246.0000	-21274.0000	-21289.0000	-21304.0000
-21286.0000	-21284.0000	-21269.0000	-21276.0000	-21199.0000	-21192.0000	-21276.0000	-21231.0000
-21257.0000	-21161.0000	-21171.0000	-21182.0000	-21082.0000	-21401.0000	-21719.0000	-21636.0000
-21509.0000	-21492.0000	-21521.0000	-21576.0000	-21886.0000	-21886.0000	-21542.0000	-21746.0000
-21689.0000	-21126.0000	-21184.0000	-21444.0000	-21426.0000	-21429.0000	-21389.0000	-21309.0000
-21264.0000	-21209.0000	-21199.0000	-21244.0000	-21276.0000	-21284.0000	-21277.0000	-21244.0000
-21261.0000	-21289.0000	-21306.0000	-21309.0000	-21282.0000	-21284.0000	-21244.0000	-21192.0000
-21166.0000	-21294.0000	-21421.0000	-21336.0000	-21316.0000	-21436.0000	-21684.0000	-21719.0000
-21474.0000	-21509.0000	-21466.0000	-21296.0000	-21276.0000	-21266.0000	-21331.0000	-21282.0000
-21171.0000	-21151.0000	-21106.0000	-21131.0000	-21194.0000	-21196.0000	-21169.0000	-21161.0000
-21164.0000	-21149.0000	-21156.0000	-21189.0000	-21236.0000	-21276.0000	-21306.0000	-21351.0000
-21374.0000	-21391.0000	-21421.0000	-21419.0000	-21404.0000	-21431.0000	-21474.0000	-21499.0000
-21517.0000	-21494.0000	-21499.0000	-21529.0000	-21484.0000	-21474.0000	-21491.0000	-21511.0000
-21559.0000	-21554.0000	-21566.0000	-21569.0000	-21596.0000	-21634.0000	-21596.0000	-21609.0000
-21646.0000	-21649.0000	-21656.0000	-21637.0000	-21614.0000	-21634.0000	-21619.0000	-21617.0000
-21614.0000	-21556.0000	-21506.0000	-21482.0000	-21544.0000	-21504.0000	-21489.0000	-21539.0000
-21492.0000	-21936.0000	-22161.0000	-21732.0000	-21619.0000	-21626.0000	-21604.0000	-21579.0000
-21592.0000	-21684.0000	-21617.0000	-21659.0000	-21646.0000	-21486.0000	-21384.0000	-21306.0000
-21299.0000	-21269.0000	-21284.0000	-21267.0000	-21229.0000	-21231.0000	-21274.0000	-21317.0000
-21304.0000	-21346.0000	-21317.0000	-21282.0000	-21261.0000	-21226.0000	-21261.0000	-21214.0000
-21209.0000	-21199.0000	-21154.0000	-21179.0000	-21116.0000	-21274.0000	-21582.0000	-21582.0000
-21444.0000	-21456.0000	-21507.0000	-21576.0000	-21994.0000	-22134.0000	-21846.0000	-21949.0000
-21746.0000	-21231.0000	-21339.0000	-21496.0000	-21399.0000	-21339.0000	-21314.0000	-21304.0000
-21269.0000	-21241.0000	-21234.0000	-21259.0000	-21294.0000	-21284.0000	-21256.0000	-21192.0000
-21164.0000	-21184.0000	-21221.0000	-21234.0000	-21239.0000	-21254.0000	-21232.0000	-21194.0000
-21094.0000	-21186.0000	-21407.0000	-21354.0000	-21251.0000	-21274.0000	-21381.0000	-21359.0000
-21371.0000	-21611.0000	-21459.0000	-21199.0000	-21234.0000	-21282.0000	-21371.0000	-21469.0000
-21559.0000	-21554.0000	-21331.0000	-21132.0000	-21049.0000	-21134.0000	-21211.0000	-21124.0000
-21109.0000	-21124.0000	-21119.0000	-21164.0000	-21176.0000	-21209.0000	-21264.0000	-21309.0000
-21354.0000	-21361.0000	-21354.0000	-21344.0000	-21334.0000	-21341.0000	-21389.0000	-21431.0000
-21426.0000	-21419.0000	-21444.0000	-21492.0000	-21496.0000	-21469.0000	-21432.0000	-21444.0000
-21511.0000	-21542.0000	-21539.0000	-21509.0000	-21519.0000	-21551.0000	-21536.0000	-21531.0000
-21544.0000	-21581.0000	-21584.0000	-21564.0000	-21586.0000	-21594.0000	-21582.0000	-21576.0000
-21536.0000	-21504.0000	-21521.0000	-21499.0000	-21531.0000	-21514.0000	-21551.0000	-21589.0000
-21544.0000	-22039.0000	-22084.0000	-21569.0000	-21641.0000	-21561.0000	-21527.0000	-21651.0000
-21511.0000	-21599.0000	-21614.0000	-21589.0000	-21586.0000	-21549.0000	-21552.0000	-21429.0000
-21407.0000	-21381.0000	-21292.0000	-21264.0000	-21264.0000	-21261.0000	-21276.0000	-21319.0000
-21321.0000	-21357.0000	-21319.0000	-21294.0000	-21326.0000	-21299.0000	-21319.0000	-21259.0000
-21219.0000	-21211.0000	-21159.0000	-21171.0000	-21149.0000	-21159.0000	-21436.0000	-21684.0000
-21619.0000	-21542.0000	-21586.0000	-21619.0000	-21867.0000	-22026.0000	-21976.0000	-21984.0000
-21614.0000	-21286.0000	-21384.0000	-21356.0000	-21316.0000	-21309.0000	-21244.0000	-21246.0000
-21242.0000	-21276.0000	-21294.0000	-21286.0000	-21287.0000	-21254.0000	-21254.0000	-21231.0000
-21209.0000	-21214.0000	-21226.0000	-21231.0000	-21244.0000	-21276.0000	-21261.0000	-21217.0000
-21164.0000	-21191.0000	-21329.0000	-21436.0000	-21414.0000	-21286.0000	-21254.0000	-21216.0000
-21214.0000	-21334.0000	-21239.0000	-21131.0000	-21189.0000	-21196.0000	-21239.0000	-21364.0000
-21579.0000	-21744.0000	-21774.0000	-21632.0000	-21286.0000	-21124.0000	-21164.0000	-21119.0000
-21092.0000	-21084.0000	-21076.0000	-21094.0000	-21099.0000	-21151.0000	-21192.0000	-21207.0000
-21207.0000	-21189.0000	-21201.0000	-21216.0000	-21264.0000	-21284.0000	-21296.0000	-21344.0000
-21364.0000	-21379.0000	-21374.0000	-21379.0000	-21414.0000	-21406.0000	-21394.0000	-21399.0000
-21426.0000	-21436.0000	-21432.0000	-21454.0000	-21464.0000	-21442.0000	-21474.0000	-21504.0000
-21492.0000	-21524.0000	-21514.0000	-21519.0000	-21554.0000	-21559.0000	-21571.0000	-21561.0000
-21536.0000	-21499.0000	-21486.0000	-21464.0000	-21489.0000	-21471.0000	-21474.0000	-21564.0000
-21596.0000	-22079.0000	-22142.0000	-21546.0000	-21619.0000	-21609.0000	-21466.0000	-21624.0000
-21569.0000	-21579.0000	-21584.0000	-21636.0000	-21661.0000	-21599.0000	-21664.0000	-21586.0000
-21549.0000	-21581.0000	-21499.0000	-21354.0000	-21259.0000	-21292.0000	-21301.0000	-21324.0000
-21326.0000	-21316.0000	-21331.0000	-21342.0000	-21349.0000	-21304.0000	-21321.0000	-21292.0000
-21229.0000	-21264.0000	-21244.0000	-21226.0000	-21201.0000	-21142.0000	-21241.0000	-21594.0000
-21761.0000	-21742.0000	-21771.0000	-21721.0000	-21744.0000	-21876.0000	-22031.0000	-22014.0000
-21526.0000	-21204.0000	-21267.0000	-21206.0000	-21141.0000	-21139.0000	-21176.0000	-21249.0000
-21256.0000	-21282.0000	-21296.0000	-21311.0000	-21316.0000	-21269.0000	-21244.0000	-21192.0000
-21157.0000	-21169.0000	-21199.0000	-21219.0000	-21224.0000	-21261.0000	-21279.0000	-21279.0000
-21314.0000	-21304.0000	-21266.0000	-21349.0000	-21376.0000	-21271.0000	-21229.0000	-21169.0000
-21094.0000	-21129.0000	-21154.0000	-21201.0000	-21219.0000	-21204.0000	-21191.0000	-21174.0000
-21207.0000	-21289.0000	-21511.0000	-21711.0000	-21546.0000	-21219.0000	-21089.0000	-21121.0000
-21144.0000	-21134.0000	-21124.0000	-21079.0000	-21096.0000	-21146.0000	-21136.0000	-21162.0000
-21134.0000	-21082.0000	-21114.0000	-21146.0000	-21234.0000	-21271.0000	-21249.0000	-21286.0000
-21317.0000	-21316.0000	-21304.0000	-21339.0000	-21384.0000	-21384.0000	-21386.0000	-21371.0000
-21359.0000	-21354.0000	-21371.0000	-21416.0000	-21449.0000	-21449.0000	-21474.0000	-21479.0000
-21489.0000	-21529.0000	-21524.0000	-21564.0000	-21559.0000	-21559.0000	-21584.0000	-21546.0000
-21579.0000	-21546.0000	-21524.0000	-21519.0000	-21489.0000	-21461.0000	-21436.0000	-21529.0000
-21477.0000	-21974.0000	-22574.0000	-21926.0000	-21507.0000	-21732.0000	-21631.0000	-21509.0000
-21546.0000	-21657.0000	-21656.0000	-21701.0000	-21754.0000	-21664.0000	-21681.0000	-21651.0000
-21644.0000	-21734.0000	-21746.0000	-21544.0000	-21312.0000	-21316.0000	-21321.0000	-21332.0000
-21364.0000	-21344.0000	-21386.0000	-21396.0000	-21409.0000	-21406.0000	-21364.0000	-21361.0000
-21319.0000	-21396.0000	-21401.0000	-21329.0000	-21316.0000	-21284.0000	-21299.0000	-21686.0000
-21969.0000	-21921.0000	-21889.0000	-21889.0000	-21957.0000	-22016.0000	-22017.0000	-21914.0000
-21519.0000	-21194.0000	-21186.0000	-21201.0000	-21154.0000	-21107.0000	-21144.0000	-21229.0000
-21271.0000	-21296.0000	-21291.0000	-21276.0000	-21274.0000	-21292.0000	-21294.0000	-21232.0000
-21169.0000	-21164.0000	-21186.0000	-21204.0000	-21224.0000	-21261.0000	-21306.0000	-21329.0000
-21339.0000	-21326.0000	-21267.0000	-21241.0000	-21216.0000	-21174.0000	-21161.0000	-21119.0000
-21139.0000	-21182.0000	-21209.0000	-21239.0000	-21154.0000	-21159.0000	-21231.0000	-21204.0000
-21184.0000	-21196.0000	-21206.0000	-21246.0000	-21284.0000	-21214.0000	-21111.0000	-21134.0000
-21159.0000	-21186.0000	-21174.0000	-21084.0000	-21066.0000	-21079.0000	-21076.0000	-21107.0000
-21081.0000	-21051.0000	-21076.0000	-21119.0000	-21186.0000	-21201.0000	-21192.0000	-21219.0000
-21251.0000	-21244.0000	-21219.0000	-21259.0000	-21284.0000	-21294.0000	-21311.0000	-21314.0000
-21309.0000	-21301.0000	-21361.0000	-21396.0000	-21421.0000	-21471.0000	-21464.0000	-21454.0000
-21509.0000	-21544.0000	-21539.0000	-21571.0000	-21571.0000	-21621.0000	-21659.0000	-21601.0000
-21606.0000	-21539.0000	-21539.0000	-21546.0000	-21509.0000	-21559.0000	-21504.0000	-21577.0000
-21449.0000	-21732.0000	-22751.0000	-22479.0000	-21544.0000	-21529.0000	-21674.0000	-21679.0000
-21634.0000	-21614.0000	-21694.0000	-21751.0000	-21699.0000	-21629.0000	-21686.0000	-21719.0000
-21716.0000	-21696.0000	-21592.0000	-21424.0000	-21279.0000	-21334.0000	-21369.0000	-21376.0000
-21411.0000	-21401.0000	-21449.0000	-21442.0000	-21441.0000	-21469.0000	-21409.0000	-21429.0000
-21431.0000	-21504.0000	-21499.0000	-21444.0000	-21461.0000	-21376.0000	-21446.0000	-21919.0000
-22109.0000	-21949.0000	-21904.0000	-21959.0000	-22026.0000	-21974.0000	-21891.0000	-21861.0000
-21721.0000	-21414.0000	-21089.0000	-21036.0000	-21221.0000	-21289.0000	-21236.0000	-21246.0000
-21286.0000	-21274.0000	-21294.0000	-21317.0000	-21304.0000	-21329.0000	-21346.0000	-21331.0000
-21276.0000	-21216.0000	-21194.0000	-21206.0000	-21271.0000	-21314.0000	-21336.0000	-21361.0000
-21344.0000	-21336.0000	-21307.0000	-21239.0000	-21182.0000	-21149.0000	-21132.0000	-21099.0000
-21119.0000	-21086.0000	-21074.0000	-21124.0000	-21066.0000	-21142.0000	-21299.0000	-21199.0000
-21059.0000	-21144.0000	-21249.0000	-21139.0000	-21082.0000	-21134.0000	-21124.0000	-21144.0000
-21192.0000	-21226.0000	-21224.0000	-21174.0000	-21139.0000	-21116.0000	-21136.0000	-21126.0000
-21086.0000	-21086.0000	-21054.0000	-21084.0000	-21139.0000	-21136.0000	-21156.0000	-21164.0000
-21201.0000	-21226.0000	-21199.0000	-21224.0000	-21219.0000	-21216.0000	-21229.0000	-21254.0000
-21266.0000	-21251.0000	-21332.0000	-21371.0000	-21399.0000	-21456.0000	-21461.0000	-21496.0000
-21516.0000	-21534.0000	-21551.0000	-21584.0000	-21644.0000	-21679.0000	-21686.0000	-21669.0000
-21679.0000	-21634.0000	-21631.0000	-21621.0000	-21596.0000	-21689.0000	-21594.0000	-21651.0000
-21616.0000	-21486.0000	-22246.0000	-22854.0000	-22576.0000	-22079.0000	-21604.0000	-21576.0000
-21714.0000	-21666.0000	-21719.0000	-21759.0000	-21607.0000	-21579.0000	-21757.0000	-21831.0000
-21846.0000	-21709.0000	-21394.0000	-21274.0000	-21316.0000	-21394.0000	-21436.0000	-21419.0000
-21434.0000	-21431.0000	-21466.0000	-21504.0000	-21496.0000	-21507.0000	-21504.0000	-21519.0000
-21504.0000	-21649.0000	-21636.0000	-21641.0000	-21699.0000	-21551.0000	-21564.0000	-21889.0000
-21961.0000	-21889.0000	-21899.0000	-21896.0000	-21874.0000	-21809.0000	-21801.0000	-21781.0000
-21694.0000	-21449.0000	-21071.0000	-21154.0000	-21546.0000	-21507.0000	-21256.0000	-21264.0000
-21349.0000	-21334.0000	-21349.0000	-21386.0000	-21367.0000	-21359.0000	-21349.0000	-21359.0000
-21324.0000	-21261.0000	-21266.0000	-21294.0000	-21361.0000	-21374.0000	-21366.0000	-21414.0000
-21444.0000	-21436.0000	-21376.0000	-21304.0000	-21246.0000	-21189.0000	-21176.0000	-21151.0000
-21101.0000	-21024.0000	-21041.0000	-21216.0000	-21281.0000	-21296.0000	-21376.0000	-21301.0000
-21049.0000	-20996.0000	-21196.0000	-21211.0000	-21106.0000	-21114.0000	-21144.0000	-21167.0000
-21182.0000	-21194.0000	-21184.0000	-21194.0000	-21204.0000	-21151.0000	-21139.0000	-21119.0000
-21114.0000	-21156.0000	-21106.0000	-21104.0000	-21104.0000	-21089.0000	-21132.0000	-21121.0000
-21157.0000	-21159.0000	-21136.0000	-21186.0000	-21194.0000	-21209.0000	-21206.0000	-21226.0000
-21254.0000	-21259.0000	-21309.0000	-21317.0000	-21369.0000	-21419.0000	-21434.0000	-21479.0000
-21461.0000	-21514.0000	-21536.0000	-21554.0000	-21656.0000	-21666.0000	-21694.0000	-21696.0000
-21674.0000	-21679.0000	-21671.0000	-21717.0000	-21729.0000	-21792.0000	-21799.0000	-21796.0000
-21799.0000	-21582.0000	-21721.0000	-22454.0000	-23149.0000	-23096.0000	-22196.0000	-21514.0000
-21536.0000	-21654.0000	-21636.0000	-21651.0000	-21629.0000	-21689.0000	-21844.0000	-21859.0000
-21881.0000	-21734.0000	-21361.0000	-21309.0000	-21401.0000	-21411.0000	-21454.0000	-21436.0000
-21459.0000	-21499.0000	-21511.0000	-21564.0000	-21586.0000	-21571.0000	-21574.0000	-21584.0000
-21596.0000	-21691.0000	-21711.0000	-21736.0000	-21799.0000	-21786.0000	-21761.0000	-21811.0000
-21829.0000	-21836.0000	-21829.0000	-21834.0000	-21879.0000	-21921.0000	-21859.0000	-21594.0000
-21446.0000	-21309.0000	-21119.0000	-21509.0000	-21901.0000	-21579.0000	-21274.0000	-21336.0000
-21407.0000	-21434.0000	-21454.0000	-21449.0000	-21439.0000	-21436.0000	-21429.0000	-21456.0000
-21449.0000	-21426.0000	-21444.0000	-21446.0000	-21449.0000	-21424.0000	-21409.0000	-21429.0000
-21432.0000	-21434.0000	-21404.0000	-21361.0000	-21299.0000	-21231.0000	-21214.0000	-21154.0000
-21084.0000	-21071.0000	-21201.0000	-21489.0000	-21567.0000	-21376.0000	-21286.0000	-21329.0000
-21249.0000	-21174.0000	-21321.0000	-21401.0000	-21299.0000	-21246.0000	-21256.0000	-21244.0000
-21214.0000	-21234.0000	-21234.0000	-21219.0000	-21236.0000	-21207.0000	-21174.0000	-21151.0000
-21154.0000	-21176.0000	-21164.0000	-21174.0000	-21159.0000	-21144.0000	-21156.0000	-21136.0000
-21149.0000	-21136.0000	-21134.0000	-21144.0000	-21124.0000	-21176.0000	-21196.0000	-21206.0000
-21229.0000	-21239.0000	-21276.0000	-21274.0000	-21311.0000	-21344.0000	-21364.0000	-21401.0000
-21394.0000	-21456.0000	-21446.0000	-21462.0000	-21554.0000	-21564.0000	-21676.0000	-21679.0000
-21646.0000	-21711.0000	-21674.0000	-21769.0000	-21801.0000	-21779.0000	-21886.0000	-21821.0000
-21846.0000	-21921.0000	-21776.0000	-21771.0000	-22174.0000	-22924.0000	-23117.0000	-22279.0000
-21582.0000	-21499.0000	-21486.0000	-21554.0000	-21634.0000	-21704.0000	-21846.0000	-21892.0000
