Elevation	Aspect	Slope	Horiz-hydr	Vert-hydr	Horiz-road	Shade9	Shade12	Shade3	Horiz-Fire	Type
3056	137	35	516	175	939	248	204	53	2714	1
2857	69	20	182	40	1530	237	198	84	2610	2
2950	66	25	285	133	1838	235	181	63	2911	2
2669	319	13	30	13	1842	185	227	182	6794	2
2441	91	25	210	95	450	249	193	59	914	3
2888	18	2	331	8	3867	218	235	155	3601	2
3019	60	20	277	52	4774	232	196	89	1756	1
3040	130	7	175	37	1112	233	236	136	2746	2
2671	87	14	108	36	858	240	215	102	1806	2
3060	169	4	648	56	5899	222	241	154	4015	2
3255	11	16	60	18	2044	202	206	139	1387	1
3376	180	11	350	12	2388	224	247	154	474	7
2998	255	17	242	99	5455	179	248	207	850	2
3013	68	11	408	46	4307	232	218	118	1900	2
2663	193	17	150	9	457	216	251	164	661	2
3402	324	14	912	152	1167	183	224	180	1932	7
3136	14	12	0	0	2362	209	216	143	1956	1
3006	307	9	469	-1	2854	194	235	180	162	1
3261	38	15	277	52	4334	218	205	118	2018	1
3287	34	7	330	31	5416	219	225	142	503	1
2993	79	10	182	30	1500	233	223	121	1871	2
2592	45	10	127	9	997	223	218	129	1567	2
2227	21	25	170	58	300	195	179	111	484	2
3101	255	10	216	53	1465	197	247	188	1189	1
3005	133	8	120	6	4938	234	236	134	3152	2
2296	117	16	270	34	108	245	224	103	240	3
2919	45	3	67	3	5011	220	232	149	3489	1
3060	0	8	30	3	6773	208	225	154	2876	2
2770	206	10	268	47	3911	214	250	170	1891	2
2773	18	13	300	73	2338	209	211	137	2347	2
2726	328	43	459	78	900	86	153	185	1501	2
3281	94	4	484	11	3675	225	234	144	1142	7
3165	40	12	0	0	3438	221	213	125	4729	1
2712	169	12	42	5	1064	229	245	146	474	3
2787	57	7	85	5	2160	225	226	136	1523	2
2968	280	24	180	39	5810	149	235	222	1544	1
2604	112	8	0	0	541	235	231	128	5959	2
2959	214	14	201	45	390	206	252	179	1413	2
3183	327	7	285	8	696	204	233	168	1237	2
2982	34	10	402	90	2107	219	218	134	2553	2
2862	81	3	212	4	1082	223	234	146	2581	2
3251	139	9	331	48	3188	235	237	133	1150	2
3335	67	14	518	101	1651	233	211	106	2155	1
3282	288	13	277	90	1050	183	239	195	2323	2
2987	202	15	134	15	1703	212	252	172	382	2
2765	196	19	430	29	1242	212	252	167	769	2
2874	153	33	150	80	957	238	221	84	433	2
2999	107	6	450	27	4392	231	232	134	4794	2
2826	320	17	67	26	2190	173	221	187	1448	1
2646	24	27	270	119	755	194	172	102	745	2
2905	197	25	60	30	1342	205	251	167	853	2
3357	126	15	750	118	2944	244	229	110	2523	1
3110	111	12	272	-72	1657	240	227	116	1357	1
3121	95	34	443	16	780	250	168	16	1806	2
3146	152	19	361	89	5533	240	237	118	1535	2
2989	0	29	391	133	391	166	174	135	1710	1
2942	353	4	404	49	4298	213	233	158	5739	2
3237	10	8	845	46	3803	211	224	149	2432	1
2670	5	26	362	204	874	177	179	131	1385	2
2844	310	13	360	81	2942	185	231	186	2947	2
3171	299	6	330	-26	182	203	238	174	1530	2
2632	334	11	30	8	1158	194	225	170	6274	2
3025	323	7	108	18	1187	201	233	171	1478	2
3081	343	23	780	55	966	168	198	165	1463	1
2796	186	4	228	23	2234	220	243	158	2781	2
2863	267	8	175	53	2229	200	244	183	2603	2
2885	85	3	335	66	2563	223	234	147	2132	2
2199	115	8	30	2	120	234	233	130	277	3
1976	332	39	108	92	134	105	161	179	175	3
2830	64	17	42	11	2376	233	202	95	2269	1
3275	311	22	671	76	752	154	218	201	997	1
2760	85	11	153	3	1851	236	222	116	2751	2
2853	34	7	395	-14	841	219	224	141	618	2
3017	191	1	127	22	2454	219	239	157	1917	2
2533	118	9	90	-2	713	236	232	127	361	2
2649	341	15	150	24	1302	187	216	167	6499	1
2759	347	16	42	8	2910	187	212	162	4837	2
2932	323	10	361	14	5287	195	230	174	2122	2
2909	19	10	120	15	4068	213	219	142	3960	2
2245	6	39	85	43	977	144	137	108	819	3
3130	294	9	153	3	3596	194	238	184	1150	1
2671	26	9	30	1	531	216	220	140	1392	2
2984	75	13	466	97	1790	235	216	110	3157	2
3029	285	18	390	100	5848	167	237	209	1385	2
2525	310	20	212	71	685	160	221	199	457	6
2806	21	12	722	111	390	212	213	137	1057	2
3298	105	16	277	-44	2355	245	219	99	4343	1
3069	313	9	60	11	2613	197	234	177	1868	2
2937	233	12	691	137	2490	199	251	188	1627	2
2759	126	15	67	17	2944	244	229	110	4950	2
2460	277	17	60	10	1240	173	241	207	916	2
2564	39	6	301	59	1082	221	226	141	1542	2
2959	292	3	283	13	1879	212	238	165	1998	2
3304	138	13	511	98	361	239	235	124	335	2
2827	87	33	30	17	1711	246	168	24	1153	2
2287	128	28	182	90	745	252	210	65	1552	4
3432	31	6	480	54	1358	219	228	145	3804	1
3165	236	16	240	45	5761	191	252	197	2881	2
2997	40	15	836	232	1611	220	206	117	2067	2
2708	318	17	67	23	1939	174	223	188	6381	2
3282	227	10	95	7	2894	205	250	181	607	1
3043	44	13	30	0	2595	222	210	120	4082	1
3402	250	5	987	196	1218	209	243	172	1961	1
3254	156	13	60	1	1752	235	241	134	2771	1
2855	290	12	150	-25	1546	187	238	191	1415	2
2912	336	6	67	4	4320	207	232	164	2564	2
2402	282	8	30	1	466	198	241	182	641	6
2722	342	13	162	62	404	193	221	166	569	2
3190	149	8	277	-16	731	231	240	140	2307	2
3142	186	13	240	7	2160	221	249	158	690	1
2905	87	13	234	50	1572	239	218	108	1473	2
3011	321	10	474	35	5398	193	230	176	1345	2
3172	191	10	162	34	3287	220	248	161	1397	2
2982	85	9	297	60	4195	233	225	124	5294	2
3408	357	17	499	60	3972	191	207	152	3458	7
2434	345	21	67	19	1321	175	203	163	404	6
2876	37	18	433	72	1952	216	198	111	1343	2
2906	352	10	162	23	3449	203	223	158	4832	2
2388	46	25	108	73	362	219	176	78	573	6
3077	18	17	382	4	3342	205	203	131	3029	1
3036	97	8	42	3	1438	234	228	127	2761	1
2246	336	13	60	16	1471	191	222	170	641	6
3134	39	10	313	39	5485	221	217	130	1298	1
3132	26	7	240	46	3390	217	225	144	4941	1
2838	262	13	60	15	1879	189	246	196	1350	5
3119	50	13	0	0	2458	225	212	119	2404	1
3064	144	12	592	65	5465	237	237	128	3180	2
3210	131	17	42	12	1682	245	228	105	1584	2
3175	302	3	127	0	5028	211	238	165	2538	1
3042	49	5	90	7	2040	222	229	142	1842	2
2961	175	11	560	31	2833	226	246	151	2311	2
2737	108	3	134	14	2292	225	236	146	6773	2
2866	331	21	42	12	5552	167	209	180	768	2
3376	84	14	85	28	3823	239	215	103	2970	7
3236	40	7	0	0	2335	221	224	138	2737	1
2990	321	9	525	95	1048	197	231	174	1733	2
3031	344	6	30	-2	1101	208	230	161	1456	2
2596	33	14	335	66	150	216	209	125	1321	2
2652	15	21	190	46	2613	196	191	126	2479	2
3235	160	13	309	33	2634	233	242	138	1218	2
2397	168	15	153	44	30	230	245	142	258	6
2965	79	16	134	16	6078	239	210	96	3786	1
3188	22	11	30	0	2984	213	217	139	4021	1
2743	117	7	60	-6	641	233	233	132	2255	1
3327	129	10	511	78	1321	237	234	126	2387	1
2880	223	11	182	48	870	206	250	180	1584	2
2807	180	35	30	0	2858	210	236	130	1430	2
2761	21	18	30	5	1273	205	198	125	1678	2
2919	189	23	570	-17	3648	214	250	158	1423	2
2886	134	16	150	37	2671	244	231	111	2028	2
2826	79	14	60	10	3308	237	215	106	2791	2
3121	265	10	402	57	3118	194	245	190	1722	2
2350	146	3	285	43	1034	224	239	150	1008	3
3073	270	7	598	74	5532	203	242	179	3314	2
2793	15	11	485	71	3421	211	218	143	2826	1
3339	56	20	277	86	726	229	193	89	1012	7
2895	35	20	124	13	1956	213	193	108	1981	2
3213	0	8	424	29	541	209	226	155	914	1
3089	162	20	1006	178	3185	235	241	127	1691	2
3438	295	14	150	21	5215	178	235	197	3960	7
3254	124	23	592	138	2609	251	217	81	2678	1
3140	163	6	190	7	1082	226	242	150	2010	1
2773	343	9	60	11	1337	202	226	163	2230	1
2963	346	9	594	93	2912	203	226	161	1698	2
2614	14	19	175	63	2084	198	196	131	2281	2
2545	166	15	170	36	1959	232	244	139	1790	3
3145	7	11	577	64	1533	206	217	148	2750	1
2928	185	14	212	89	2929	222	249	157	1209	2
3358	299	6	511	-17	3204	202	238	175	1764	1
2944	281	14	832	298	1328	181	241	200	1895	2
2857	37	12	0	0	1350	219	213	127	2579	2
2943	282	13	60	8	4841	184	241	196	2002	5
2547	56	31	108	20	693	222	157	45	834	2
2639	359	10	0	0	1632	205	221	154	1214	1
3180	162	19	180	14	2271	235	241	129	1554	1
3194	158	15	170	19	1761	235	241	132	1556	1
3139	206	11	716	328	1795	213	250	171	618	2
2779	7	15	242	57	2550	202	210	144	2506	2
3091	65	17	180	48	1190	234	202	95	2334	1
3282	170	14	390	68	853	229	245	145	2592	2
3104	197	11	90	16	2014	217	249	165	514	2
2939	336	6	285	23	4528	207	232	164	5878	2
3042	124	10	90	-2	2706	238	233	125	1284	2
3139	275	8	234	24	934	199	242	182	1348	2
3094	261	5	30	0	2621	209	242	172	591	1
2644	52	25	150	82	1173	224	177	73	977	2
2916	43	9	85	-6	646	222	220	132	2071	1
3006	53	19	371	61	4183	227	196	95	1774	2
3141	0	8	190	31	5367	208	225	154	513	1
3099	74	4	212	37	540	225	231	142	552	1
2651	52	11	180	-1	1288	226	215	122	6068	2
2712	17	24	366	-29	2880	192	182	118	2457	1
2111	314	30	42	22	799	126	200	207	892	6
3278	324	19	595	206	3242	169	216	186	3428	2
3230	358	6	0	0	5822	210	228	156	700	1
2956	195	13	42	10	4051	217	250	165	2400	2
2558	122	8	277	55	331	233	234	133	1040	2
2651	343	27	182	67	1911	156	188	164	1489	2
2413	187	10	210	62	420	221	247	159	731	3
2320	108	36	170	80	1604	253	173	14	297	3
3088	2	24	660	62	920	179	186	138	1436	1
3170	279	20	153	31	4588	160	238	216	3476	1
3244	142	17	384	20	1371	242	234	115	2457	1
2810	76	15	297	46	1744	237	212	102	1953	2
2988	238	9	807	92	5974	204	248	181	5918	2
3365	19	19	458	126	3281	202	196	125	2081	7
2884	4	10	134	5	1342	207	220	151	2095	2
3139	332	8	108	7	3408	201	230	168	4076	1
2974	264	27	424	164	1728	144	241	229	655	2
2684	222	27	297	54	3118	174	253	202	1800	2
3130	320	16	382	65	319	177	223	186	1676	1
3158	342	3	216	-20	875	213	235	159	1114	1
2768	23	10	0	0	3092	214	218	139	4918	2
2665	54	6	573	55	484	224	227	138	1784	2
2813	32	22	190	67	642	209	186	104	2182	2
3109	20	8	750	-65	4217	215	224	145	4129	1
3151	115	10	218	35	503	237	231	123	2287	1
2990	8	15	0	0	5255	202	209	143	2525	1
3002	131	30	90	-13	2589	252	208	60	1537	1
2219	324	28	270	146	1510	137	197	193	875	3
2709	172	22	228	43	3450	228	244	136	1880	2
3206	246	6	234	-14	6125	207	245	176	1401	2
3132	139	5	170	12	1243	228	238	144	2022	1
2264	314	28	85	48	170	136	206	204	663	2
3231	67	16	218	18	5672	235	206	98	1159	2
2664	90	7	300	12	765	231	229	130	1624	2
2959	326	21	277	105	6024	163	211	185	4734	2
3257	54	14	150	4	1839	228	208	111	2707	1
2931	103	22	212	58	1793	250	207	74	1224	2
3263	23	7	30	-1	1233	216	225	145	3214	2
3011	309	15	30	11	2318	178	229	191	1507	2
2864	132	12	277	8	3078	239	234	123	2188	2
2549	172	27	0	0	2605	226	240	128	870	6
2942	219	13	283	33	5815	205	252	182	5287	2
2896	112	14	42	-6	1443	244	224	106	1749	1
3185	263	14	552	124	3005	185	246	200	170	2
3095	302	43	467	163	1627	71	180	229	900	1
2857	138	6	577	56	2613	230	238	142	2876	2
3031	0	12	210	27	5243	202	217	152	4463	2
2985	212	4	379	69	5400	216	244	165	1476	2
2769	70	9	190	44	1172	230	223	125	2525	2
3338	316	21	457	153	4422	160	217	195	2516	7
3055	131	5	150	9	3027	228	237	144	765	2
2820	44	26	424	150	443	215	173	78	2456	2
2851	299	10	162	13	1584	193	237	184	1337	5
3152	187	8	201	12	892	221	246	159	2163	1
2825	119	20	638	196	2730	250	218	87	1869	3
3192	57	5	268	-14	725	223	229	142	2265	2
3103	345	9	277	31	2391	202	225	162	1114	2
2896	305	13	497	26	4246	182	232	190	5629	1
2991	228	14	907	191	2649	199	252	188	1415	2
2951	354	17	30	11	1476	189	207	155	430	2
3003	243	17	256	-33	3210	185	251	202	1801	2
3110	14	9	234	-8	2297	212	222	147	2347	2
2980	52	11	849	228	1425	226	217	124	1900	2
3129	355	8	180	44	577	207	226	157	940	1
3320	94	15	134	22	3505	243	216	99	2647	7
2441	311	25	400	186	607	143	213	206	485	3
2403	251	9	30	-4	1574	200	247	185	446	3
2922	73	7	390	22	4671	229	226	131	4647	2
2832	243	21	510	265	1359	173	251	212	1082	2
3041	29	12	376	66	5389	216	213	131	3750	1
2578	13	8	162	33	638	212	223	148	1020	2
2660	117	12	0	0	1776	240	229	118	124	2
3324	328	14	541	69	3435	186	224	177	3463	7
2923	26	11	216	38	1704	215	215	136	1364	1
2429	37	9	598	85	760	220	219	134	1290	6
3530	111	20	934	245	2525	250	214	84	1103	1
2210	30	34	350	133	400	187	145	71	658	3
3275	305	11	509	112	4170	189	234	185	2345	1
3168	335	15	323	60	3225	184	218	173	2509	1
3149	21	9	255	25	1655	214	221	142	1025	1
2857	233	17	390	211	1154	189	253	198	1731	2
2787	37	15	636	96	360	219	206	119	1041	2
2771	137	11	175	41	2955	237	236	129	2630	2
2704	102	10	466	104	1301	238	226	119	2574	2
2757	300	20	153	79	2113	160	227	206	134	2
2333	122	17	190	75	680	247	224	99	693	3
2517	333	10	42	4	1376	198	228	169	1556	2
2831	60	19	60	24	966	231	197	90	1857	1
2890	82	14	228	26	2980	239	214	102	2590	2
2806	135	11	379	45	1812	238	235	126	2856	2
2906	177	8	192	10	5674	224	245	154	6258	1
2500	95	33	42	13	642	250	173	0	1114	2
2919	4	4	42	1	1256	215	232	155	3121	1
3321	328	12	693	93	2046	191	226	175	918	1
2785	201	24	421	4	1651	201	252	174	1340	2
2756	337	25	150	82	1150	156	196	174	1253	2
2985	63	11	120	7	4352	230	218	120	2160	2
2643	354	19	85	22	1485	185	203	153	1994	2
2916	252	2	150	23	300	214	240	164	469	2
2890	177	10	300	-13	3633	225	246	153	1588	2
3110	270	10	60	15	1263	193	244	190	1550	1
3268	89	17	268	103	1680	244	210	89	2776	1
3141	6	9	418	43	1786	210	223	151	3483	1
2828	213	31	379	33	2188	177	250	191	1604	2
2991	27	17	1154	122	2661	211	201	122	1001	2
2661	201	15	60	12	1989	212	252	171	1956	3
2360	355	5	190	21	1361	211	230	157	366	3
2224	301	22	180	87	1126	152	224	210	755	6
3155	45	19	390	114	1199	222	195	101	1231	2
2739	357	14	0	0	3676	197	213	153	1242	1
2812	185	16	95	6	3738	221	249	156	3230	2
2687	16	17	85	10	1557	203	202	132	1310	5
2220	133	35	85	40	1661	250	199	44	42	3
3412	221	21	488	157	3539	189	254	195	819	1
3116	25	20	1020	247	2760	205	192	117	1931	2
3073	286	10	537	33	5156	193	240	186	648	2
2944	312	14	0	0	3290	182	229	187	2021	1
2444	75	15	0	0	780	237	210	100	300	3
3054	215	9	618	66	2584	211	249	173	1302	2
2987	162	30	218	90	1514	232	231	107	1952	2
3062	287	10	404	72	2976	193	240	187	1057	1
2913	307	2	451	-5	4424	213	237	163	4784	2
3112	55	11	150	26	3549	227	215	120	1181	1
3304	131	14	513	112	366	242	232	117	722	1
2890	323	18	95	27	4948	171	218	186	4519	2
2736	27	26	240	-29	2048	199	175	100	845	2
3173	6	21	799	-2	1288	188	193	138	1626	1
3051	154	17	900	10	1142	238	239	124	700	2
2949	275	9	120	53	5939	197	242	185	4975	2
2922	130	4	85	0	1834	226	237	146	537	2
2548	213	29	134	48	1172	180	252	192	1262	3
3203	4	24	350	55	1806	180	185	135	1861	1
2631	52	12	0	0	977	226	215	121	1613	2
3146	337	8	192	51	4560	203	229	165	1325	1
3019	220	21	0	0	1466	191	254	193	150	2
2813	119	20	426	41	1958	250	218	88	1994	2
2439	283	12	150	52	837	186	240	194	1413	3
3197	189	3	446	13	1068	219	241	158	1943	2
3225	62	13	424	14	2096	230	213	113	1027	1
2746	349	16	67	13	2783	188	211	160	2616	2
3050	73	13	95	8	730	235	214	108	1950	1
2737	113	2	216	24	2247	222	237	151	1537	2
2853	335	17	108	30	2497	178	214	174	2197	2
3115	27	11	30	0	3079	215	217	137	907	2
3115	238	15	150	50	2430	193	252	195	858	2
3279	180	18	674	93	2402	224	248	150	1705	2
3333	198	18	430	127	1967	212	252	169	1354	1
2698	38	8	361	-2	661	220	222	136	1860	2
2380	39	7	0	0	926	221	225	140	942	6
3245	68	13	175	22	3441	233	213	109	3093	2
3249	286	31	484	86	1666	121	222	232	3114	1
2906	122	14	285	12	849	242	229	113	2486	2
3168	86	12	268	9	4954	237	221	113	1357	1
3019	234	6	212	35	3007	210	246	173	577	2
2908	102	18	67	10	3701	247	213	87	5102	1
3053	11	26	474	-6	1172	183	178	122	2081	2
3027	119	17	150	-7	973	247	223	99	2848	1
3124	224	16	323	69	3019	198	253	189	331	2
3090	9	8	300	21	1128	211	224	150	3358	2
3193	76	31	85	30	4860	240	167	33	1436	1
3104	172	10	95	9	1371	227	245	150	1722	2
2614	23	12	319	87	234	213	215	137	1380	2
3177	194	6	95	6	2844	219	245	161	1183	1
3257	184	12	430	55	2624	222	248	157	1279	1
3080	256	6	228	53	4430	206	244	176	2356	1
3248	25	15	600	32	3004	211	206	128	860	1
2705	39	17	537	-36	1299	218	199	111	1411	2
3277	205	14	595	75	2510	211	252	173	1507	2
2896	102	9	201	15	2077	236	228	123	2868	2
2975	48	12	60	15	2250	224	214	121	1006	2
2942	315	3	150	16	4832	211	237	164	2230	2
3334	163	10	1110	148	2601	230	243	145	1900	7
2894	48	17	424	75	1511	224	201	105	2826	2
2931	150	8	170	19	4681	230	240	142	2598	2
3241	333	14	60	14	3055	186	221	174	4170	1
3321	290	20	391	129	553	159	232	212	547	1
3222	193	14	655	8	534	218	250	163	2474	2
3155	125	8	85	15	842	234	235	133	2250	1
3430	37	10	757	236	3307	220	219	133	1690	7
2304	298	27	376	225	1451	135	219	219	916	3
3071	316	20	446	264	1110	164	219	194	1253	1
3222	357	18	576	67	1290	189	205	151	1668	1
2857	111	6	30	0	3132	230	234	137	4151	2
3011	207	12	258	60	900	212	251	173	497	2
2997	328	8	120	-15	4028	202	231	169	1087	2
2601	85	23	566	56	1031	246	195	67	908	3
3132	205	15	1130	189	3129	210	253	174	1710	2
2975	311	10	201	-50	655	194	233	179	1048	1
2497	45	8	67	6	900	222	223	136	5386	5
2983	140	8	60	-4	1183	233	238	137	1806	2
2766	29	6	90	11	1082	218	227	145	939	1
2855	59	15	90	12	3137	230	208	107	2482	2
2240	24	22	342	96	598	202	186	113	182	6
2902	219	13	570	66	2550	204	252	182	1842	2
2785	25	4	417	42	2837	218	231	150	6646	1
3030	67	2	0	0	1356	221	235	151	2701	1
2610	5	17	408	83	664	195	204	143	576	2
3234	105	20	60	1	3354	249	211	81	789	1
3275	315	6	190	31	5580	205	235	170	437	2
2717	7	4	162	-6	1652	215	232	154	4184	2
2821	281	16	60	10	2376	173	240	205	2337	1
3014	193	9	626	104	1773	219	248	162	2222	2
2867	170	21	470	79	1530	230	244	135	1565	2
2698	258	33	120	49	1678	125	237	239	1266	2
3369	17	11	351	86	3465	211	218	142	3282	7
2552	270	1	242	83	1114	216	238	160	902	2
3027	170	14	684	108	5799	230	245	143	3212	2
3281	174	14	390	74	1463	227	246	148	2780	1
2558	59	7	180	28	1377	226	226	134	4696	2
3185	256	21	467	113	3339	167	248	216	1829	2
2958	347	12	351	148	1939	196	220	162	1061	1
3087	6	10	120	18	4254	208	222	150	2207	2
3095	318	17	124	18	3264	174	223	188	553	1
2756	72	10	150	-4	1310	231	221	122	932	2
2814	128	26	67	17	4696	252	214	73	4795	2
3142	336	9	408	-35	966	199	227	167	924	1
3002	63	7	210	-17	4121	226	226	134	1253	2
2986	349	10	108	8	5669	202	223	160	2116	1
3080	185	5	467	53	1708	221	244	158	732	1
3116	79	11	124	17	2438	234	220	117	1150	1
2656	87	17	295	99	2192	242	210	92	792	3
3247	75	5	182	-7	752	227	230	137	1895	1
2648	336	8	120	-3	711	203	230	166	1577	2
3057	354	11	150	0	3319	201	220	157	1260	2
3273	169	25	277	79	1909	229	241	127	283	7
2926	111	16	30	-6	658	246	221	98	677	1
2923	225	13	993	128	2583	202	252	185	1361	2
3064	92	8	85	6	1320	233	227	126	1997	2
2327	347	8	67	1	300	204	227	161	1282	6
3242	223	15	713	166	6129	200	253	187	2147	2
3185	63	3	108	10	3444	222	233	146	4633	1
2471	48	31	234	64	1347	215	157	55	618	3
3211	93	5	60	1	4864	228	232	138	1935	1
3177	324	10	362	22	1182	194	229	175	2337	1
3134	96	26	592	198	1273	251	191	52	2279	2
2597	338	4	30	3	2163	210	233	162	1328	1
2784	338	11	90	1	1964	195	224	168	2910	2
3057	86	14	480	30	6696	239	216	105	2707	2
2652	77	14	30	3	1847	237	212	103	301	2
3210	214	25	362	80	933	188	254	190	595	1
2939	76	13	85	10	5173	236	216	109	2964	1
2900	20	17	541	125	1385	207	203	129	2700	2
2998	48	17	865	103	1382	224	201	105	1921	2
2963	2	36	216	94	240	148	150	121	1937	1
3060	127	14	457	61	5382	243	230	112	3250	2
2075	157	40	108	66	335	229	210	71	360	3
3208	217	11	702	-5	474	208	251	178	2431	2
2112	241	30	182	110	300	150	248	224	42	3
2720	11	2	162	12	1032	217	234	155	2300	2
3303	285	11	210	51	4621	188	240	192	858	1
3210	76	4	67	15	4734	225	232	143	1666	1
2843	332	39	268	116	2647	106	162	179	335	1
3111	241	26	90	29	2689	163	251	217	1332	2
2990	97	19	579	180	579	247	208	81	1514	2
2988	84	6	180	6	3970	229	229	133	5543	2
2843	93	13	170	41	2646	240	220	108	1933	2
3233	300	8	391	50	859	199	237	178	601	1
2864	47	20	309	66	2817	222	192	96	67	1
3059	331	9	162	26	4021	200	230	169	2252	2
2934	299	25	418	171	3736	141	221	216	1044	2
2847	222	26	212	71	1950	178	253	201	2135	2
3031	30	17	85	7	3919	213	202	120	2529	1
3182	99	22	42	13	3255	250	203	69	3753	1
2171	36	36	324	222	361	194	140	56	247	3
2874	320	11	108	34	4705	191	229	178	4692	2
3165	98	7	285	37	5141	232	230	130	2568	2
2566	191	34	285	110	1034	198	242	153	1127	3
3047	88	8	216	0	3753	233	227	126	2015	2
2710	206	6	175	18	1771	216	246	165	4010	2
3087	301	6	85	-3	3876	204	238	172	1937	1
3059	291	8	306	2	1634	197	239	181	1634	1
3155	33	17	390	49	2227	214	201	118	1490	2
2788	187	14	339	56	60	221	249	158	1999	2
2948	52	8	256	61	3306	225	223	132	1723	2
3021	303	11	85	13	3671	189	235	186	2603	1
2834	68	15	42	8	2688	234	209	102	2730	1
2885	76	8	335	53	720	230	226	128	1433	5
2621	82	13	319	80	1001	237	218	109	3586	2
3117	156	3	120	3	860	223	239	152	1655	1
3139	28	6	85	0	4973	218	228	146	2778	2
3407	3	18	604	59	4079	192	202	144	3543	7
3246	266	12	792	95	3342	189	245	196	1015	1
3219	11	21	391	44	3263	192	192	131	3102	2
3242	47	12	481	94	5970	224	214	122	2046	2
3034	101	16	212	59	4050	245	217	97	5125	2
2146	247	22	417	100	457	169	250	215	882	3
2978	256	10	564	82	5702	196	247	189	5397	2
3316	285	10	642	143	750	192	240	188	430	1
2982	356	16	277	-30	930	193	211	154	2052	1
3037	296	23	258	34	3375	150	226	214	1318	1
3053	275	15	547	142	5240	177	242	204	702	2
2768	40	11	270	101	2901	221	215	127	6466	1
2795	48	13	95	14	1343	224	211	119	1187	2
2967	49	15	134	0	573	225	206	111	457	1
3070	223	21	120	-8	1745	187	254	197	418	2
3103	291	6	60	8	2005	203	239	175	1087	1
3107	183	10	446	111	420	223	247	156	1532	2
2792	325	21	150	64	3328	164	213	186	1528	2
2905	6	9	85	6	1475	210	223	151	1919	2
2811	68	7	0	0	1100	227	226	133	300	2
3258	249	6	537	28	4508	207	244	175	949	2
2771	68	8	301	38	2662	229	223	127	5848	2
2734	135	10	30	-1	1092	236	236	130	711	3
2607	317	12	0	0	1358	189	230	181	878	1
3152	313	8	384	13	3482	199	234	175	3850	1
2919	45	12	497	94	2805	223	214	123	3238	2
1913	54	27	85	34	190	224	172	65	685	6
2812	351	5	60	8	1284	212	232	158	1140	2
3249	314	16	691	31	3590	174	225	190	1256	1
3264	49	27	277	85	4070	220	172	71	3129	1
2967	84	2	268	14	4862	222	235	149	2337	1
3191	54	4	85	-7	1674	222	230	143	1559	2
3201	9	19	510	125	972	195	198	136	1895	2
2508	36	33	242	104	1053	198	149	65	990	6
2999	60	7	400	26	2879	225	226	135	67	1
3355	14	8	108	14	2590	213	224	148	671	7
2713	322	11	150	45	2023	193	229	176	4484	2
2570	349	5	212	18	1521	211	232	159	1666	5
2629	157	31	95	46	953	236	226	94	2154	2
3226	129	28	630	72	1165	252	211	66	2372	1
3035	42	7	362	58	5066	222	224	137	3660	2
3113	288	14	162	-7	2166	178	238	199	2202	2
2880	285	15	120	26	3926	176	239	202	5947	2
2803	44	16	60	5	2613	222	203	111	3851	2
3443	137	23	201	80	4070	248	224	92	3865	7
3259	276	15	797	108	3316	179	242	202	984	1
2881	280	12	319	94	2233	186	241	195	1165	2
3129	217	5	379	114	551	215	245	167	999	2
2969	341	16	67	13	4266	185	215	168	350	1
3078	98	21	108	36	953	249	205	73	2203	1
2781	45	15	324	71	1806	223	205	112	1025	2
2933	126	12	182	31	3247	240	231	119	1868	2
3140	127	11	134	19	2958	239	232	122	3739	1
3022	289	10	335	62	2305	192	239	187	524	2
2532	102	22	242	19	1165	251	204	70	1116	3
2975	44	16	390	49	5120	222	202	110	6421	2
3359	198	26	738	132	3849	203	251	169	2228	1
2922	234	12	351	19	5749	199	251	188	5518	2
3119	127	5	192	1	2389	228	237	143	2268	2
3086	176	11	576	69	1624	226	246	152	685	2
3086	167	3	0	0	5314	222	240	154	997	1
3307	166	21	218	61	1798	233	242	130	2742	7
2921	50	4	0	0	1307	221	231	146	3178	1
3184	35	10	638	177	2368	219	218	134	2735	1
3266	84	13	30	-6	3884	238	218	108	2054	7
3103	260	16	618	96	6047	181	247	204	1579	2
3247	262	21	604	139	6031	165	246	216	2761	2
3214	17	9	242	23	3436	213	221	145	3615	1
3047	152	4	124	-2	1022	224	239	151	2971	1
3167	109	33	247	90	3904	254	183	29	2312	1
2578	63	10	210	34	930	229	221	124	1300	2
3340	178	16	541	134	1490	226	247	149	1812	1
3154	44	15	268	60	2380	222	207	116	832	1
2932	111	4	134	22	1654	227	235	143	1624	2
3163	24	17	242	35	1627	209	202	125	1884	2
2965	45	3	534	65	774	220	233	150	1892	2
2534	322	25	190	63	741	149	206	192	631	2
2596	3	26	313	3	592	177	182	134	1595	2
2910	339	20	595	209	2821	173	207	171	1806	2
3034	33	11	301	30	5196	218	215	132	4375	2
2927	293	13	30	8	1597	184	237	193	255	2
2773	96	11	162	24	1660	238	224	115	2611	2
2258	359	30	295	77	912	161	170	135	792	6
2797	94	14	342	46	1739	241	218	103	579	2
3026	254	13	277	37	1872	190	248	196	1415	1
3053	308	14	134	23	2610	180	230	190	2888	1
2335	322	12	134	33	1209	190	228	178	150	3
2801	135	7	297	115	3393	231	237	138	5910	2
3005	186	9	0	0	2455	222	247	158	1570	2
2736	138	22	95	30	1410	247	227	97	2496	2
3064	75	19	108	27	4261	239	201	85	2746	1
3387	171	12	722	222	1506	228	245	147	1150	1
