Area	Perimeter	MajorAxisLength	MinorAxisLength	AspectRation	Eccentricity	ConvexArea	EquivDiameter	Extent	Solidity	roundness	Compactness	ShapeFactor1	ShapeFactor2	ShapeFactor3	ShapeFactor4	Class
37348	701.625	239.7906	198.5159	1.2079	0.5609	37690	218.0664	0.7859	0.9909	0.9534	0.9094	0.0064	0.0027	0.827	0.999	5
37350	699.848	238.173	199.9543	1.1911	0.5433	37637	218.0722	0.7863	0.9924	0.9583	0.9156	0.0064	0.0028	0.8383	0.9986	5
37352	703.246	241.9413	196.9313	1.2286	0.5809	37811	218.0781	0.8028	0.9879	0.9491	0.9014	0.0065	0.0026	0.8125	0.9982	5
37353	701.883	237.3227	200.8959	1.1813	0.5324	37752	218.081	0.7764	0.9894	0.9528	0.9189	0.0064	0.0028	0.8444	0.9975	5
37362	721.309	234.3935	203.5115	1.1517	0.4961	37914	218.1073	0.7616	0.9854	0.9024	0.9305	0.0063	0.0029	0.8659	0.9973	5
37362	714.562	263.8858	180.413	1.4627	0.7298	37693	218.1073	0.7398	0.9912	0.9195	0.8265	0.0071	0.002	0.6831	0.9992	5
37365	700.139	247.5683	192.319	1.2873	0.6297	37673	218.116	0.7548	0.9918	0.9579	0.881	0.0066	0.0025	0.7762	0.9992	5
37365	702.379	247.354	192.7095	1.2836	0.6269	37705	218.116	0.7845	0.991	0.9518	0.8818	0.0066	0.0025	0.7776	0.9981	5
37366	700.27	238.9641	199.2271	1.1995	0.5522	37744	218.1189	0.7621	0.99	0.9575	0.9128	0.0064	0.0027	0.8331	0.9993	5
37388	707.703	232.9705	204.6242	1.1385	0.4781	37784	218.1831	0.807	0.9895	0.9381	0.9365	0.0062	0.003	0.8771	0.9986	5
37393	699.759	237.2306	200.9294	1.1807	0.5316	37751	218.1977	0.7639	0.9905	0.9596	0.9198	0.0063	0.0028	0.846	0.9988	5
37393	696.723	244.0433	195.2365	1.25	0.6	37667	218.1977	0.7823	0.9927	0.968	0.8941	0.0065	0.0026	0.7994	0.9992	5
37394	704.489	240.072	198.6177	1.2087	0.5617	37814	218.2006	0.7587	0.9889	0.9468	0.9089	0.0064	0.0027	0.8261	0.9985	5
37410	697.345	241.4949	197.4339	1.2232	0.5759	37739	218.2473	0.753	0.9913	0.9667	0.9037	0.0065	0.0027	0.8167	0.999	5
37420	704.994	238.973	199.7897	1.1961	0.5487	37757	218.2765	0.7559	0.9911	0.9461	0.9134	0.0064	0.0027	0.8343	0.9979	5
37424	695.317	238.5827	199.8395	1.1939	0.5463	37686	218.2882	0.7813	0.993	0.9727	0.9149	0.0064	0.0028	0.8371	0.9994	5
37429	710.889	252.6126	188.7838	1.3381	0.6645	37813	218.3027	0.7708	0.9898	0.9307	0.8642	0.0067	0.0023	0.7468	0.9993	5
37430	699.619	245.2613	194.8504	1.2587	0.6073	37742	218.3056	0.7369	0.9917	0.961	0.8901	0.0066	0.0025	0.7923	0.9972	5
37438	698.989	238.7939	199.755	1.1954	0.5479	37738	218.329	0.7762	0.9921	0.9629	0.9143	0.0064	0.0027	0.8359	0.9993	5
37438	711.096	248.5091	192.0871	1.2937	0.6345	37803	218.329	0.7918	0.9903	0.9304	0.8786	0.0066	0.0024	0.7719	0.9986	5
37445	703.374	241.238	197.8564	1.2193	0.5721	37798	218.3494	0.7505	0.9907	0.9511	0.9051	0.0064	0.0027	0.8192	0.9989	5
37446	698.296	241.4331	197.6945	1.2212	0.574	37754	218.3523	0.7497	0.9918	0.965	0.9044	0.0064	0.0027	0.8179	0.9989	5
37453	706.241	236.5226	201.9797	1.171	0.5203	37925	218.3727	0.7541	0.9876	0.9436	0.9233	0.0063	0.0028	0.8524	0.9982	5
37454	698.809	245.9677	193.9976	1.2679	0.6148	37765	218.3756	0.7532	0.9918	0.9638	0.8878	0.0066	0.0025	0.7882	0.9994	5
37459	699.387	244.5905	195.1577	1.2533	0.6028	37773	218.3902	0.754	0.9917	0.9623	0.8929	0.0065	0.0026	0.7972	0.9992	5
37475	713.238	241.1956	198.3011	1.2163	0.5693	37837	218.4368	0.7775	0.9904	0.9257	0.9056	0.0064	0.0027	0.8202	0.9976	5
37479	703.264	229.0164	208.4668	1.0986	0.414	37879	218.4485	0.7815	0.9894	0.9523	0.9539	0.0061	0.0031	0.9098	0.9995	5
37482	705.803	244.4975	195.3804	1.2514	0.6012	37878	218.4572	0.7776	0.9895	0.9455	0.8935	0.0065	0.0026	0.7983	0.999	5
37482	693.294	239.2847	199.5905	1.1989	0.5516	37731	218.4572	0.7615	0.9934	0.9799	0.913	0.0064	0.0027	0.8335	0.9993	5
37483	699.808	244.4694	195.4526	1.2508	0.6007	37793	218.4602	0.7748	0.9918	0.9618	0.8936	0.0065	0.0026	0.7985	0.9988	5
37492	701.925	242.9843	196.9111	1.234	0.5859	37814	218.4864	0.7714	0.9915	0.9562	0.8992	0.0065	0.0026	0.8085	0.9977	5
37492	701.454	246.6305	193.8404	1.2723	0.6183	37828	218.4864	0.7514	0.9911	0.9575	0.8859	0.0066	0.0025	0.7848	0.9985	5
37493	695.177	242.8672	196.6838	1.2348	0.5866	37758	218.4893	0.7818	0.993	0.9749	0.8996	0.0065	0.0026	0.8093	0.9994	5
37506	700.778	247.5799	193.2182	1.2813	0.6252	37812	218.5272	0.743	0.9919	0.9597	0.8827	0.0066	0.0025	0.7791	0.9983	5
37512	712.467	250.5396	190.918	1.3123	0.6475	37891	218.5446	0.791	0.99	0.9286	0.8723	0.0067	0.0024	0.7609	0.9985	5
37512	704.306	243.2473	196.6785	1.2368	0.5884	37910	218.5446	0.7757	0.9895	0.9503	0.8984	0.0065	0.0026	0.8072	0.9983	5
37513	706.094	232.9819	205.4078	1.1342	0.4719	37951	218.5476	0.7542	0.9885	0.9455	0.938	0.0062	0.003	0.8799	0.9981	5
37516	708.078	244.597	195.6331	1.2503	0.6002	37869	218.5563	0.779	0.9907	0.9403	0.8935	0.0065	0.0026	0.7984	0.9982	5
37533	703.354	237.3881	201.4126	1.1786	0.5293	37918	218.6058	0.7741	0.9898	0.9534	0.9209	0.0063	0.0028	0.848	0.9995	5
37539	701.891	239.5729	199.7188	1.1996	0.5523	37844	218.6233	0.7851	0.9919	0.9575	0.9126	0.0064	0.0027	0.8328	0.9989	5
37540	711.089	235.9309	202.974	1.1624	0.5098	38001	218.6262	0.7667	0.9879	0.9329	0.9267	0.0063	0.0029	0.8587	0.9981	5
37548	703.892	246.0599	194.4319	1.2655	0.6129	37881	218.6495	0.7827	0.9912	0.9523	0.8886	0.0066	0.0025	0.7896	0.9993	5
37553	702.511	241.56	198.0492	1.2197	0.5725	37880	218.664	0.7782	0.9914	0.9562	0.9052	0.0064	0.0027	0.8194	0.9994	5
37557	697.113	244.9332	195.3285	1.254	0.6033	37810	218.6757	0.7651	0.9933	0.9712	0.8928	0.0065	0.0026	0.7971	0.9995	5
37564	736.706	236.4602	202.526	1.1676	0.5162	38184	218.6961	0.7663	0.9838	0.8697	0.9249	0.0063	0.0028	0.8554	0.9987	5
37574	712.47	253.4993	188.9044	1.3419	0.6669	38001	218.7252	0.7481	0.9888	0.9302	0.8628	0.0067	0.0023	0.7445	0.999	5
37577	704.505	246.6819	194.2831	1.2697	0.6162	37883	218.7339	0.7554	0.9919	0.9514	0.8867	0.0066	0.0025	0.7862	0.9983	5
37580	703.04	243.4936	196.7097	1.2378	0.5894	37934	218.7426	0.7989	0.9907	0.9554	0.8984	0.0065	0.0026	0.807	0.999	5
37580	698.245	242.6866	197.3986	1.2294	0.5817	37888	218.7426	0.7863	0.9919	0.9686	0.9013	0.0065	0.0026	0.8124	0.9988	5
37606	700.716	229.6438	209.0192	1.0987	0.4142	37942	218.8183	0.7857	0.9911	0.9625	0.9529	0.0061	0.0031	0.9079	0.9975	5
37606	696.136	238.356	201.0987	1.1853	0.5368	37883	218.8183	0.7806	0.9927	0.9752	0.918	0.0063	0.0028	0.8428	0.9989	5
37631	744.128	248.8997	192.9927	1.2897	0.6315	38388	218.891	0.7504	0.9803	0.854	0.8794	0.0066	0.0024	0.7734	0.9974	5
37637	703.354	250.5441	191.5284	1.3081	0.6447	37959	218.9085	0.7863	0.9915	0.956	0.8737	0.0067	0.0024	0.7634	0.9986	5
37642	699.339	240.4396	199.767	1.2036	0.5565	37928	218.923	0.7469	0.9925	0.9672	0.9105	0.0064	0.0027	0.829	0.9978	5
37644	695.582	238.9158	200.7943	1.1899	0.5419	37973	218.9288	0.7792	0.9913	0.9777	0.9163	0.0063	0.0028	0.8397	0.9991	5
37646	703.337	249.2379	192.5507	1.2944	0.6349	37941	218.9346	0.8036	0.9922	0.9563	0.8784	0.0066	0.0024	0.7716	0.9988	5
37652	693.787	231.7787	206.946	1.12	0.4503	37917	218.9521	0.7833	0.993	0.983	0.9447	0.0062	0.003	0.8924	0.9995	5
37657	704.416	252.0951	190.5731	1.3228	0.6546	37993	218.9666	0.7475	0.9912	0.9537	0.8686	0.0067	0.0024	0.7544	0.998	5
37663	712.345	233.5698	205.8282	1.1348	0.4727	38084	218.9841	0.754	0.9889	0.9327	0.9376	0.0062	0.003	0.879	0.9975	5
37669	698.99	243.2855	197.6686	1.2308	0.583	37937	219.0015	0.755	0.9929	0.9688	0.9002	0.0065	0.0026	0.8103	0.9973	5
37679	707.574	242.4523	198.1309	1.2237	0.5764	38045	219.0306	0.7785	0.9904	0.9457	0.9034	0.0064	0.0026	0.8161	0.9987	5
37681	703.836	248.2211	193.6317	1.2819	0.6257	38044	219.0364	0.7544	0.9905	0.9558	0.8824	0.0066	0.0025	0.7787	0.9982	5
37682	715.569	246.571	194.7808	1.2659	0.6132	38157	219.0393	0.7744	0.9876	0.9248	0.8883	0.0065	0.0025	0.7892	0.999	5
37688	710.5	238.5816	201.4717	1.1842	0.5356	38083	219.0567	0.7776	0.9896	0.9382	0.9182	0.0063	0.0028	0.843	0.9983	5
37690	702.993	247.2788	194.4102	1.2719	0.618	37977	219.0625	0.7794	0.9924	0.9584	0.8859	0.0066	0.0025	0.7848	0.9982	5
37693	709.359	252.2616	190.4737	1.3244	0.6557	38032	219.0713	0.775	0.9911	0.9413	0.8684	0.0067	0.0023	0.7542	0.9988	5
37693	701.429	246.6743	194.8832	1.2658	0.6131	37995	219.0713	0.77	0.9921	0.9627	0.8881	0.0065	0.0025	0.7887	0.9983	5
37706	717.777	250.6271	191.9684	1.3056	0.6429	38097	219.109	0.7673	0.9897	0.9197	0.8742	0.0066	0.0024	0.7643	0.9978	5
37720	706.226	238.2536	201.9648	1.1797	0.5305	38103	219.1497	0.7554	0.9899	0.9504	0.9198	0.0063	0.0028	0.8461	0.9981	5
37722	699.287	237.2052	202.8017	1.1696	0.5187	38031	219.1555	0.7986	0.9919	0.9694	0.9239	0.0063	0.0028	0.8536	0.9984	5
37733	715.114	251.9516	190.797	1.3205	0.6531	38142	219.1875	0.7786	0.9893	0.9272	0.87	0.0067	0.0024	0.7568	0.9994	5
37735	722.21	251.7712	191.2625	1.3164	0.6503	38145	219.1933	0.7913	0.9893	0.9091	0.8706	0.0067	0.0024	0.758	0.9977	5
37761	698.336	236.5589	203.4651	1.1627	0.5101	38115	219.2688	0.7815	0.9907	0.973	0.9269	0.0063	0.0029	0.8592	0.9989	5
37765	704.943	237.2047	202.9953	1.1685	0.5173	38130	219.2804	0.7839	0.9904	0.955	0.9244	0.0063	0.0028	0.8546	0.9986	5
37771	712.802	242.6483	198.5437	1.2221	0.5749	38155	219.2978	0.7486	0.9899	0.9342	0.9038	0.0064	0.0026	0.8168	0.9982	5
37776	700.671	246.1757	196.0336	1.2558	0.6049	38029	219.3123	0.7355	0.9933	0.9669	0.8909	0.0065	0.0025	0.7937	0.9967	5
37777	716.007	250.1747	192.704	1.2982	0.6377	38174	219.3152	0.7705	0.9896	0.926	0.8766	0.0066	0.0024	0.7685	0.9977	5
37784	702.271	242.2268	198.8715	1.218	0.5709	38106	219.3355	0.8018	0.9915	0.9627	0.9055	0.0064	0.0027	0.8199	0.9987	5
37791	713.544	245.0519	196.5278	1.2469	0.5973	38169	219.3559	0.764	0.9901	0.9327	0.8951	0.0065	0.0026	0.8013	0.9991	5
37810	713.014	243.7455	197.7502	1.2326	0.5846	38222	219.411	0.7815	0.9892	0.9346	0.9002	0.0064	0.0026	0.8103	0.9988	5
37810	712.632	241.1021	200.0346	1.2053	0.5583	38253	219.411	0.7977	0.9884	0.9356	0.91	0.0064	0.0027	0.8282	0.9982	5
37822	699.758	235.2318	204.8815	1.1481	0.4913	38130	219.4458	0.7859	0.9919	0.9706	0.9329	0.0062	0.0029	0.8703	0.9992	5
37826	704.225	242.5862	198.8657	1.2198	0.5727	38170	219.4574	0.7645	0.991	0.9585	0.9047	0.0064	0.0026	0.8184	0.9983	5
37833	703.902	242.016	199.2347	1.2147	0.5677	38173	219.4777	0.7609	0.9911	0.9595	0.9069	0.0064	0.0027	0.8224	0.999	5
37838	702.47	242.0142	199.374	1.2139	0.5669	38142	219.4922	0.7779	0.992	0.9636	0.9069	0.0064	0.0027	0.8225	0.9985	5
37844	703.919	245.775	196.1905	1.2527	0.6023	38174	219.5096	0.7677	0.9914	0.9598	0.8931	0.0065	0.0025	0.7977	0.9993	5
37848	697.327	240.9621	200.1463	1.2039	0.5569	38105	219.5212	0.7958	0.9933	0.9781	0.911	0.0064	0.0027	0.83	0.9992	5
37849	713.618	251.8815	191.6706	1.3141	0.6488	38243	219.5241	0.7755	0.9897	0.934	0.8715	0.0067	0.0024	0.7596	0.9982	5
37856	708.716	248.4303	194.3603	1.2782	0.6228	38232	219.5444	0.7446	0.9902	0.9471	0.8837	0.0066	0.0025	0.781	0.9982	5
37861	712.99	253.5202	190.3513	1.3319	0.6605	38226	219.5589	0.7479	0.9905	0.9359	0.866	0.0067	0.0023	0.75	0.9989	5
37865	707.053	243.058	198.4946	1.2245	0.5771	38220	219.5705	0.7798	0.9907	0.9518	0.9034	0.0064	0.0026	0.8161	0.9993	5
37884	699.809	249.371	193.5915	1.2881	0.6303	38145	219.6256	0.7554	0.9932	0.9721	0.8807	0.0066	0.0024	0.7757	0.9992	5
37884	703.214	246.5149	195.9839	1.2578	0.6066	38173	219.6256	0.7995	0.9924	0.9627	0.8909	0.0065	0.0025	0.7937	0.9984	5
37889	707.045	240.1544	201.1793	1.1937	0.5461	38247	219.6401	0.7841	0.9906	0.9524	0.9146	0.0063	0.0027	0.8365	0.9985	5
37891	713.155	227.0114	212.7843	1.0669	0.3484	38377	219.6459	0.7837	0.9873	0.9362	0.9676	0.006	0.0032	0.9362	0.9988	5
37904	710.507	231.7332	208.6707	1.1105	0.4349	38307	219.6836	0.8094	0.9895	0.9435	0.948	0.0061	0.003	0.8987	0.998	5
37906	699.816	242.1258	199.7093	1.2124	0.5654	38203	219.6894	0.7949	0.9922	0.9726	0.9073	0.0064	0.0027	0.8233	0.9981	5
37916	732.54	259.5329	186.6859	1.3902	0.6947	38307	219.7183	0.7849	0.9898	0.8879	0.8466	0.0068	0.0022	0.7167	0.9964	5
37918	701.991	234.7832	205.8916	1.1403	0.4806	38269	219.7241	0.7795	0.9908	0.9669	0.9359	0.0062	0.0029	0.8758	0.9987	5
37919	701.737	243.3535	198.7999	1.2241	0.5768	38208	219.727	0.7534	0.9924	0.9676	0.9029	0.0064	0.0026	0.8153	0.998	5
37927	697.748	233.2599	207.1627	1.126	0.4596	38208	219.7502	0.7918	0.9926	0.979	0.9421	0.0062	0.003	0.8875	0.9993	5
37928	703.265	241.1532	200.6844	1.2017	0.5545	38236	219.7531	0.7542	0.9919	0.9637	0.9113	0.0064	0.0027	0.8304	0.9978	5
37937	700.065	242.4195	199.4911	1.2152	0.5682	38213	219.7792	0.782	0.9928	0.9727	0.9066	0.0064	0.0027	0.8219	0.9988	5
37951	699.222	240.5255	201.1488	1.1958	0.5483	38269	219.8197	0.7757	0.9917	0.9754	0.9139	0.0063	0.0027	0.8352	0.9987	5
37957	713.931	255.1595	189.9624	1.3432	0.6676	38297	219.8371	0.7864	0.9911	0.9358	0.8616	0.0067	0.0023	0.7423	0.9971	5
37968	709.268	252.1498	191.8999	1.314	0.6487	38292	219.869	0.7853	0.9915	0.9484	0.872	0.0066	0.0024	0.7603	0.9991	5
37969	699.361	239.4126	202.3015	1.1834	0.5348	38269	219.8719	0.7933	0.9922	0.9755	0.9184	0.0063	0.0028	0.8434	0.9981	5
37970	703.416	246.4984	196.4892	1.2545	0.6038	38241	219.8747	0.75	0.9929	0.9643	0.892	0.0065	0.0025	0.7957	0.9982	5
37987	701.371	244.4665	198.011	1.2346	0.5865	38307	219.924	0.7759	0.9916	0.9704	0.8996	0.0064	0.0026	0.8093	0.9992	5
37995	703.86	252.8031	191.7596	1.3183	0.6516	38262	219.9471	0.7834	0.993	0.9637	0.87	0.0067	0.0024	0.757	0.9979	5
37996	723.824	247.2045	196.7646	1.2563	0.6054	38627	219.95	0.7678	0.9837	0.9113	0.8897	0.0065	0.0025	0.7917	0.9946	5
37997	706.226	246.9038	196.2198	1.2583	0.607	38305	219.9529	0.7762	0.992	0.9574	0.8908	0.0065	0.0025	0.7936	0.9986	5
37998	727.603	247.7576	196.1055	1.2634	0.6111	38651	219.9558	0.7535	0.9831	0.9019	0.8878	0.0065	0.0025	0.7882	0.9958	5
38001	725.626	240.2422	201.8167	1.1904	0.5425	38491	219.9645	0.7493	0.9873	0.9069	0.9156	0.0063	0.0027	0.8383	0.9979	5
38008	715.481	255.3625	189.7002	1.3461	0.6694	38388	219.9847	0.7605	0.9901	0.933	0.8615	0.0067	0.0023	0.7421	0.999	5
38010	713.114	239.847	202.0041	1.1873	0.5391	38445	219.9905	0.7526	0.9887	0.9393	0.9172	0.0063	0.0028	0.8413	0.9989	5
38016	702.523	242.0593	200.262	1.2087	0.5617	38312	220.0079	0.7489	0.9923	0.968	0.9089	0.0064	0.0027	0.8261	0.9985	5
38017	707.111	246.2688	196.8097	1.2513	0.6011	38373	220.0108	0.7578	0.9907	0.9555	0.8934	0.0065	0.0025	0.7981	0.9987	5
38019	716.827	246.1366	196.985	1.2495	0.5996	38422	220.0166	0.7603	0.9895	0.9298	0.8939	0.0065	0.0025	0.799	0.9984	5
38025	713.907	245.8048	197.1754	1.2466	0.5971	38428	220.0339	0.7896	0.9895	0.9376	0.8952	0.0065	0.0026	0.8013	0.9989	5
38042	723.178	243.9204	198.8758	1.2265	0.579	38508	220.0831	0.7839	0.9879	0.9141	0.9023	0.0064	0.0026	0.8141	0.9985	5
38048	710.956	250.6992	193.843	1.2933	0.6342	38384	220.1005	0.7691	0.9912	0.9459	0.8779	0.0066	0.0024	0.7708	0.9969	5
38058	702.407	243.7767	198.9991	1.225	0.5776	38365	220.1294	0.7431	0.992	0.9693	0.903	0.0064	0.0026	0.8154	0.9989	5
38061	701.644	240.1873	201.9629	1.1893	0.5413	38398	220.1381	0.7843	0.9912	0.9715	0.9165	0.0063	0.0027	0.84	0.999	5
38066	704.695	236.6627	205.139	1.1537	0.4987	38393	220.1525	0.7957	0.9915	0.9633	0.9302	0.0062	0.0029	0.8653	0.9983	5
38067	707.292	247.8752	195.7102	1.2665	0.6137	38350	220.1554	0.7868	0.9926	0.9562	0.8882	0.0065	0.0025	0.7888	0.9991	5
38084	715.166	249.1746	194.8193	1.279	0.6235	38468	220.2046	0.7686	0.99	0.9357	0.8837	0.0065	0.0025	0.781	0.9989	5
38090	805.266	234.8941	207.543	1.1318	0.4683	39006	220.2219	0.7924	0.9765	0.7381	0.9375	0.0062	0.0029	0.879	0.9948	5
38091	716.472	247.0381	196.9388	1.2544	0.6037	38511	220.2248	0.7813	0.9891	0.9325	0.8915	0.0065	0.0025	0.7947	0.9969	5
38093	737.757	233.4685	207.9979	1.1225	0.4542	38859	220.2306	0.7701	0.9803	0.8795	0.9433	0.0061	0.003	0.8898	0.9988	5
38094	725.104	250.1788	194.2573	1.2879	0.6301	38577	220.2335	0.7743	0.9875	0.9105	0.8803	0.0066	0.0024	0.7749	0.998	5
38095	707.285	249.0729	194.9296	1.2778	0.6225	38413	220.2364	0.7766	0.9917	0.9569	0.8842	0.0065	0.0025	0.7819	0.999	5
38104	704.491	250.5443	193.8349	1.2926	0.6336	38377	220.2624	0.7649	0.9929	0.9648	0.8791	0.0066	0.0024	0.7729	0.999	5
38115	711.327	238.479	203.8051	1.1701	0.5193	38531	220.2942	0.7878	0.9892	0.9466	0.9237	0.0063	0.0028	0.8533	0.9985	5
38116	722.078	250.7483	194.0436	1.2922	0.6334	38556	220.2971	0.7566	0.9886	0.9186	0.8786	0.0066	0.0024	0.7719	0.9974	5
38117	699.123	238.594	203.5958	1.1719	0.5214	38406	220.3	0.7677	0.9925	0.98	0.9233	0.0063	0.0028	0.8525	0.9991	5
38118	716.011	259.9243	186.9186	1.3906	0.6949	38468	220.3028	0.7301	0.9909	0.9343	0.8476	0.0068	0.0022	0.7184	0.9989	5
38118	707.806	249.0979	195.2053	1.2761	0.6212	38477	220.3028	0.7586	0.9907	0.9561	0.8844	0.0065	0.0025	0.7822	0.9981	5
38121	704.92	236.5981	205.364	1.1521	0.4966	38440	220.3115	0.7799	0.9917	0.964	0.9312	0.0062	0.0029	0.8671	0.9989	5
38122	710.41	246.9057	196.8346	1.2544	0.6037	38481	220.3144	0.7748	0.9907	0.9492	0.8923	0.0065	0.0025	0.7962	0.9987	5
38125	704.918	238.6497	203.5074	1.1727	0.5223	38406	220.3231	0.7939	0.9927	0.9641	0.9232	0.0063	0.0028	0.8523	0.9995	5
38134	717.612	247.7519	196.2718	1.2623	0.6102	38522	220.3491	0.7784	0.9899	0.9306	0.8894	0.0065	0.0025	0.791	0.9985	5
38145	762.943	256.1133	190.1054	1.3472	0.6701	38876	220.3809	0.7403	0.9812	0.8235	0.8605	0.0067	0.0023	0.7404	0.9975	5
38148	700.346	240.678	202.0962	1.1909	0.5431	38456	220.3895	0.7743	0.992	0.9774	0.9157	0.0063	0.0027	0.8385	0.9986	5
38151	715.089	240.298	202.5909	1.1861	0.5378	38724	220.3982	0.7772	0.9852	0.9376	0.9172	0.0063	0.0027	0.8412	0.9978	5
38153	705.654	236.4775	205.6593	1.1499	0.4936	38510	220.404	0.7849	0.9907	0.9628	0.932	0.0062	0.0029	0.8687	0.9989	5
38159	707.153	247.7144	196.5599	1.2602	0.6086	38483	220.4213	0.7506	0.9916	0.9589	0.8898	0.0065	0.0025	0.7918	0.9978	5
38159	701.909	243.5397	199.7537	1.2192	0.5721	38461	220.4213	0.7845	0.9921	0.9733	0.9051	0.0064	0.0026	0.8192	0.9987	5
38170	723.21	247.5816	196.6482	1.259	0.6076	38617	220.4531	0.7691	0.9884	0.9171	0.8904	0.0065	0.0025	0.7929	0.9982	5
38171	707.456	233.9457	208.0393	1.1245	0.4574	38570	220.456	0.7932	0.9897	0.9584	0.9423	0.0061	0.003	0.888	0.9986	5
38172	712.28	255.3328	190.5454	1.34	0.6657	38486	220.4588	0.7441	0.9918	0.9455	0.8634	0.0067	0.0023	0.7455	0.999	5
38179	719.145	250.8628	194.0047	1.2931	0.634	38618	220.4791	0.7377	0.9886	0.9277	0.8789	0.0066	0.0024	0.7724	0.9988	5
38183	721.729	246.5615	197.5135	1.2483	0.5986	38626	220.4906	0.7982	0.9885	0.9212	0.8943	0.0065	0.0025	0.7997	0.9983	5
38185	713.378	228.1869	213.4553	1.069	0.3535	38677	220.4964	0.7754	0.9873	0.9429	0.9663	0.006	0.0032	0.9337	0.9982	5
38187	732.35	252.5369	192.8005	1.3098	0.6459	38625	220.5022	0.7883	0.9887	0.8947	0.8731	0.0066	0.0024	0.7624	0.9986	5
38190	706.192	250.1782	194.6883	1.285	0.628	38507	220.5108	0.797	0.9918	0.9623	0.8814	0.0066	0.0024	0.7769	0.9983	5
38191	703.597	249.3851	195.2093	1.2775	0.6223	38438	220.5137	0.7786	0.9936	0.9694	0.8842	0.0065	0.0025	0.7819	0.9988	5
38192	706.381	251.3091	193.929	1.2959	0.636	38486	220.5166	0.8143	0.9924	0.9618	0.8775	0.0066	0.0024	0.77	0.9978	5
38194	703.614	243.4245	199.977	1.2173	0.5702	38483	220.5224	0.7693	0.9925	0.9695	0.9059	0.0064	0.0026	0.8207	0.999	5
38195	719.457	243.2857	200.2121	1.2151	0.5681	38604	220.5252	0.7785	0.9894	0.9273	0.9064	0.0064	0.0027	0.8216	0.9984	5
38200	701.769	239.6062	203.1787	1.1793	0.53	38503	220.5397	0.7586	0.9921	0.9747	0.9204	0.0063	0.0028	0.8472	0.9991	5
38210	705.63	236.731	205.916	1.1496	0.4933	38529	220.5685	0.7822	0.9917	0.9643	0.9317	0.0062	0.0029	0.8681	0.998	5
38216	710.146	241.9493	201.2046	1.2025	0.5554	38542	220.5859	0.7767	0.9915	0.9523	0.9117	0.0063	0.0027	0.8312	0.9995	5
38217	713.032	242.9115	200.5515	1.2112	0.5642	38593	220.5887	0.7583	0.9903	0.9446	0.9081	0.0064	0.0027	0.8247	0.9988	5
38218	715.604	248.5089	196.2365	1.2664	0.6135	38565	220.5916	0.7644	0.991	0.9378	0.8877	0.0065	0.0025	0.7879	0.9978	5
38220	709.411	253.5307	192.2604	1.3187	0.6519	38562	220.5974	0.7559	0.9911	0.9543	0.8701	0.0066	0.0023	0.7571	0.9983	5
38222	709.963	246.2705	197.7036	1.2457	0.5963	38555	220.6032	0.7808	0.9914	0.9529	0.8958	0.0064	0.0026	0.8024	0.9995	5
38222	715.843	246.2235	198.2121	1.2422	0.5933	38662	220.6032	0.7579	0.9886	0.9373	0.8959	0.0064	0.0026	0.8027	0.9972	5
38222	701.048	241.2439	201.8755	1.195	0.5475	38491	220.6032	0.7923	0.993	0.9773	0.9144	0.0063	0.0027	0.8362	0.9993	5
38233	709.54	239.6697	203.3235	1.1788	0.5294	38594	220.6349	0.7831	0.9906	0.9543	0.9206	0.0063	0.0028	0.8475	0.999	5
38240	703.058	240.677	202.4127	1.189	0.541	38518	220.6551	0.7838	0.9928	0.9722	0.9168	0.0063	0.0027	0.8405	0.9994	5
38241	709.687	237.3868	206.3267	1.1505	0.4945	38572	220.658	0.7216	0.9914	0.9541	0.9295	0.0062	0.0029	0.864	0.9941	5
38241	705.456	246.3847	197.8849	1.2451	0.5958	38534	220.658	0.7812	0.9924	0.9656	0.8956	0.0064	0.0026	0.8021	0.9986	5
38273	710.319	248.5144	196.3597	1.2656	0.6129	38635	220.7503	0.783	0.9906	0.9532	0.8883	0.0065	0.0025	0.789	0.9986	5
38273	704.621	242.7124	200.9519	1.2078	0.5608	38580	220.7503	0.7906	0.992	0.9687	0.9095	0.0063	0.0027	0.8272	0.9991	5
38276	706.425	242.7626	200.9557	1.208	0.561	38627	220.759	0.7528	0.9909	0.9638	0.9094	0.0063	0.0027	0.8269	0.999	5
38284	716.131	250.4617	195.1793	1.2832	0.6267	38694	220.782	0.7838	0.9894	0.9381	0.8815	0.0065	0.0024	0.777	0.9971	5
38285	709.287	247.6138	197.3269	1.2548	0.6041	38609	220.7849	0.7423	0.9916	0.9563	0.8917	0.0065	0.0025	0.795	0.9976	5
38286	725.536	263.2078	185.3747	1.4199	0.7099	38646	220.7878	0.7353	0.9907	0.914	0.8388	0.0069	0.0021	0.7036	0.9991	5
38290	708.533	244.9577	199.2385	1.2295	0.5818	38631	220.7993	0.7498	0.9912	0.9585	0.9014	0.0064	0.0026	0.8125	0.9989	5
38300	709.442	244.0048	200.1783	1.2189	0.5718	38656	220.8282	0.7785	0.9908	0.9563	0.905	0.0064	0.0026	0.8191	0.9984	5
38303	704.69	245.0455	199.2502	1.2298	0.5821	38608	220.8368	0.7537	0.9921	0.9693	0.9012	0.0064	0.0026	0.8122	0.9988	5
38307	710.914	253.1995	192.8265	1.3131	0.6481	38617	220.8483	0.7805	0.992	0.9525	0.8722	0.0066	0.0024	0.7608	0.999	5
